decl,tau,umag,redshift,gmag,av,specname,zmag,lensid,rv,nimg,imgid,ra,extmodel,absimag,ymag,imag,rmag,sfinf,magnorm,fluxnorm,t_0
5.247905,292.298677605,23.7924996872,1.67,23.5972829291,0.0,agn.spec,23.279054918,7368146,3.1,2,1,6.14970208355,CCM,-22.5206241612,23.2916697039,23.2891448534,23.505514177,0.364068371036,23.8361987154,1.27182529116e-17,26.332
5.39825666667,193.953748062,22.0764842324,1.04,21.9698079024,0.0,agn.spec,21.7344485532,7384374,3.1,2,0,6.15479628609,CCM,-21.552016246,21.5224880043,21.7698813699,21.7392333855,0.377866979227,22.0146309669,6.80854882848e-17,19.037
5.39991666667,193.953748062,21.815543411,1.04,21.708867081,0.0,agn.spec,21.4735077318,7384374,3.1,2,1,6.13984493145,CCM,-21.552016246,21.2615471829,21.5089405485,21.4782925641,0.377866979227,21.7536901455,8.65826521964e-17,0.0
5.53919166667,148.675696134,22.5992120578,1.41,22.5567182927,0.0,agn.spec,22.2329898841,7387693,3.1,4,0,6.14767409658,CCM,-20.6576707939,22.2643001893,22.2358272629,22.2997248857,0.426848312655,22.6724899392,3.71459070348e-17,0.0
5.55387666667,148.675696134,23.7130250138,1.41,23.6705312487,0.0,agn.spec,23.3468028401,7387693,3.1,4,1,6.15692747477,CCM,-20.6576707939,23.3781131453,23.3496402189,23.4135378417,0.426848312655,23.7863028952,1.33163678968e-17,11.403
5.548795,148.675696134,21.0122925102,1.41,20.969798745,0.0,agn.spec,20.6460703365,7387693,3.1,4,2,6.13960460156,CCM,-20.6576707939,20.6773806416,20.6489077153,20.7128053381,0.426848312655,21.0855703915,1.60206003462e-16,1.523
5.551755,148.675696134,21.0634857901,1.41,21.0209920249,0.0,agn.spec,20.6972636164,7387693,3.1,4,3,6.13973353933,CCM,-20.6576707939,20.7285739216,20.7001009952,20.763998618,0.426848312655,21.1367636715,1.52827487941e-16,1.501
5.694495,294.834031294,24.2038499764,3.1,22.5787715595,0.0,agn.spec,22.1489365803,7395655,3.1,2,0,6.14797163757,CCM,-25.3655649771,22.006204484,22.1320697385,22.2158826616,0.210833746345,22.8294567982,3.21457989296e-17,83.506
5.721485,294.834031294,22.1960059671,3.1,20.5709275503,0.0,agn.spec,20.141092571,7395655,3.1,2,1,6.16356205664,CCM,-25.3655649771,19.9983604747,20.1242257292,20.2080386523,0.210833746345,20.8216127889,2.04296923941e-16,0.0
5.83709833333,153.756598519,21.0013740083,2.73,19.98973418,0.0,agn.spec,19.6141822977,7397454,3.1,2,0,6.12381530046,CCM,-25.846942648,19.4620703391,19.6793313898,19.7392655631,0.172357218612,20.3027257466,3.29470583084e-16,0.0
5.85160333333,153.756598519,23.4306976451,2.73,22.4190578168,0.0,agn.spec,22.0435059344,7397454,3.1,2,1,6.15294031273,CCM,-25.846942648,21.8913939759,22.1086550265,22.1685891998,0.172357218612,22.7320493834,3.51631027565e-17,140.284
5.992485,89.6606833481,25.7864382795,4.73,25.3768344301,0.0,agn.spec,23.0973889864,7465447,3.1,2,0,6.14238662648,CCM,-24.1318365338,23.1272521425,23.1614027111,23.9276917289,0.321297472448,24.1234106363,9.76208733411e-18,94.412
6.0281,89.6606833481,25.1889939478,4.73,24.7793900984,0.0,agn.spec,22.4999446547,7465447,3.1,2,1,6.1543840161,CCM,-24.1318365338,22.5298078108,22.5639583794,23.3302473972,0.321297472448,23.5259663045,1.69246782557e-17,0.0
6.14920833333,125.357457786,24.5882623199,3.09,22.9793274664,0.0,agn.spec,22.5537049007,7468245,3.1,2,0,6.12349076827,CCM,-23.2593298312,22.4075297651,22.5372164209,22.6198145043,0.31203903765,23.2324301562,2.2178638423e-17,0.0
6.15413,125.357457786,25.0938884157,3.09,23.4849535622,0.0,agn.spec,23.0593309965,7468245,3.1,2,1,6.15885429126,CCM,-23.2593298312,22.9131558608,23.0428425167,23.1254406001,0.31203903765,23.7380562519,1.39214490532e-17,87.368
6.28907166667,305.436399869,20.3862429299,1.21,20.2906327364,0.0,agn.spec,20.0691278508,7469494,3.1,2,0,6.14246952311,CCM,-24.9495043025,19.9507103635,20.0231537027,20.053425657,0.233562193679,20.377222311,3.07622444382e-16,163.167
6.327755,305.436399869,19.1502558342,1.21,19.0546456406,0.0,agn.spec,18.833140755,7469494,3.1,2,1,6.13865649607,CCM,-24.9495043025,18.7147232677,18.787166607,18.8174385612,0.233562193679,19.1412352152,9.6031310838e-16,0.0
6.435115,112.897098553,21.551813844,1.47,21.4910853713,0.0,agn.spec,21.1553548605,7469656,3.1,2,0,6.13336470299,CCM,-21.4248733741,21.192405752,21.1470147181,21.2799055013,0.396359923059,21.6282596069,9.71858640913e-17,0.0
6.45870833333,112.897098553,23.2515434295,1.47,23.1908149568,0.0,agn.spec,22.855084446,7469656,3.1,2,1,6.15954877454,CCM,-21.4248733741,22.8921353375,22.8467443036,22.9796350868,0.396359923059,23.3279891925,2.03100627952e-17,65.281
6.59089833333,422.875945112,23.5125855652,3.48,21.7467373528,0.0,agn.spec,20.8803578464,7471245,3.1,2,0,6.14694810773,CCM,-26.1749401986,20.9232832744,20.9538866305,21.073393727,0.168396719297,21.722614321,8.90966171156e-17,134.109
6.623075,422.875945112,22.4451105901,3.48,20.6792623777,0.0,agn.spec,19.8128828713,7471245,3.1,2,1,6.17240682864,CCM,-26.1749401986,19.8558082993,19.8864116554,20.0059187519,0.168396719297,20.6551393459,2.381503394e-16,0.0
6.74248,94.9253358761,18.3232176523,1.86,18.1731458353,0.0,agn.spec,17.8421631238,7495073,3.1,2,0,6.15252416301,CCM,-26.6851353257,17.810505938,17.8609913257,18.1107430472,0.12414712027,18.4511428039,1.81321716456e-15,0.0
6.75296833333,94.9253358761,18.3207286991,1.86,18.1706568821,0.0,agn.spec,17.8396741706,7495073,3.1,2,1,6.14883022499,CCM,-26.6851353257,17.8080169848,17.8585023725,18.1082540941,0.12414712027,18.4486538508,1.81737857078e-15,10.016
6.88616166667,386.658330848,25.8042633225,4.68,25.3468700728,0.0,agn.spec,23.1061023778,7527028,3.1,4,0,6.13504166187,CCM,-23.3795818373,23.1484143964,23.2094301771,23.8534279767,0.413652040609,24.1366290074,9.64395866314e-18,0.0
6.89638333333,386.658330848,26.907334162,4.68,26.4499409124,0.0,agn.spec,24.2091732173,7527028,3.1,4,1,6.16015353861,CCM,-23.3795818373,24.2514852359,24.3125010166,24.9564988162,0.413652040609,25.2396998469,3.49162025661e-18,39.937
6.91095333333,386.658330848,25.5050501604,4.68,25.0476569108,0.0,agn.spec,22.8068892158,7527028,3.1,4,2,6.13794770938,CCM,-23.3795818373,22.8492012344,22.910217015,23.5542148147,0.413652040609,23.8374158454,1.27040035083e-17,17.852
6.91693666667,386.658330848,25.1937586382,4.68,24.7363653885,0.0,agn.spec,22.4955976935,7527028,3.1,4,3,6.14875431124,CCM,-23.3795818373,22.5379097121,22.5989254927,23.2429232924,0.413652040609,23.5261243231,1.69222152094e-17,15.783
7.02555833333,279.639053442,21.2518495818,2.7,20.2777134808,0.0,agn.spec,19.8985492982,7531472,3.1,2,0,6.16290590946,CCM,-25.3895861922,19.7536645821,19.9821370969,20.0305580264,0.243858364812,20.5939742754,2.51951665178e-16,0.0
7.05423,279.639053442,23.2678112599,2.7,22.2936751589,0.0,agn.spec,21.9145109763,7531472,3.1,2,1,6.14709638029,CCM,-25.3895861922,21.7696262602,21.998098775,22.0465197045,0.243858364812,22.6099359535,3.9348896884e-17,118.478
7.20552166667,217.148838364,21.1820667784,1.11,21.0562836281,0.0,agn.spec,20.850921829,7531586,3.1,2,0,6.13230547337,CCM,-22.5955829339,20.6561789836,20.8256715975,20.8257993819,0.276611228652,21.1218419199,1.54942363059e-16,0.0
7.19855666667,217.148838364,23.2896427573,1.11,23.1638596069,0.0,agn.spec,22.9584978079,7531586,3.1,2,1,6.15258874637,CCM,-22.5955829339,22.7637549625,22.9332475764,22.9333753607,0.276611228652,23.2294178988,2.22402560873e-17,83.621
7.3401,95.4658037806,20.3088372761,0.75,20.0494447947,0.0,agn.spec,19.7094036387,7535787,3.1,2,0,6.15485489177,CCM,-21.7319647848,19.6898014177,19.9608888633,19.9984209697,0.295250536266,20.09058392,4.00565346524e-16,0.0
7.353055,95.4658037806,22.4423777153,0.75,22.1829852338,0.0,agn.spec,21.8429440779,7535787,3.1,2,1,6.14744231732,CCM,-21.7319647848,21.8233418569,22.0944293025,22.1319614089,0.295250536266,22.2241243592,5.61380340338e-17,49.603
-7.510365,68.3817430909,23.3933198074,1.26,23.3146986314,0.0,agn.spec,23.0650255363,7542277,3.1,2,0,6.00624509431,CCM,-21.8989576278,22.9977846875,23.0319416716,23.0619238261,0.343760352819,23.4053898675,1.89125894956e-17,123.685
-7.49643666667,68.3817430909,22.0717337872,1.26,21.9931126111,0.0,agn.spec,21.743439516,7542277,3.1,2,1,5.97288805354,CCM,-21.8989576278,21.6761986672,21.7103556513,21.7403378058,0.343760352819,22.0838038473,6.38830149265e-17,0.0
-7.353295,281.049355175,21.5153335652,1.59,21.3028110399,0.0,agn.spec,20.9673821959,7576821,3.1,2,0,6.0113348027,CCM,-23.3910291978,21.0051964595,20.977805085,21.1781787372,0.295259166283,21.5031481288,1.0905552973e-16,0.0
-7.34978333333,281.049355175,22.7434608755,1.59,22.5309383501,0.0,agn.spec,22.1955095061,7576821,3.1,2,1,5.99762885002,CCM,-23.3910291978,22.2333237697,22.2059323953,22.4063060474,0.295259166283,22.731275439,3.51881769764e-17,24.911
-7.20501666667,257.329571877,19.7325993105,0.98,19.6057342321,0.0,agn.spec,19.3616485265,7579870,3.1,2,0,5.99406150654,CCM,-23.396059309,19.1510742045,19.4560206732,19.4134341901,0.277175995666,19.6571785223,5.97084138364e-16,0.0
-7.199015,257.329571877,21.6729117329,0.98,21.5460466545,0.0,agn.spec,21.3019609489,7579870,3.1,2,1,6.00174710982,CCM,-23.396059309,21.0913866269,21.3963330956,21.3537466125,0.277175995666,21.5974909447,9.99794090172e-17,16.734
-7.05471666667,146.005330855,21.8985367681,3.28,20.0088672976,0.0,agn.spec,19.4432610603,7592999,3.1,2,0,5.98228439312,CCM,-25.5101315084,19.4022661926,19.478067247,19.5754257171,0.221566687048,20.1979150997,3.62861509826e-16,0.0
-7.05024166667,146.005330855,23.7645666414,3.28,21.8748971709,0.0,agn.spec,21.3092909335,7592999,3.1,2,1,6.00782415513,CCM,-25.5101315084,21.2682960658,21.3440971202,21.4414555903,0.221566687048,22.0639449729,6.50622314084e-17,39.005
-6.903785,521.573046299,23.4237645654,1.65,23.2142441504,0.0,agn.spec,22.8913112508,7593328,3.1,2,0,6.0041013715,CCM,-22.434046617,22.9122735066,22.9039921653,23.1156477284,0.379457451361,23.4453702576,1.82288319032e-17,37.083
-6.89115666667,521.573046299,21.5484446002,1.65,21.3389241852,0.0,agn.spec,21.0159912856,7593328,3.1,2,1,5.98809040958,CCM,-22.434046617,21.0369535415,21.0286722001,21.2403277632,0.379457451361,21.5700502924,1.02538468404e-16,0.0
-6.75726666667,1141.68443361,22.3142070735,1.45,22.2638141763,0.0,agn.spec,21.9304308201,7595424,3.1,2,0,5.98434314047,CCM,-22.2647262689,21.967447808,21.9283918609,22.034183324,0.314957095659,22.3930264973,4.80503266342e-17,0.0
-6.74916833333,1141.68443361,23.2332902488,1.45,23.1828973517,0.0,agn.spec,22.8495139955,7595424,3.1,2,1,6.003996032,CCM,-22.2647262689,22.8865309834,22.8474750363,22.9532664994,0.314957095659,23.3121096727,2.06092920742e-17,52.06
-6.609065,187.454426361,21.2906475464,1.39,21.2491519642,0.0,agn.spec,20.9323775101,7604315,3.1,2,0,6.01395582184,CCM,-21.7908600069,20.9562291385,20.9346905447,20.9864859331,0.352288070101,21.3598651819,1.24440248697e-16,69.672
-6.57892666667,187.454426361,21.9866599069,1.39,21.9451643247,0.0,agn.spec,21.6283898706,7604315,3.1,2,1,5.988465223,CCM,-21.7908600069,21.652241499,21.6307029052,21.6824982936,0.352288070101,22.0558775424,6.55474689024e-17,0.0
-6.45782833333,87.2623068448,22.5274390215,2.29,21.7968380503,0.0,agn.spec,21.4513111129,7605264,3.1,2,0,6.01945816501,CCM,-23.0352863268,21.3680027037,21.6412972865,21.7191923188,0.267672182671,22.17347489,5.88189120354e-17,0.0
-6.45123166667,87.2623068448,23.521918295,2.29,22.7913173237,0.0,agn.spec,22.4457903864,7605264,3.1,2,1,5.98986249898,CCM,-23.0352863268,22.3624819771,22.63577656,22.7136715923,0.267672182671,23.1679541634,2.35356001847e-17,55.177
-6.31298333333,108.005162654,21.6850210467,2.64,20.757531842,0.0,agn.spec,20.3777531397,7632761,3.1,2,0,6.00428252905,CCM,-25.4212208283,20.2416440288,20.5048247309,20.518762402,0.199036036392,21.085948986,1.60150149631e-16,0.0
-6.298165,108.005162654,23.1313732567,2.64,22.2038840519,0.0,agn.spec,21.8241053496,7632761,3.1,2,1,6.00038398557,CCM,-25.4212208283,21.6879962387,21.9511769409,21.965114612,0.199036036392,22.5323011959,4.22655441587e-17,27.976
-6.15200333333,111.215902708,21.037153169,1.25,20.9549192934,0.0,agn.spec,20.7103523378,7642074,3.1,2,0,6.00797590265,CCM,-22.9812578452,20.6334050917,20.6750481753,20.7055305591,0.279178508856,21.0447428807,1.66345015128e-16,0.0
-6.14730833333,111.215902708,21.8230551288,1.25,21.7408212533,0.0,agn.spec,21.4962542977,7642074,3.1,2,1,5.99801524406,CCM,-22.9812578452,21.4193070516,21.4609501352,21.491432519,0.279178508856,21.8306448406,8.06582893365e-17,11.631
-6.00875333333,230.073538827,22.3951108511,2.22,21.9320533116,0.0,agn.spec,21.5222463164,7667565,3.1,2,0,6.00142782176,CCM,-23.9274889927,21.5228193924,21.7278816251,21.8281559361,0.194859429092,22.2656457058,5.40317035934e-17,54.263
-5.99108,230.073538827,22.0800933624,2.22,21.617035823,0.0,agn.spec,21.2072288278,7667565,3.1,2,1,5.98124559474,CCM,-23.9274889927,21.2078019038,21.4128641365,21.5131384475,0.194859429092,21.9506282171,7.22196960537e-17,0.0
-5.87546833333,199.381685992,20.5471073935,1.76,20.4004058506,0.0,agn.spec,20.090097297,7673923,3.1,2,0,6.00462743234,CCM,-24.1545211548,20.0718534571,20.0902084386,20.3334682143,0.250685074483,20.6636397011,2.36293112373e-16,0.0
-5.84344833333,199.381685992,22.0170722584,1.76,21.8703707154,0.0,agn.spec,21.5600621618,7673923,3.1,2,1,5.99721214793,CCM,-24.1545211548,21.5418183219,21.5601733034,21.8034330792,0.250685074483,22.133604566,6.10190043245e-17,116.944
-5.72886,128.911072596,23.9499141414,4.25,23.0032092603,0.0,agn.spec,21.3111599299,7674931,3.1,2,0,5.98343978585,CCM,-24.8816643344,21.2631662419,21.4226644806,21.6350267715,0.285739595467,22.2407396212,5.52854812831e-17,0.0
-5.694105,128.911072596,25.4496351345,4.25,24.5029302534,0.0,agn.spec,22.810880923,7674931,3.1,2,1,6.00834124269,CCM,-24.8816643344,22.762887235,22.9223854737,23.1347477646,0.285739595467,23.7404606143,1.38906541202e-17,149.856
-5.55669666667,229.320633749,20.5110947524,0.87,20.3037916117,0.0,agn.spec,20.019306145,7675443,3.1,2,0,6.01722407674,CCM,-23.0105568086,19.913120003,20.2239456052,20.2103813643,0.300619961919,20.3714373413,3.09265878477e-16,0.0
-5.549775,229.320633749,22.1411957344,0.87,21.9338925937,0.0,agn.spec,21.649407127,7675443,3.1,2,1,5.99738942877,CCM,-23.0105568086,21.543220985,21.8540465872,21.8404823463,0.300619961919,22.0015383233,6.89114858005e-17,113.444
-5.41640666667,309.076388585,22.7696415546,3.42,20.9036045649,0.0,agn.spec,20.1534837939,7675628,3.1,2,0,5.96934059916,CCM,-25.4811311227,20.1872815152,20.2445674882,20.3432432425,0.252292246099,20.9820260128,1.76236775441e-16,0.0
-5.38803833333,309.076388585,24.0507191245,3.42,22.1846821347,0.0,agn.spec,21.4345613638,7675628,3.1,2,1,6.00713667281,CCM,-25.4811311227,21.4683590851,21.5256450581,21.6243208123,0.252292246099,22.2631035827,5.41583606647e-17,147.76
-5.25265666667,479.066378008,22.2763467065,1.31,22.2172499505,0.0,agn.spec,21.9401289204,7709450,3.1,2,0,5.99927361945,CCM,-22.4849826816,21.9170774179,21.921835758,21.9532350451,0.313829251413,22.3137461507,5.16902321761e-17,11.48
-5.24224666667,479.066378008,21.7065829341,1.31,21.6474861782,0.0,agn.spec,21.3703651481,7709450,3.1,2,1,5.99923512463,CCM,-22.4849826816,21.3473136455,21.3520719857,21.3834712727,0.313829251413,21.7439823783,8.73602748693e-17,0.0
-5.08658666667,261.182792493,21.8406337588,2.34,20.9985088962,0.0,agn.spec,20.694235626,7709512,3.1,2,0,5.99837188774,CCM,-24.7138026859,20.5649787885,20.8687320882,20.9326228126,0.242158733811,21.3994740335,1.19982340582e-16,0.0
-5.10086833333,261.182792493,24.2141994245,2.34,23.3720745619,0.0,agn.spec,23.0678012917,7709512,3.1,2,1,6.00001003975,CCM,-24.7138026859,22.9385444542,23.2422977539,23.3061884783,0.242158733811,23.7730396991,1.34800363561e-17,30.982
-4.95980333333,510.684118111,21.2909338866,1.55,21.1249145431,0.0,agn.spec,20.7856764086,7718208,3.1,2,0,5.99753915531,CCM,-23.3890516751,20.8255863707,20.7824253591,20.9778428007,0.227158046332,21.3015160776,1.31310819612e-16,0.0
-4.94693833333,510.684118111,22.4780471454,1.55,22.3120278019,0.0,agn.spec,21.9727896674,7718208,3.1,2,1,5.998879153,CCM,-23.3890516751,22.0126996296,21.9695386179,22.1649560595,0.227158046332,22.4886293365,4.40002565363e-17,18.353
-4.79405666667,132.111026852,22.0013620739,2.3,21.2426117939,0.0,agn.spec,20.9065995287,7721457,3.1,2,0,5.98913188399,CCM,-23.6871024406,20.8106360232,21.0931182641,21.168277948,0.294087361524,21.6249388001,9.74835694993e-17,0.0
-4.80245166667,132.111026852,24.1910186151,2.3,23.4322683351,0.0,agn.spec,23.0962560699,7721457,3.1,2,1,6.00193010247,CCM,-23.6871024406,23.0002925645,23.2827748054,23.3579344892,0.294087361524,23.8145953413,1.2973848034e-17,23.755
-4.65598166667,133.984465683,24.994121359,3.04,23.4675837941,0.0,agn.spec,23.0597559186,7724408,3.1,2,0,6.01156974835,CCM,-22.7092147092,22.899700694,23.0490503209,23.1245185969,0.294092559326,23.731824572,1.40015821989e-17,0.0
-4.65320833333,133.984465683,25.0190440725,3.04,23.4925065077,0.0,agn.spec,23.0846786321,7724408,3.1,2,1,5.99331967847,CCM,-22.7092147092,22.9246234075,23.0739730345,23.1494413104,0.294092559326,23.7567472856,1.36838413055e-17,15.783
-4.50782833333,100.132875209,20.5329714868,1.46,20.4783170209,0.0,agn.spec,20.1435693584,7735081,3.1,2,0,6.02050989182,CCM,-24.0547847926,20.1809024503,20.1384026134,20.2579595271,0.265541879878,20.6114351798,2.47932164121e-16,0.0
-4.49856333333,100.132875209,22.3419889093,1.46,22.2873344434,0.0,agn.spec,21.9525867809,7735081,3.1,2,1,5.99730168199,CCM,-24.0547847926,21.9899198728,21.9474200359,22.0669769496,0.265541879878,22.4204526023,4.68517591692e-17,95.068
-4.36571166667,192.413560541,24.1152108802,2.85,22.8935400093,0.0,agn.spec,22.5299345752,7735602,3.1,4,0,5.99559063136,CCM,-21.7290178106,22.3565505784,22.5445396398,22.6245028857,0.386330202793,23.1987103861,2.28782493324e-17,0.0
-4.3451,192.413560541,26.4864136365,2.85,25.2647427655,0.0,agn.spec,24.9011373315,7735602,3.1,4,1,6.00604073474,CCM,-21.7290178106,24.7277533347,24.9157423961,24.995705642,0.386330202793,25.5699131424,2.57597525125e-18,31.406
-4.35856166667,192.413560541,23.2508460278,2.85,22.0291751568,0.0,agn.spec,21.6655697228,7735602,3.1,4,2,5.98714964895,CCM,-21.7290178106,21.492185726,21.6801747874,21.7601380333,0.386330202793,22.3343455337,5.07187719773e-17,0.61
-4.35202833333,192.413560541,23.6016917224,2.85,22.3800208514,0.0,agn.spec,22.0164154173,7735602,3.1,4,3,5.98450035051,CCM,-21.7290178106,21.8430314205,22.031020482,22.1109837279,0.386330202793,22.6851912282,3.67138941838e-17,0.444
-4.206565,315.359960807,19.5382808887,2.17,19.2566702284,0.0,agn.spec,18.8188957054,7764016,3.1,2,0,5.99736793152,CCM,-26.0038767636,18.8498655556,19.0257276169,19.1432155459,0.163304950498,19.5668080521,6.48908887509e-16,0.0
-4.19832333333,315.359960807,20.5187805253,2.17,20.237169865,0.0,agn.spec,19.799395342,7764016,3.1,2,1,6.00104112931,CCM,-26.0038767636,19.8303651922,20.0062272535,20.1237151825,0.163304950498,20.5473076887,2.63017028973e-16,7.768
-4.05293,159.126795547,27.5275161228,3.42,25.661479133,0.0,agn.spec,24.9113583621,7766845,3.1,4,0,6.00136674638,CCM,-22.5611311227,24.9451560833,25.0024420564,25.1011178106,0.394703879514,25.739900581,2.20265617402e-18,9.277
-4.04659166667,159.126795547,25.2155226659,3.42,23.3494856762,0.0,agn.spec,22.5993649053,7766845,3.1,4,1,5.99231748185,CCM,-22.5611311227,22.6331626265,22.6904485995,22.7891243538,0.394703879514,23.4279071241,1.85243975817e-17,0.0
-4.04185166667,159.126795547,24.8862093727,3.42,23.020172383,0.0,agn.spec,22.2700516121,7766845,3.1,4,2,6.00179281035,CCM,-22.5611311227,22.3038493333,22.3611353063,22.4598110606,0.394703879514,23.0985938309,2.50881946639e-17,0.268
-4.04241166667,159.126795547,24.6312859372,3.42,22.7652489475,0.0,agn.spec,22.0151281765,7766845,3.1,4,3,5.99740518689,CCM,-22.5611311227,22.0489258978,22.1062118708,22.2048876251,0.394703879514,22.8436703954,3.17277142144e-17,0.411
-3.90420666667,190.377012033,21.8279002172,3.01,20.3505182505,0.0,agn.spec,19.9521522735,7783750,3.1,2,0,6.00379378535,CCM,-25.831653371,19.786528227,19.9471817835,20.0184226296,0.245760689197,20.6215886826,2.45624379232e-16,14.033
-3.89426333333,190.377012033,21.2830484872,3.01,19.8056665205,0.0,agn.spec,19.4073005435,7783750,3.1,2,1,5.99087386642,CCM,-25.831653371,19.241676497,19.4023300535,19.4735708996,0.245760689197,20.0767369526,4.05706683423e-16,0.0
-3.75769833333,33.3189164307,19.9500141552,1.03,19.8453939229,0.0,agn.spec,19.6064038777,7788057,3.1,2,0,6.00395346467,CCM,-23.8325669883,19.3916957467,19.6506063291,19.6170709171,0.227890240003,19.8888746563,4.82344222168e-16,0.0
-3.74844833333,33.3189164307,21.2636678484,1.03,21.1590476161,0.0,agn.spec,20.9200575709,7788057,3.1,2,1,5.99945550085,CCM,-23.8325669883,20.7053494399,20.9642600223,20.9307246102,0.227890240003,21.2025283495,1.43845275835e-16,21.195
-3.61140166667,119.001453789,25.5180761363,3.62,24.0483657674,0.0,agn.spec,22.8740341322,7794116,3.1,4,0,6.00118901291,CCM,-23.0712531892,22.9249202144,22.9254651057,23.046701417,0.308297994898,23.7401738658,1.38943231982e-17,17.686
-3.60876166667,119.001453789,25.0553835817,3.62,23.5856732128,0.0,agn.spec,22.4113415776,7794116,3.1,4,1,5.99117592103,CCM,-23.0712531892,22.4622276598,22.462772551,22.5840088624,0.308297994898,23.2774813111,2.12771972001e-17,15.864
-3.5966,119.001453789,25.7018149534,3.62,24.2321045845,0.0,agn.spec,23.0577729493,7794116,3.1,4,2,6.01620531081,CCM,-23.0712531892,23.1086590315,23.1092039228,23.2304402341,0.308297994898,23.9239126829,1.17311846318e-17,0.0
-3.59293166667,119.001453789,26.5493202682,3.62,25.0796098993,0.0,agn.spec,23.9052782641,7794116,3.1,4,3,5.9947897187,CCM,-23.0712531892,23.9561643463,23.9567092375,24.0779455489,0.308297994898,24.7714179976,5.37452075185e-18,26.727
-3.46751833333,62.8307346389,21.1572784253,1.38,21.1155006307,0.0,agn.spec,20.8030859389,7809419,3.1,2,0,5.99778598753,CCM,-23.2163196025,20.8227562401,20.8037119196,20.8513135136,0.236514660507,21.2240576315,1.41021032648e-16,0.0
-3.44517666667,62.8307346389,21.8487586293,1.38,21.8069808347,0.0,agn.spec,21.494566143,7809419,3.1,2,1,6.0031857736,CCM,-23.2163196025,21.5142364441,21.4951921236,21.5427937177,0.236514660507,21.9155378356,7.45919239265e-17,62.005
-3.31383,171.231457422,21.3655824921,1.42,21.3219923288,0.0,agn.spec,20.9951868726,7810711,3.1,2,0,5.98524887326,CCM,-22.810575487,21.0290537377,20.9979640128,21.0698919354,0.347867930149,21.440717955,1.15510047155e-16,0.0
-3.29865666667,171.231457422,23.17179408,1.42,23.1282039167,0.0,agn.spec,22.8013984604,7810711,3.1,2,1,6.00536723319,CCM,-22.810575487,22.8352653256,22.8041756006,22.8761035232,0.347867930149,23.2469295429,2.18844242808e-17,76.798
-3.14957833333,175.202953488,25.5585900093,3.32,23.6466482101,0.0,agn.spec,23.0343753994,7814225,3.1,2,0,5.98791173581,CCM,-23.5431519601,23.0224519786,23.0969712705,23.1889637787,0.331269092375,23.8152857921,1.29656002146e-17,201.168
-3.13553,175.202953488,25.0149916477,3.32,23.1030498484,0.0,agn.spec,22.4907770377,7814225,3.1,2,1,6.03574066733,CCM,-23.5431519601,22.4788536169,22.5533729088,22.645365417,0.331269092375,23.2716874305,2.13910435039e-17,0.0
-2.964435,201.448961322,19.0620918798,1.93,18.9296916834,0.0,agn.spec,18.5399403534,7815647,3.1,2,0,5.98679356771,CCM,-26.2037096964,18.5361158868,18.6321719187,18.8374541054,0.166258381,19.2021573616,9.07912506403e-16,0.0
-3.00425333333,201.448961322,21.1847142843,1.93,21.0523140879,0.0,agn.spec,20.6625627579,7815647,3.1,2,1,6.00071264332,CCM,-26.2037096964,20.6587382912,20.7547943232,20.9600765099,0.166258381,21.3247797661,1.2852719713e-16,239.323
-2.86212666667,74.3776011232,22.6445461848,1.64,22.4294386317,0.0,agn.spec,22.1039313368,7876639,3.1,4,0,6.00771787937,CCM,-22.0605921988,22.1287845004,22.1175310669,22.3271109037,0.285773271832,22.6561446305,3.77093538625e-17,0.0
-2.85307666667,74.3776011232,23.6283004679,1.64,23.4131929148,0.0,agn.spec,23.0876856199,7876639,3.1,4,1,5.99283947668,CCM,-22.0605921988,23.1125387835,23.10128535,23.3108651868,0.285773271832,23.6398989135,1.52386809973e-17,22.143
-2.84435166667,74.3776011232,22.8171674453,1.64,22.6020598922,0.0,agn.spec,22.2765525973,7876639,3.1,4,2,6.00926646143,CCM,-22.0605921988,22.3014057609,22.2901523274,22.4997321642,0.285773271832,22.828765891,3.21662613883e-17,10.25
-2.83575666667,74.3776011232,22.5660916061,1.64,22.350984053,0.0,agn.spec,22.0254767581,7876639,3.1,4,3,5.99891699379,CCM,-22.0605921988,22.0503299217,22.0390764882,22.248656325,0.285773271832,22.5776900518,4.05350695441e-17,3.758
-2.67845333333,208.92740313,19.478930453,1.86,19.328858636,0.0,agn.spec,18.9978759245,7880125,3.1,2,0,5.99246163147,CCM,-25.7251353257,18.9662187387,19.0167041263,19.2664558479,0.187949805806,19.6068556046,6.25409827488e-16,0.0
-2.703865,208.92740313,20.8252091882,1.86,20.6751373712,0.0,agn.spec,20.3441546597,7880125,3.1,2,1,6.00123136697,CCM,-25.7251353257,20.3124974739,20.3629828616,20.6127345832,0.187949805806,20.9531343399,1.80989427886e-16,92.174
-2.55217833333,102.952509694,23.7500048473,1.58,23.5457222668,0.0,agn.spec,23.208832422,7882572,3.1,2,0,6.00411574217,CCM,-21.8960950233,23.2476813493,23.216752519,23.4158045062,0.382854059163,23.7401068654,1.3895180638e-17,102.224
-2.536865,102.952509694,23.2018479907,1.58,22.9975654102,0.0,agn.spec,22.6606755654,7882572,3.1,2,1,5.97889410043,CCM,-21.8960950233,22.6995244927,22.6685956624,22.8676476496,0.382854059163,23.1919500088,2.30211460258e-17,0.0
