decl,ra_bulge,dec_bulge,g,redshift,ext_model_bulge,pa_bulge,fluxnorm_bulge,sedname_bulge,b_bulge,i,r,u,ra,a_bulge,y,z,rv_bulge,id,magnorm_bulge,av_bulge
7.35,7.05,7.35,20.7254827741,0.356,CCM,21.15248,6.73126846682e-16,Exp.50E09.1Z.spec,0.876235782327,18.9169121,19.4208624159,21.9677236409,7.05,1.57923316119,18.4705832506,18.6501237955,3.1,2186998,19.5270250777,0.0
-7.5,6.9,-7.5,20.4355619741,0.356,CCM,108.7882,8.791545581e-16,Exp.50E09.1Z.spec,1.25848933048,18.6269913,19.1309416159,21.6778028409,6.9,1.42945484603,18.1806624506,18.3602029955,3.1,2188507,19.2371042777,0.0
-7.35,6.9,-7.35,20.3691213741,0.356,CCM,-128.7021,9.34633777082e-16,Exp.50E09.1Z.spec,1.02698622456,18.5605507,19.0645010159,21.6113622409,6.9,1.86024302047,18.1142218506,18.2937623955,3.1,2188684,19.1706636777,0.0
-7.2,6.9,-7.2,20.5442807741,0.356,CCM,-30.1997,7.95385578087e-16,Exp.50E09.1Z.spec,1.16985317033,18.7357101,19.2396604159,21.7865216409,6.9,1.39365857028,18.2893812506,18.4689217955,3.1,2189362,19.3458230777,0.0
-7.05,6.9,-7.05,20.4114015741,0.356,CCM,-30.96405,8.98937281228e-16,Exp.50E09.1Z.spec,1.22014565055,18.6028309,19.1067812159,21.6536424409,6.9,1.50696921006,18.1565020506,18.3360425955,3.1,2189640,19.2129438777,0.0
-6.9,6.9,-6.9,20.9930656522,0.358,CCM,94.00126,5.29433841472e-16,Exp.50E09.1Z.spec,0.896393171593,19.1792812,19.6847211903,22.2334720211,6.9,1.22490346036,18.7324298004,18.9112286998,3.1,2217988,19.7877381129,0.0
-6.75,6.9,-6.75,20.9870270522,0.358,CCM,-52.93566,5.32386627114e-16,Exp.50E09.1Z.spec,0.905153300041,19.1732426,19.6786825903,22.2274334211,6.9,1.21969773334,18.7263912004,18.9051900998,3.1,2218308,19.7816995129,0.0
-6.6,6.9,-6.6,20.5763061522,0.358,CCM,-4.831238,7.77169051947e-16,Exp.50E09.1Z.spec,1.07233899717,18.7625217,19.2679616903,21.8167125211,6.9,1.49305399008,18.3156703004,18.4944691998,3.1,2221702,19.3709786129,0.0
-6.45,6.9,-6.45,22.4744138983,0.36,CCM,25.15371,1.36141305268e-16,Exp.50E09.1Z.spec,0.474724623336,20.6556034,21.1624093633,23.7128647742,6.9,0.611708873295,20.2080765294,20.3862241064,3.1,2231532,21.2622925826,0.0
-6.3,6.9,-6.3,22.2086572983,0.36,CCM,-47.66587,1.73897184323e-16,Exp.50E09.1Z.spec,0.585051733345,20.3898468,20.8966527633,23.4471081742,6.9,0.631318605485,19.9423199294,20.1204675064,3.1,2232682,20.9965359826,0.0
-6.15,6.9,-6.15,22.0274572983,0.36,CCM,174.1644,2.05481416134e-16,Exp.50E09.1Z.spec,0.626040715957,20.2086468,20.7154527633,23.2659081742,6.9,0.695121679029,19.7611199294,19.9392675064,3.1,2238583,20.8153359826,0.0
-6.0,6.9,-6.0,21.6952581983,0.36,CCM,-136.0421,2.79030829478e-16,Exp.50E09.1Z.spec,0.606656471369,19.8764477,20.3832536633,22.9337090742,6.9,0.968929071074,19.4289208294,19.6070684064,3.1,2242192,20.4831368826,0.0
-5.85,6.9,-5.85,21.4959363983,0.36,CCM,-146.3598,3.35259358846e-16,Exp.50E09.1Z.spec,0.707445505077,19.6771259,20.1839318633,22.7343872742,6.9,0.995140673901,19.2295990294,19.4077466064,3.1,2248848,20.2838150826,0.0
-5.7,6.9,-5.7,21.2362165983,0.36,CCM,62.61881,4.25861941912e-16,Exp.50E09.1Z.spec,0.840023070466,19.4174061,19.9242120633,22.4746674742,6.9,1.06015477389,18.9698792294,19.1480268064,3.1,2251500,20.0240952826,0.0
-5.55,6.9,-5.55,21.8596587974,0.362,CCM,-137.4551,2.41335478008e-16,Exp.50E09.1Z.spec,0.5840098956,20.0359859,20.5439840874,23.0958936545,6.9,0.876513491926,19.5875460049,19.7651632011,3.1,2274793,20.6407144306,0.0
-5.4,6.9,-5.4,20.9476180974,0.362,CCM,75.59875,5.59033007299e-16,Exp.50E09.1Z.spec,0.923874819976,19.1239452,19.6319433874,22.1838529545,6.9,1.26486114759,18.6755053049,18.8531225011,3.1,2287689,19.7286737306,0.0
-5.25,6.9,-5.25,20.5610576974,0.362,CCM,-47.44726,7.98107902354e-16,Exp.50E09.1Z.spec,1.03430706752,18.7373848,19.2453829874,21.7972925545,6.9,1.60303802926,18.2889449049,18.4665621011,3.1,2291722,19.3421133306,0.0
-5.1,6.9,-5.1,21.9154114356,0.364,CCM,-113.2305,2.30699255308e-16,Exp.50E09.1Z.spec,0.657468367397,20.0867481,20.5961417024,23.149178618,6.9,0.748168880818,19.6375755083,19.8145781081,3.1,2306924,20.6896518764,0.0
-4.95,6.9,-4.95,21.8066926356,0.364,CCM,26.19988,2.54996202398e-16,Exp.50E09.1Z.spec,0.581616585792,19.9780293,20.4874229024,23.040459818,6.9,0.933190212615,19.5288567083,19.7058593081,3.1,2310970,20.5809330764,0.0
-4.8,6.9,-4.8,21.2691311356,0.364,CCM,20.95919,4.18367859046e-16,Exp.50E09.1Z.spec,0.370039276988,19.4404678,19.9498614024,22.502898318,6.9,2.38587093413,18.9912952083,19.1682978081,3.1,2318041,20.0433715764,0.0
-4.65,6.9,-4.65,21.0879311356,0.364,CCM,-131.4857,4.94354296056e-16,Exp.50E09.1Z.spec,0.882676106496,19.2592678,19.7686614024,22.321698318,6.9,1.17845719595,18.8100952083,18.9870978081,3.1,2321825,19.8621715764,0.0
-4.5,6.9,-4.5,20.4839310356,0.364,CCM,-177.7984,8.62260224079e-16,Exp.50E09.1Z.spec,1.12995616222,18.6552677,19.1646613024,21.717698218,6.9,1.59021470873,18.2060951083,18.3830977081,3.1,2326678,19.2581714764,0.0
-4.35,6.9,-4.35,21.372970235,0.366,CCM,67.42825,3.82593308817e-16,Exp.50E09.1Z.spec,0.711665661025,19.5394707,20.0501962397,22.6038813298,6.9,1.1411696054,19.0894215792,19.265728302,3.1,2351909,20.140423932,0.0
-4.2,6.9,-4.2,20.956212635,0.366,CCM,58.49093,5.61617213464e-16,Exp.50E09.1Z.spec,0.793106186295,19.1227131,19.6334386397,22.1871237298,6.9,1.4931452278,18.6726639792,18.848970702,3.1,2355665,19.723666332,0.0
-4.05,6.9,-4.05,21.149491935,0.366,CCM,-46.86268,4.70033368509e-16,Exp.50E09.1Z.spec,0.829037500166,19.3159924,19.8267179397,22.3804030298,6.9,1.19919751447,18.8659432792,19.042250002,3.1,2358215,19.916945632,0.0
-3.9,6.9,-3.9,21.034732435,0.366,CCM,89.79703,5.22435271884e-16,Exp.50E09.1Z.spec,0.989668630321,19.2012329,19.7119584397,22.2656435298,6.9,1.11450400052,18.7511837792,18.927490502,3.1,2359945,19.802186132,0.0
-3.75,6.9,-3.75,20.593814435,0.366,CCM,36.99208,7.84150981471e-16,Exp.50E09.1Z.spec,0.922280764447,18.7603149,19.2710404397,21.8247255298,6.9,1.78242615319,18.3102657792,18.486572502,3.1,2361239,19.361268132,0.0
-3.6,6.9,-3.6,22.1287898126,0.368,CCM,-76.73655,1.91916237466e-16,Exp.50E09.1Z.spec,0.528482688983,20.2907276,20.8025309853,23.3564730731,6.9,0.783351971322,19.8395364217,20.0151920336,3.1,2378743,20.8894880563,0.0
-3.45,6.9,-3.45,21.8388690126,0.368,CCM,13.95809,2.50657117263e-16,Exp.50E09.1Z.spec,0.604958134805,20.0008068,20.5126101853,23.0665522731,6.9,0.889642615103,19.5496156217,19.7252712336,3.1,2381984,20.5995672563,0.0
-3.3,6.9,-3.3,21.5368709126,0.368,CCM,-95.39612,3.310390909e-16,Exp.50E09.1Z.spec,0.765223851794,19.6988087,20.2106120853,22.7645541731,6.9,0.924385130661,19.2476175217,19.4232731336,3.1,2386968,20.2975691563,0.0
-3.15,6.9,-3.15,20.7456302126,0.368,CCM,-43.28576,6.86081265897e-16,Exp.50E09.1Z.spec,0.965194494911,18.907568,19.4193713853,21.9733134731,6.9,1.49976598251,18.4563768217,18.6320324336,3.1,2393065,19.5063284563,0.0
-3.0,6.9,-3.0,20.4617499126,0.368,CCM,-138.9774,8.91102538113e-16,Exp.50E09.1Z.spec,1.13997503156,18.6236877,19.1354910853,21.6894331731,6.9,1.64180719053,18.1724965217,18.3481521336,3.1,2395577,19.2224481563,0.0
-2.85,6.9,-2.85,20.1597499126,0.368,CCM,-115.6335,1.17686780076e-15,Exp.50E09.1Z.spec,1.09122350947,18.3216877,18.8334910853,21.3874331731,6.9,2.25426427181,17.8704965217,18.0461521336,3.1,2396494,18.9204481563,0.0
-2.7,6.9,-2.7,20.5040301126,0.368,CCM,-159.4595,8.57068632173e-16,Exp.50E09.1Z.spec,1.12067006371,18.6659679,19.1777712853,21.7317133731,6.9,1.60739023924,18.2147767217,18.3904323336,3.1,2398246,19.2647283563,0.0
-2.55,6.9,-2.55,20.7887501518,0.37,CCM,-95.93481,6.63446103793e-16,Exp.50E09.1Z.spec,1.07390651392,18.9460163,19.4591114207,22.0128589861,6.9,1.30977881828,18.4937251492,18.6688096138,3.1,2429641,19.542753238,0.0
-2.4,6.9,-2.4,20.6377491518,0.37,CCM,122.8162,7.62440658832e-16,Exp.50E09.1Z.spec,1.15007050227,18.7950153,19.3081104207,21.8618579861,6.9,1.40213719214,18.3427241492,18.5178086138,3.1,2430805,19.391752238,0.0
-2.25,6.9,-2.25,20.5894303518,0.37,CCM,-119.7871,7.97138101472e-16,Exp.50E09.1Z.spec,1.00515108277,18.7466965,19.2597916207,21.8135391861,6.9,1.6760068457,18.2944053492,18.4694898138,3.1,2431008,19.343433438,0.0
-2.1,6.9,-2.1,21.9494465672,0.372,CCM,120.5724,2.29196955168e-16,Exp.50E09.1Z.spec,0.604278466048,20.1018219,20.6165433459,23.1696102916,6.9,0.82276010936,19.6486577659,19.8233266378,3.1,2451907,20.6967452484,0.0
-1.95,6.9,-1.95,21.8467663672,0.372,CCM,-98.10034,2.51930601646e-16,Exp.50E09.1Z.spec,0.690211765614,19.9991417,20.5138631459,23.0669300916,6.9,0.790471448987,19.5459775659,19.7206464378,3.1,2455409,20.5940650484,0.0
-1.8,6.9,-1.8,21.5266464672,0.372,CCM,-21.0954,3.38320943918e-16,Exp.50E09.1Z.spec,0.612411951434,19.6790218,20.1937432459,22.7468101916,6.9,1.19027660064,19.2258576659,19.4005265378,3.1,2459384,20.2739451484,0.0
-1.65,6.9,-1.65,21.0978077672,0.372,CCM,120.0634,5.02185725479e-16,Exp.50E09.1Z.spec,0.90448801848,19.2501831,19.7649045459,22.3179714916,6.9,1.18807560659,18.7970189659,18.9716878378,3.1,2464253,19.8451064484,0.0
-1.5,6.9,-1.5,20.8139275672,0.372,CCM,-147.2005,6.52253538474e-16,Exp.50E09.1Z.spec,0.878692931022,18.9663029,19.4810243459,22.0340912916,6.9,1.58120798464,18.5131387659,18.6878076378,3.1,2466482,19.5612262484,0.0
-1.35,6.9,-1.35,20.6206482672,0.372,CCM,58.91056,7.79342147371e-16,Exp.50E09.1Z.spec,0.910005497486,18.7730236,19.2877450459,21.8408119916,6.9,1.81865718656,18.3198594659,18.4945283378,3.1,2467801,19.3679469484,0.0
-1.2,6.9,-1.2,20.7716454672,0.372,CCM,-173.0915,6.78155492959e-16,Exp.50E09.1Z.spec,1.15054197926,18.9240208,19.4387422459,21.9918091916,6.9,1.25470574288,18.4708566659,18.6455255378,3.1,2468813,19.5189441484,0.0
-1.05,6.9,-1.05,22.107381529,0.374,CCM,-138.456,1.99384932031e-16,Exp.50E09.1Z.spec,0.548422608911,20.2549095,20.7714381718,23.3233705444,6.9,0.794065846123,19.8007297389,19.9750527289,3.1,2488304,20.8480365214,0.0
-0.9,6.9,-0.9,21.793298429,0.374,CCM,166.8267,2.66272045538e-16,Exp.50E09.1Z.spec,0.615953653862,19.9408264,20.4573550718,23.0092874444,6.9,0.939449242835,19.4866466389,19.6609696289,3.1,2489168,20.5339534214,0.0
-0.75,6.9,-0.75,21.738939029,0.374,CCM,-61.21694,2.79942820938e-16,Exp.50E09.1Z.spec,0.764931546025,19.886467,20.4029956718,22.9549280444,6.9,0.794629669774,19.4322872389,19.6066102289,3.1,2490487,20.4795940214,0.0
-0.6,6.9,-0.6,21.449018229,0.374,CCM,-78.34247,3.65626491126e-16,Exp.50E09.1Z.spec,0.624551360522,19.5965462,20.1130748718,22.6650072444,6.9,1.26523779252,19.1423664389,19.3166894289,3.1,2497481,20.1896732214,0.0
-0.45,6.9,-0.45,21.032260629,0.374,CCM,-40.67718,5.36711245028e-16,Exp.50E09.1Z.spec,0.909045882778,19.1797886,19.6963172718,22.2482496444,6.9,1.26754005312,18.7256088389,18.8999318289,3.1,2500641,19.7729156214,0.0
-0.3,6.9,-0.3,20.808778529,0.374,CCM,-166.1103,6.59376605759e-16,Exp.50E09.1Z.spec,1.10278648869,18.9563065,19.4728351718,22.0247675444,6.9,1.27907203357,18.5021267389,18.6764497289,3.1,2504560,19.5494335214,0.0
-0.15,6.9,-0.15,22.7422925781,0.376,CCM,-179.4682,1.11779996541e-16,Exp.50E09.1Z.spec,0.351340436412,20.8851051,21.4034894913,23.9540191221,6.9,0.704974578111,20.4298117813,20.6038253008,3.1,2509491,21.4763571283,0.0
0.0,6.9,0.0,22.3013727781,0.376,CCM,12.50628,1.67776840556e-16,Exp.50E09.1Z.spec,0.580240173193,20.4441853,20.9625696913,23.5130993221,6.9,0.636205978919,19.9888919813,20.1629055008,3.1,2519154,21.0354373283,0.0
0.15,6.9,0.15,22.1020509781,0.376,CCM,-19.83603,2.01586169167e-16,Exp.50E09.1Z.spec,0.640256596491,20.2448635,20.7632478913,23.3137775221,6.9,0.690548207324,19.7895701813,19.9635837008,3.1,2520771,20.8361155283,0.0
0.3,6.9,0.3,22.0476915781,0.376,CCM,-106.1636,2.11935882135e-16,Exp.50E09.1Z.spec,0.635479978582,20.1905041,20.7088884913,23.2594181221,6.9,0.730823421383,19.7352107813,19.9092243008,3.1,2523902,20.7817561283,0.0
0.45,6.9,0.45,21.9872915781,0.376,CCM,-129.4962,2.24060082652e-16,Exp.50E09.1Z.spec,0.670710523438,20.1301041,20.6484884913,23.1990181221,6.9,0.731340038764,19.6748107813,19.8488243008,3.1,2526037,20.7213561283,0.0
0.6,6.9,0.6,22.0295717781,0.376,CCM,81.46882,2.15502549201e-16,Exp.50E09.1Z.spec,0.48621563504,20.1723843,20.6907686913,23.2412983221,6.9,0.970973062735,19.7170909813,19.8911045008,3.1,2526409,20.7636363283,0.0
0.75,6.9,0.75,21.5403329781,0.376,CCM,-156.9613,3.38180009374e-16,Exp.50E09.1Z.spec,0.760993990945,19.6831455,20.2015298913,22.7520595221,6.9,0.965940603126,19.2278521813,19.4018657008,3.1,2531626,20.2743975283,0.0
0.9,6.9,0.9,20.6886941781,0.376,CCM,28.74347,7.40974823272e-16,Exp.50E09.1Z.spec,1.23936842289,18.8315067,19.3498910913,21.9004207221,6.9,1.2819415346,18.3762133813,18.5502269008,3.1,2539678,19.4227587283,0.0
1.05,6.9,1.05,20.9000932781,0.376,CCM,51.59753,6.09879185806e-16,Exp.50E09.1Z.spec,0.658003799457,19.0429058,19.5612901913,22.1118198221,6.9,1.99411164493,18.5876124813,18.7616260008,3.1,2539872,19.6341578283,0.0
1.2,6.9,1.2,20.7913724781,0.376,CCM,-88.66329,6.74112114352e-16,Exp.50E09.1Z.spec,1.11001790851,18.934185,19.4525693913,22.0030990221,6.9,1.30430832941,18.4788916813,18.6529052008,3.1,2540462,19.5254370283,0.0
1.35,6.9,1.35,22.5618060812,0.378,CCM,-90.38272,1.32784503518e-16,Exp.50E09.1Z.spec,0.483131148602,20.6998138,21.2202941604,23.7693167356,6.9,0.609945611663,20.2437891371,20.4174115204,3.1,2550286,21.2893988727,0.0
1.5,6.9,1.5,22.1450485812,0.378,CCM,138.0338,1.9491730323e-16,Exp.50E09.1Z.spec,0.547097690843,20.2830563,20.8035366604,23.3525592356,6.9,0.785413288834,19.8270316371,20.0006540204,3.1,2558208,20.8726413727,0.0
1.65,6.9,1.65,21.8370078812,0.378,CCM,158.8342,2.58861029526e-16,Exp.50E09.1Z.spec,0.681526569951,19.9750156,20.4954959604,23.0445185356,6.9,0.833212384649,19.5189909371,19.6926133204,3.1,2564751,20.5646006727,0.0
1.8,6.9,1.8,21.7041267812,0.378,CCM,-41.85979,2.92562806927e-16,Exp.50E09.1Z.spec,0.679312350112,19.8421345,20.3626148604,22.9116374356,6.9,0.942752064478,19.3861098371,19.5597322204,3.1,2565361,20.4317195727,0.0
1.95,6.9,1.95,21.1786483812,0.378,CCM,-109.2041,4.74690427683e-16,Exp.50E09.1Z.spec,0.995675898852,19.3166561,19.8371364604,22.3861590356,6.9,1.03487672924,18.8606314371,19.0342538204,3.1,2571788,19.9062411727,0.0
2.1,6.9,2.1,20.9310058812,0.378,CCM,-122.1914,5.96303658788e-16,Exp.50E09.1Z.spec,0.674868366412,19.0690136,19.5894939604,22.1385165356,6.9,1.91039157478,18.6129889371,18.7866113204,3.1,2577058,19.6585986727,0.0
2.25,6.9,2.25,20.6894058812,0.378,CCM,-39.53829,7.44916294219e-16,Exp.50E09.1Z.spec,1.10208620933,18.8274136,19.3478939604,21.8969165356,6.9,1.45574967467,18.3713889371,18.5450113204,3.1,2577826,19.4169986727,0.0
2.4,6.9,2.4,21.0155662812,0.378,CCM,61.47329,5.51624204413e-16,Exp.50E09.1Z.spec,0.886325633629,19.153574,19.6740543604,22.2230769356,6.9,1.34744770506,18.6975493371,18.8711717204,3.1,2578472,19.7431590727,0.0
2.55,6.9,2.55,20.5565265812,0.378,CCM,77.12323,8.41897449981e-16,Exp.50E09.1Z.spec,1.16730406122,18.6945343,19.2150146604,21.7640372356,6.9,1.55005411987,18.2385096371,18.4121320204,3.1,2580196,19.2841193727,0.0
2.7,6.9,2.7,21.6260592965,0.38,CCM,-53.06531,3.16184483801e-16,Exp.50E09.1Z.spec,0.582727044555,19.7594719,20.2822512449,22.8295927664,6.9,1.19155266718,19.3025743406,19.4758254722,3.1,2606261,20.3474159732,0.0
2.85,6.9,2.85,21.3723818965,0.38,CCM,102.6547,3.99403175889e-16,Exp.50E09.1Z.spec,0.797894669268,19.5057945,20.0285738449,22.5759153664,6.9,1.09481704368,19.0488969406,19.2221480722,3.1,2607118,20.0937385732,0.0
3.0,6.9,3.0,21.4811007965,0.38,CCM,38.69606,3.6134658435e-16,Exp.50E09.1Z.spec,0.763316783359,19.6145134,20.1372927449,22.6846342664,6.9,1.03717029445,19.1576158406,19.3308669722,3.1,2610072,20.2024574732,0.0
3.15,6.9,3.15,21.1489016965,0.38,CCM,83.97378,4.90685917281e-16,Exp.50E09.1Z.spec,0.839614545362,19.2823143,19.8050936449,22.3524351664,6.9,1.27363784526,18.8254167406,18.9986678722,3.1,2610554,19.8702583732,0.0
3.3,6.9,3.3,20.9495799965,0.38,CCM,-143.3806,5.89565788048e-16,Exp.50E09.1Z.spec,0.648582789608,19.0829926,19.6057719449,22.1531134664,6.9,1.97470925732,18.6260950406,18.7993461722,3.1,2613044,19.6709366732,0.0
3.45,6.9,3.45,20.8227412965,0.38,CCM,-1.447288,6.62624903335e-16,Exp.50E09.1Z.spec,1.01287311195,18.9561539,19.4789332449,22.0262747664,6.9,1.41829957756,18.4992563406,18.6725074722,3.1,2614711,19.5440979732,0.0
3.6,6.9,3.6,20.6596610965,0.38,CCM,71.40813,7.70016149819e-16,Exp.50E09.1Z.spec,1.11231613204,18.7930737,19.3158530449,21.8631945664,6.9,1.49690138242,18.3361761406,18.5094272722,3.1,2616408,19.3810177732,0.0
3.75,6.9,3.75,21.9702846711,0.382,CCM,10.93007,2.3155334597e-16,Exp.50E09.1Z.spec,0.615133816376,20.0995216,20.624536369,23.1700787705,6.9,0.834780287316,19.6416615087,19.8144178219,3.1,2637100,20.6856397055,0.0
3.9,6.9,3.9,21.8072063711,0.382,CCM,167.9707,2.69080596014e-16,Exp.50E09.1Z.spec,0.557294117946,19.9364433,20.461458069,23.0070004705,6.9,1.06796167015,19.4785832087,19.6513395219,3.1,2642499,20.5225614055,0.0
4.05,6.9,4.05,20.7079250711,0.382,CCM,-120.5262,7.40619088054e-16,Exp.50E09.1Z.spec,0.910849363411,18.837162,19.362176769,21.9077191705,6.9,1.76711673205,18.3793019087,18.5520582219,3.1,2652187,19.4232801055,0.0
4.2,6.9,4.2,20.8528873711,0.382,CCM,27.412,6.48052187586e-16,Exp.50E09.1Z.spec,1.01775826965,18.9821243,19.507139069,22.0526814705,6.9,1.38704517778,18.5242642087,18.6970205219,3.1,2652504,19.5682424055,0.0
4.35,6.9,4.35,19.9952061711,0.382,CCM,162.3736,1.42784958936e-15,Exp.50E09.1Z.spec,1.34315465778,18.1244431,18.649457869,21.1950002705,6.9,2.2841278498,17.6665830087,17.8393393219,3.1,2652631,18.7105612055,0.0
4.5,6.9,4.5,21.782838888,0.384,CCM,-172.473,2.76664420157e-16,Exp.50E09.1Z.spec,0.627843959937,19.9080067,20.4353725754,22.9791153294,6.9,0.978549569287,19.4492459512,19.6215704109,3.1,2679435,20.4923840799,0.0
4.65,6.9,4.65,21.450635988,0.384,CCM,16.43284,3.75694183364e-16,Exp.50E09.1Z.spec,0.78895271564,19.5758038,20.1031696754,22.6469124294,6.9,1.05185238525,19.1170430512,19.2893675109,3.1,2682136,20.1601811799,0.0
4.8,6.9,4.8,21.583517088,0.384,CCM,-40.62745,3.32416085674e-16,Exp.50E09.1Z.spec,0.617815682036,19.7086849,20.2360507754,22.7797935294,6.9,1.19101751537,19.2499241512,19.4222486109,3.1,2683687,20.2930622799,0.0
4.95,6.9,4.95,21.559356688,0.384,CCM,-115.0574,3.39896107617e-16,Exp.50E09.1Z.spec,0.762097064411,19.6845245,20.2118903754,22.7556331294,6.9,0.98687706711,19.2257637512,19.3980882109,3.1,2684105,20.2689018799,0.0
5.1,6.9,5.1,21.209037788,0.384,CCM,176.3636,4.69325067417e-16,Exp.50E09.1Z.spec,0.811105102232,19.3342056,19.8615714754,22.4053142294,6.9,1.27317810353,18.8754448512,19.0477693109,3.1,2686071,19.9185829799,0.0
5.25,6.9,5.25,20.737916988,0.384,CCM,-52.61601,7.24305980634e-16,Exp.50E09.1Z.spec,1.00526428438,18.8630848,19.3904506754,21.9341934294,6.9,1.57347459949,18.4043240512,18.5766485109,3.1,2689011,19.4474621799,0.0
5.4,6.9,5.4,20.617116988,0.384,CCM,-138.4807,8.09547006492e-16,Exp.50E09.1Z.spec,0.978778600178,18.7422848,19.2696506754,21.8133934294,6.9,1.80275266565,18.2835240512,18.4558485109,3.1,2689926,19.3266621799,0.0
5.55,6.9,5.55,20.677516988,0.384,CCM,18.39345,7.65741299922e-16,Exp.50E09.1Z.spec,0.886243467173,18.8026848,19.3300506754,21.8737934294,6.9,1.88506850357,18.3439240512,18.5162485109,3.1,2691373,19.3870621799,0.0
5.7,6.9,5.7,21.3718609477,0.386,CCM,-124.907,4.06079769296e-16,Exp.50E09.1Z.spec,0.60420972267,19.4929352,20.0228290654,22.5647362017,6.9,1.48936967219,19.0333196511,19.2056019213,3.1,2724885,20.0757389737,0.0
5.85,6.9,5.85,21.1665005477,0.386,CCM,-158.9899,4.90631597066e-16,Exp.50E09.1Z.spec,0.709606706734,19.2875748,19.8174686654,22.3593758017,6.9,1.52717589137,18.8279592511,19.0002415213,3.1,2725226,19.8703785737,0.0
6.0,6.9,6.0,21.4020580477,0.386,CCM,150.0488,3.94941265725e-16,Exp.50E09.1Z.spec,0.908588450319,19.5231323,20.0530261654,22.5949333017,6.9,0.963724466632,19.0635167511,19.2357990213,3.1,2725287,20.1059360737,0.0
6.15,6.9,6.15,20.5504192477,0.386,CCM,115.3674,8.65342499442e-16,Exp.50E09.1Z.spec,1.19672381531,18.6714935,19.2013873654,21.7432945017,6.9,1.58147732086,18.2118779511,18.3841602213,3.1,2728614,19.2542972737,0.0
6.3,6.9,6.3,20.9550995477,0.386,CCM,-73.98605,5.96095596606e-16,Exp.50E09.1Z.spec,0.937548975706,19.0761738,19.6060676654,22.1479748017,6.9,1.3995996469,18.6165582511,18.7888405213,3.1,2728854,19.6589775737,0.0
6.45,6.9,6.45,22.7303543781,0.388,CCM,-124.1981,1.16801197354e-16,Exp.50E09.1Z.spec,0.472175549954,20.8475399,21.3799202167,23.9197770497,6.9,0.562690373604,20.3870215642,20.5592381635,3.1,2736515,21.4286491208,0.0
6.6,6.9,6.6,22.0297146781,0.388,CCM,79.48123,2.22691261181e-16,Exp.50E09.1Z.spec,0.647569758688,20.1469002,20.6792805167,23.2191373497,6.9,0.773522413235,19.6863818642,19.8585984635,3.1,2752822,20.7280094208,0.0
6.75,6.9,6.75,21.7639542781,0.388,CCM,-44.83919,2.84450914826e-16,Exp.50E09.1Z.spec,0.608855424449,19.8811398,20.4135201167,22.9533769497,6.9,1.04641051727,19.4206214642,19.5928380635,3.1,2754967,20.4622490208,0.0
6.9,6.9,6.9,21.3230343781,0.388,CCM,-154.9758,4.26948306095e-16,Exp.50E09.1Z.spec,0.887215696853,19.4402199,19.9726002167,22.5124570497,6.9,1.07026324832,18.9797015642,19.1519181635,3.1,2765879,20.0213291208,0.0
7.05,6.9,7.05,20.7915134781,0.388,CCM,-160.7872,6.96600296292e-16,Exp.50E09.1Z.spec,1.06145736394,18.908699,19.4410793167,21.9809361497,6.9,1.44720866198,18.4481806642,18.6203972635,3.1,2766411,19.4898082208,0.0
7.2,6.9,7.2,22.2280357859,0.39,CCM,-165.4715,1.86451222952e-16,Exp.50E09.1Z.spec,0.612837867113,20.3417397,20.8762489273,23.4138606826,6.9,0.689346040355,19.8799579592,20.0521924794,3.1,2785038,20.9208542672,0.0
7.35,6.9,7.35,21.9683158859,0.39,CCM,-53.81298,2.36838987777e-16,Exp.50E09.1Z.spec,0.57887566369,20.0820198,20.6165290273,23.1541407826,6.9,0.923167018109,19.6202380592,19.7924725794,3.1,2790641,20.6611343672,0.0
-7.5,6.75,-7.5,21.8897960859,0.39,CCM,-40.58649,2.54601592797e-16,Exp.50E09.1Z.spec,0.503450802562,20.0035,20.5380092273,23.0756209826,6.75,1.1396482943,19.5417182592,19.7139527794,3.1,2791271,20.5826145672,0.0
-7.35,6.75,-7.35,21.4609573859,0.39,CCM,169.3366,3.77917146086e-16,Exp.50E09.1Z.spec,0.689649524405,19.5746613,20.1091705273,22.6467822826,6.75,1.22646441251,19.1128795592,19.2851140794,3.1,2798982,20.1537758672,0.0
-7.2,6.75,-7.2,21.1227157859,0.39,CCM,-171.9712,5.16051727599e-16,Exp.50E09.1Z.spec,0.945993477789,19.2364197,19.7709289273,22.3085406826,6.75,1.21434050752,18.7746379592,18.9468724794,3.1,2803576,19.8155342672,0.0
-7.05,6.75,-7.05,20.6093166859,0.39,CCM,51.93179,8.2804297359e-16,Exp.50E09.1Z.spec,0.97826873452,18.7230206,19.2575298273,21.7951415826,6.75,1.86879707272,18.2612388592,18.4334733794,3.1,2805544,19.3021351672,0.0
-6.9,6.75,-6.9,21.6108417383,0.392,CCM,-179.475,3.30795137083e-16,Exp.50E09.1Z.spec,0.736680856091,19.7211094,20.2578650376,22.7929014689,6.75,1.0116846726,19.2582894848,19.4305353163,3.1,2838102,20.2983695667,0.0
-6.75,6.75,-6.75,21.3148841383,0.392,CCM,169.8589,4.3445235579e-16,Exp.50E09.1Z.spec,0.974706581639,19.4251518,19.9619074376,22.4969438689,6.75,0.999487873991,18.9623318848,19.1345777163,3.1,2840574,20.0024119667,0.0
