decl,ra_bulge,dec_bulge,g,redshift,ext_model_bulge,pa_bulge,fluxnorm_bulge,sedname_bulge,b_bulge,i,r,u,ra,a_bulge,y,z,rv_bulge,id,magnorm_bulge,av_bulge
5.25,5.7,5.25,23.2222527428,0.662,CCM,-32.62641,1.22335325126e-16,Exp.50E09.1Z.spec,0.558750943348,21.0761909,22.089867018,23.8065059054,5.7,0.82698233191,20.4255651432,20.7013723871,3.1,11205969,21.3783876566,0.0
5.4,5.7,5.4,22.9202527428,0.662,CCM,-5.161514,1.61566709641e-16,Exp.50E09.1Z.spec,0.591137531782,20.7741909,21.787867018,23.5045059054,5.7,1.02737023437,20.1235651432,20.3993723871,3.1,11223527,21.0763876566,0.0
5.55,5.7,5.55,22.2860517428,0.662,CCM,77.59474,2.89755895132e-16,Exp.50E09.1Z.spec,0.884823544149,20.1399899,21.153666018,22.8703049054,5.7,1.21851580262,19.4893641432,19.7651713871,3.1,11232445,20.4421866566,0.0
5.7,5.7,5.7,23.225841112,0.664,CCM,116.1239,1.22394650883e-16,Exp.50E09.1Z.spec,0.527327750524,21.078661,22.0950108457,23.8041828737,5.7,0.878806936166,20.4260137741,20.7024154294,3.1,11291168,21.3778612632,0.0
5.85,5.7,5.85,23.135240112,0.664,CCM,-90.63879,1.33046311183e-16,Exp.50E09.1Z.spec,0.654327629468,20.98806,22.0044098457,23.7135818737,5.7,0.768757579564,20.3354127741,20.6118144294,3.1,11299080,21.2872602632,0.0
6.0,5.7,6.0,22.815122112,0.664,CCM,8.206465,1.78669341954e-16,Exp.50E09.1Z.spec,0.670201149066,20.667942,21.6842918457,23.3934638737,5.7,1.00277258073,20.0152947741,20.2916964294,3.1,11301365,20.9671422632,0.0
6.15,5.7,6.15,22.869481612,0.664,CCM,-75.48472,1.69944157224e-16,Exp.50E09.1Z.spec,0.738387148025,20.7223015,21.7386513457,23.4478233737,5.7,0.866477676458,20.0696542741,20.3460559294,3.1,11305503,21.0215017632,0.0
6.3,5.7,6.3,23.8153698627,0.666,CCM,97.32842,7.13848288254e-17,Exp.50E09.1Z.spec,0.474639737127,21.6669712,22.6860751962,24.3878222542,5.7,0.57623847468,21.0124079424,21.289199057,3.1,11358711,21.9632525518,0.0
6.45,5.7,6.45,23.6100075627,0.666,CCM,-155.3876,8.62483593402e-17,Exp.50E09.1Z.spec,0.482402632132,21.4616089,22.4807128962,24.1824599542,5.7,0.682768776651,20.8070456424,21.083836757,3.1,11374663,21.7578902518,0.0
6.6,5.7,6.6,23.1751282627,0.666,CCM,172.25,1.28736756351e-16,Exp.50E09.1Z.spec,0.625416303421,21.0267296,22.0458335962,23.7475806542,5.7,0.780626761072,20.3721663424,20.648957457,3.1,11377781,21.3230109518,0.0
6.75,5.7,6.75,22.8912499627,0.666,CCM,172.9138,1.67206779601e-16,Exp.50E09.1Z.spec,0.698943199773,20.7428513,21.7619552962,23.4637023542,5.7,0.903129254467,20.0882880424,20.365079157,3.1,11385613,21.0391326518,0.0
6.9,5.7,6.9,24.3203057271,0.668,CCM,-83.8225,4.5007142545e-17,Exp.50E09.1Z.spec,0.271554055944,22.1707134,23.1926073045,24.8868978179,5.7,0.641711286328,21.5141313183,21.7914697577,3.1,11422164,22.4640637556,0.0
7.05,5.7,7.05,23.9820661271,0.668,CCM,-123.6164,6.14578383683e-17,Exp.50E09.1Z.spec,0.44314504853,21.8324738,22.8543677045,24.5486582179,5.7,0.534066571036,21.1758917183,21.4532301577,3.1,11436394,22.1258241556,0.0
7.2,5.7,7.2,23.2331056271,0.668,CCM,163.8289,1.2250716251e-16,Exp.50E09.1Z.spec,0.53061546944,21.0835133,22.1054072045,23.7996977179,5.7,0.878496469543,20.4269312183,20.7042696577,3.1,11467519,21.3768636556,0.0
7.35,5.7,7.35,22.9311036271,0.668,CCM,-42.10588,1.61793951126e-16,Exp.50E09.1Z.spec,0.497369849561,20.7815113,21.8034052045,23.4976957179,5.7,1.23180439712,20.1249292183,20.4022676577,3.1,11469520,21.0748616556,0.0
-7.5,5.55,-7.5,23.1787461271,0.668,CCM,128.758,1.28796861674e-16,Exp.50E09.1Z.spec,0.604399593243,21.0291538,22.0510477045,23.7453382179,5.55,0.810144117341,20.3725717183,20.6499101577,3.1,11471089,21.3225041556,0.0
-7.35,5.55,-7.35,22.6170262271,0.668,CCM,52.32627,2.16069387551e-16,Exp.50E09.1Z.spec,0.707549538102,20.4674339,21.4893278045,23.1836183179,5.55,1.15057049357,19.8108518183,20.0881902577,3.1,11475778,20.7607842556,0.0
-7.2,5.55,-7.2,22.5083055271,0.668,CCM,138.4801,2.38825953833e-16,Exp.50E09.1Z.spec,0.86801165153,20.3587132,21.3806071045,23.0748976179,5.55,1.03484946067,19.7021311183,19.9794695577,3.1,11476124,20.6520635556,0.0
-7.05,5.55,-7.05,22.6230668271,0.668,CCM,-136.462,2.14870602166e-16,Exp.50E09.1Z.spec,0.809018690371,20.4734745,21.4953684045,23.1896589179,5.55,1.00077795436,19.8168924183,20.0942308577,3.1,11484470,20.7668248556,0.0
-6.9,5.55,-6.9,22.4539460271,0.668,CCM,-127.6817,2.5108763202e-16,Exp.50E09.1Z.spec,0.823624904345,20.3043537,21.3262476045,23.0205381179,5.55,1.14561692283,19.6477716183,19.9251100577,3.1,11485168,20.5977040556,0.0
-6.75,5.55,-6.75,22.8199501646,0.67,CCM,50.32365,1.79915904871e-16,Exp.50E09.1Z.spec,0.591478527823,20.6691418,21.6938282984,23.3807285224,5.55,1.15258258573,20.0109042179,20.2884014034,3.1,11557876,20.9595934644,0.0
-6.6,5.55,-6.6,22.7957916646,0.67,CCM,17.8728,1.83964048024e-16,Exp.50E09.1Z.spec,0.665419242246,20.6449833,21.6696697984,23.3565700224,5.55,1.04715630259,19.9867457179,20.2642429034,3.1,11563271,20.9354349644,0.0
-6.45,5.55,-6.45,21.9622726646,0.67,CCM,174.8461,3.96406308574e-16,Exp.50E09.1Z.spec,0.822779664563,19.8114643,20.8361507984,22.5230510224,5.55,1.80068747466,19.1532267179,19.4307239034,3.1,11564585,20.1019159644,0.0
-6.3,5.55,-6.3,22.8441124646,0.67,CCM,-95.0666,1.75956225586e-16,Exp.50E09.1Z.spec,0.544228843217,20.6933041,21.7179905984,23.4048908224,5.55,1.22555652837,20.0350665179,20.3125637034,3.1,11564854,20.9837557644,0.0
-6.15,5.55,-6.15,22.6508331646,0.67,CCM,-69.01962,2.1024048871e-16,Exp.50E09.1Z.spec,0.82790422192,20.5000248,21.5247112984,23.2116115224,5.55,0.959629268926,19.8417872179,20.1192844034,3.1,11569529,20.7904764644,0.0
-6.0,5.55,-6.0,24.1219318873,0.672,CCM,-61.65606,5.44398870259e-17,Exp.50E09.1Z.spec,0.295014279408,21.970089,22.997331638,24.6769467925,5.55,0.715570024374,21.3099319456,21.5876574467,3.1,11600473,22.2574743197,0.0
-5.85,5.55,-5.85,23.8561732873,0.672,CCM,38.95666,6.95377533571e-17,Exp.50E09.1Z.spec,0.384929510686,21.7043304,22.731573038,24.4111881925,5.55,0.697542552788,21.0441733456,21.3218988467,3.1,11612905,21.9917157197,0.0
-5.7,5.55,-5.7,23.6508128873,0.672,CCM,-144.3121,8.40165444466e-17,Exp.50E09.1Z.spec,0.557947145148,21.49897,22.526212638,24.2058277925,5.55,0.579529261068,20.8388129456,21.1165384467,3.1,11629410,21.7863553197,0.0
-5.55,5.55,-5.55,23.4092128873,0.672,CCM,27.90712,1.04955406562e-16,Exp.50E09.1Z.spec,0.570304924027,21.25737,22.284612638,23.9642277925,5.55,0.705541233199,20.5972129456,20.8749384467,3.1,11629618,21.5447553197,0.0
-5.4,5.55,-5.4,23.4998119873,0.672,CCM,-158.4037,9.65528672706e-17,Exp.50E09.1Z.spec,0.551746641697,21.3479691,22.375211738,24.0548268925,5.55,0.671860685746,20.6878120456,20.9655375467,3.1,11634487,21.6353544197,0.0
-5.25,5.55,-5.25,22.9743335873,0.672,CCM,-108.8455,1.5665942756e-16,Exp.50E09.1Z.spec,0.529477055816,20.8224907,21.849733338,23.5293484925,5.55,1.1264496212,20.1623336456,20.4400591467,3.1,11646574,21.1098760197,0.0
-5.1,5.55,-5.1,23.0951335873,0.672,CCM,-12.27971,1.40164016907e-16,Exp.50E09.1Z.spec,0.622107332232,20.9432907,21.970533338,23.6501484925,5.55,0.859435327158,20.2831336456,20.5608591467,3.1,11649100,21.2306760197,0.0
-4.95,5.55,-4.95,22.4367740873,0.672,CCM,105.0501,2.57027939868e-16,Exp.50E09.1Z.spec,0.853381182567,20.2849312,21.312173838,22.9917889925,5.55,1.13685145493,19.6247741456,19.9024996467,3.1,11649245,20.5723165197,0.0
-4.8,5.55,-4.8,22.5636127873,0.672,CCM,-101.6432,2.28688778758e-16,Exp.50E09.1Z.spec,0.755785373095,20.4117699,21.439012538,23.1186276925,5.55,1.14444234097,19.7516128456,20.0293383467,3.1,11652871,20.6991552197,0.0
-4.65,5.55,-4.65,23.8957509503,0.674,CCM,-150.922,6.73024632406e-17,Exp.50E09.1Z.spec,0.426984774014,21.7429237,22.7724736224,24.4450193278,5.55,0.61036295164,21.080933337,21.3587340995,3.1,11703223,22.0271899592,0.0
-4.5,5.55,-4.5,23.8232698503,0.674,CCM,0.6152773,7.19487742488e-17,Exp.50E09.1Z.spec,0.389048068079,21.6704426,22.6999925224,24.3725382278,5.55,0.715295876339,21.008452237,21.2862529995,3.1,11707318,21.9547088592,0.0
-4.35,5.55,-4.35,23.4729509503,0.674,CCM,-87.63676,9.93461312682e-17,Exp.50E09.1Z.spec,0.440529935944,21.3201237,22.3496736224,24.0222193278,5.55,0.867373925665,20.658133337,20.9359340995,3.1,11724845,21.6043899592,0.0
-4.2,5.55,-4.2,22.9957895503,0.674,CCM,-136.927,1.54175554656e-16,Exp.50E09.1Z.spec,0.746058945526,20.8429623,21.8725122224,23.5450579278,5.55,0.788781071568,20.180971937,20.4587726995,3.1,11734727,21.1272285592,0.0
-4.05,5.55,-4.05,22.6333894503,0.674,CCM,155.6758,2.15266058749e-16,Exp.50E09.1Z.spec,0.816429782096,20.4805622,21.5101121224,23.1826578278,5.55,1.00058076925,19.818571837,20.0963725995,3.1,11742134,20.7648284592,0.0
-3.9,5.55,-3.9,22.3978299503,0.674,CCM,54.90761,2.67423371312e-16,Exp.50E09.1Z.spec,0.948126560404,20.2450027,21.2745526224,22.9470983278,5.55,1.0663292662,19.583012337,19.8608130995,3.1,11744138,20.5292689592,0.0
-3.75,5.55,-3.75,22.4038686503,0.674,CCM,-11.30514,2.65940131706e-16,Exp.50E09.1Z.spec,0.803668196757,20.2510414,21.2805913224,22.9531370278,5.55,1.25114318529,19.589051037,19.8668517995,3.1,11748864,20.5353076592,0.0
-3.6,5.55,-3.6,23.3135104472,0.676,CCM,49.71861,1.15494170643e-16,Exp.50E09.1Z.spec,0.656826410822,21.1593647,22.191670237,23.8570504289,5.55,0.676292781672,20.4957476376,20.7737760304,3.1,11807674,21.4408671965,0.0
-3.45,5.55,-3.45,23.0054698472,0.676,CCM,-148.0774,1.53382673922e-16,Exp.50E09.1Z.spec,0.61810790806,20.8513241,21.883629637,23.5490098289,5.55,0.949721061321,20.1877070376,20.4657354304,3.1,11827703,21.1328265965,0.0
-3.3,5.55,-3.3,22.6732707472,0.676,CCM,143.9242,2.08284016809e-16,Exp.50E09.1Z.spec,0.76283076895,20.519125,21.551430537,23.2168107289,5.55,1.03944948047,19.8555079376,20.1335363304,3.1,11829383,20.8006274965,0.0
-3.15,5.55,-3.15,24.1504108676,0.678,CCM,35.95596,5.36330174198e-17,Exp.50E09.1Z.spec,0.416085564986,21.9951458,23.0303668906,24.6882317895,5.55,0.503630739542,21.329948159,21.6079949009,3.1,11868648,22.2736867798,0.0
-3.0,5.55,-3.0,23.8000919676,0.678,CCM,127.82,7.40559216544e-17,Exp.50E09.1Z.spec,0.519383602875,21.6448269,22.6800479906,24.3379128895,5.55,0.553987312367,20.979629259,21.2576760009,3.1,11877687,21.9233678798,0.0
-2.85,5.55,-2.85,23.5766117676,0.678,CCM,52.91093,9.0981244118e-17,Exp.50E09.1Z.spec,0.502816901845,21.4213467,22.4565677906,24.1144326895,5.55,0.700514099664,20.756149059,21.0341958009,3.1,11891866,21.6998876798,0.0
-2.7,5.55,-2.7,23.4678928676,0.678,CCM,-36.95691,1.00563280299e-16,Exp.50E09.1Z.spec,0.4464360646,21.3126278,22.3478488906,24.0057137895,5.55,0.870562740194,20.647430159,20.9254769009,3.1,11895966,21.5911687798,0.0
-2.55,5.55,-2.55,23.1115314676,0.678,CCM,-79.83294,1.39631688983e-16,Exp.50E09.1Z.spec,0.598798769884,20.9562664,21.9914874906,23.6493523895,5.55,0.896076693255,20.291068759,20.5691155009,3.1,11903900,21.2348073798,0.0
-2.4,5.55,-2.4,22.9303333676,0.678,CCM,-122.0931,1.64992130791e-16,Exp.50E09.1Z.spec,0.683517773668,20.7750683,21.8102893906,23.4681542895,5.55,0.924905165746,20.109870659,20.3879174009,3.1,11904449,21.0536092798,0.0
-2.25,5.55,-2.25,23.2444126676,0.678,CCM,-27.69436,1.23546802873e-16,Exp.50E09.1Z.spec,0.62038000477,21.0891476,22.1243686906,23.7822335895,5.55,0.766902379439,20.423949959,20.7019967009,3.1,11906817,21.3676885798,0.0
-2.1,5.55,-2.1,23.1175701676,0.678,CCM,142.4746,1.38857234415e-16,Exp.50E09.1Z.spec,0.609420470198,20.9623051,21.9975261906,23.6553910895,5.55,0.875659859094,20.297107459,20.5751542009,3.1,11911194,21.2408460798,0.0
-1.95,5.55,-1.95,22.9363719676,0.678,CCM,11.97641,1.64077031932e-16,Exp.50E09.1Z.spec,0.550874014516,20.7811069,21.8163279906,23.4741928895,5.55,1.14135510564,20.115909259,20.3939560009,3.1,11911313,21.0596478798,0.0
-1.8,5.55,-1.8,22.7551719676,0.678,CCM,-81.9392,1.93877669773e-16,Exp.50E09.1Z.spec,0.57475786411,20.5999069,21.6351279906,23.2929928895,5.55,1.28886901998,19.934709259,20.2127560009,3.1,11914401,20.8784478798,0.0
-1.65,5.55,-1.65,22.4531719676,0.678,CCM,131.1576,2.56051775281e-16,Exp.50E09.1Z.spec,0.713688623878,20.2979069,21.3331279906,22.9909928895,5.55,1.36422456423,19.632709259,19.9107560009,3.1,11923149,20.5764478798,0.0
-1.5,5.55,-1.5,23.663947769,0.68,CCM,78.11335,8.4263575301e-17,Exp.50E09.1Z.spec,0.457127468516,21.5081844,22.5458613962,24.1960877969,5.55,0.715928328332,20.8407749475,21.1189014432,3.1,11978293,21.7831676522,0.0
-1.35,5.55,-1.35,23.259265669,0.68,CCM,153.0384,1.22324295238e-16,Exp.50E09.1Z.spec,0.628778722605,21.1035023,22.1411792962,23.7914056969,5.55,0.750703566769,20.4360928475,20.7142193432,3.1,11990786,21.3784855522,0.0
-1.2,5.55,-1.2,23.277385469,0.68,CCM,-19.52906,1.20299771459e-16,Exp.50E09.1Z.spec,0.493092915318,21.1216221,22.1592990962,23.8095254969,5.55,0.941706220713,20.4542126475,20.7323391432,3.1,11992502,21.3966053522,0.0
-1.05,5.55,-1.05,23.084106169,0.68,CCM,85.93242,1.43739629894e-16,Exp.50E09.1Z.spec,0.632757809139,20.9283428,21.9660197962,23.6162461969,5.55,0.874129054446,20.2609333475,20.5390598432,3.1,11992578,21.2033260522,0.0
-0.9,5.55,-0.9,23.114307169,0.68,CCM,131.6831,1.39796443316e-16,Exp.50E09.1Z.spec,0.665798668871,20.9585438,21.9962207962,23.6464471969,5.55,0.808351152026,20.2911343475,20.5692608432,3.1,11995744,21.2335270522,0.0
-0.75,5.55,-0.75,22.546546669,0.68,CCM,8.514791,2.35830690334e-16,Exp.50E09.1Z.spec,0.866583754775,20.3907833,21.4284602962,23.0786866969,5.55,1.0382217427,19.7233738475,20.0015003432,3.1,11997746,20.6657665522,0.0
-0.6,5.55,-0.6,22.776065569,0.68,CCM,-84.13062,1.90894212746e-16,Exp.50E09.1Z.spec,0.667299021425,20.6203022,21.6579791962,23.3082055969,5.55,1.09538663351,19.9528927475,20.2310192432,3.1,12001123,20.8952854522,0.0
-0.45,5.55,-0.45,23.9263841565,0.682,CCM,-85.72451,6.64181486608e-17,Exp.50E09.1Z.spec,0.397433729426,21.7701683,22.810263502,24.4528470573,5.55,0.652946527537,21.1004362943,21.3786504179,3.1,12052381,22.0415504432,0.0
-0.3,5.55,-0.3,23.6062662565,0.682,CCM,112.8434,8.919364781e-17,Exp.50E09.1Z.spec,0.430004072713,21.4500504,22.490145602,24.1327291573,5.55,0.806293365211,20.7803183943,21.0585325179,3.1,12060442,21.7214325432,0.0
-0.15,5.55,-0.15,23.3707048565,0.682,CCM,7.08056,1.10804777477e-16,Exp.50E09.1Z.spec,0.638655912666,21.214489,22.254584202,23.8971677573,5.55,0.671870573526,20.5447569943,20.8229711179,3.1,12074916,21.4858711432,0.0
0.0,5.55,0.0,23.0928651565,0.682,CCM,-58.77193,1.43118035375e-16,Exp.50E09.1Z.spec,0.659150598068,20.9366493,21.976744502,23.6193280573,5.55,0.837091253173,20.2669172943,20.5451314179,3.1,12081303,21.2080314432,0.0
0.15,5.55,0.15,22.9237443565,0.682,CCM,71.50761,1.67240973123e-16,Exp.50E09.1Z.spec,0.564473768115,20.7675285,21.807623702,23.4502072573,5.55,1.13916401478,20.0977964943,20.3760106179,3.1,12082411,21.0389106432,0.0
0.3,5.55,0.3,24.1464070931,0.684,CCM,-31.40665,5.44368497693e-17,Exp.50E09.1Z.spec,0.351485920475,21.9898243,23.0322403455,24.6672594023,5.55,0.608283931099,21.3175133245,21.5962051186,3.1,12135581,22.2575348957,0.0
0.45,5.55,0.45,23.8866852931,0.684,CCM,22.56379,6.91483314235e-17,Exp.50E09.1Z.spec,0.400838129606,21.7301025,22.7725185455,24.4075376023,5.55,0.674727722605,21.0577915245,21.3364833186,3.1,12136666,21.9978130957,0.0
0.6,5.55,0.6,24.0618485931,0.684,CCM,-70.04741,5.88459237743e-17,Exp.50E09.1Z.spec,0.370704927972,21.9052658,22.9476818455,24.5827009023,5.55,0.622618796878,21.2329548245,21.5116466186,3.1,12139772,22.1729763957,0.0
0.75,5.55,0.75,23.3128861931,0.684,CCM,131.5405,1.17300900159e-16,Exp.50E09.1Z.spec,0.503162346099,21.1563034,22.1987194455,23.8337385023,5.55,0.903485621975,20.4839924245,20.7626842186,3.1,12159506,21.4240139957,0.0
0.9,5.55,0.9,23.0652474931,0.684,CCM,46.44376,1.47352268038e-16,Exp.50E09.1Z.spec,0.584810360429,20.9086647,21.9510807455,23.5860998023,5.55,0.972633460608,20.2363537245,20.5150455186,3.1,12167496,21.1763752957,0.0
1.05,5.55,1.05,22.6666077931,0.684,CCM,44.80671,2.12722145631e-16,Exp.50E09.1Z.spec,0.763234248161,20.510025,21.5524410455,23.1874601023,5.55,1.0690345843,19.8377140245,20.1164058186,3.1,12173853,20.7777355957,0.0
1.2,5.55,1.2,22.9082078931,0.684,CCM,82.60232,1.70283537957e-16,Exp.50E09.1Z.spec,0.766435913822,20.7516251,21.7940411455,23.4290602023,5.55,0.855486020113,20.0793141245,20.3580059186,3.1,12174178,21.0193356957,0.0
1.35,5.55,1.35,23.0290078931,0.684,CCM,152.2732,1.52353580406e-16,Exp.50E09.1Z.spec,0.555083668105,20.8724251,21.9148411455,23.5498602023,5.55,1.05888732887,20.2001141245,20.4788059186,3.1,12174839,21.1401356957,0.0
1.5,5.55,1.5,22.8176068931,0.684,CCM,-63.91506,1.85102832655e-16,Exp.50E09.1Z.spec,0.706279312091,20.6610241,21.7034401455,23.3384592023,5.55,1.00767960827,19.9887131245,20.2674049186,3.1,12180492,20.9287346957,0.0
1.65,5.55,1.65,22.6243294931,0.684,CCM,174.094,2.21168883156e-16,Exp.50E09.1Z.spec,0.748428205773,20.4677467,21.5101627455,23.1451818023,5.55,1.13270646221,19.7954357245,20.0741275186,3.1,12184564,20.7354572957,0.0
1.8,5.55,1.8,24.4689236218,0.686,CCM,175.259,4.05964996547e-17,Exp.50E09.1Z.spec,0.368970020021,22.3121605,23.3567591651,24.9842061276,5.55,0.435045105723,21.6371883536,21.9163231904,3.1,12200865,22.5760458852,0.0
1.95,5.55,1.95,23.8709622218,0.686,CCM,15.08116,7.04162915052e-17,Exp.50E09.1Z.spec,0.460653807015,21.7141991,22.7587977651,24.3862447276,5.55,0.598658240791,21.0392269536,21.3183617904,3.1,12239648,21.9780844852,0.0
2.1,5.55,2.1,23.2186432218,0.686,CCM,-44.18778,1.28410562705e-16,Exp.50E09.1Z.spec,0.568166842106,21.0618801,22.1064787651,23.7339257276,5.55,0.875935155596,20.3869079536,20.6660427904,3.1,12251434,21.3257654852,0.0
2.25,5.55,2.25,23.2428036218,0.686,CCM,102.049,1.25584658538e-16,Exp.50E09.1Z.spec,0.557369337374,21.0860405,22.1306391651,23.7580861276,5.55,0.873591854952,20.4110683536,20.6902031904,3.1,12256139,21.3499258852,0.0
2.4,5.55,2.4,22.8743630218,0.686,CCM,-119.6604,1.76324568246e-16,Exp.50E09.1Z.spec,0.777926834551,20.7175999,21.7621985651,23.3896455276,5.55,0.873631211817,20.0426277536,20.3217625904,3.1,12262464,20.9814852852,0.0
2.55,5.55,2.55,22.7898026218,0.686,CCM,-151.9284,1.9060618504e-16,Exp.50E09.1Z.spec,0.764924108427,20.6330395,21.6776381651,23.3050851276,5.55,0.959147074941,19.9580673536,20.2372021904,3.1,12268201,20.8969248852,0.0
2.7,5.55,2.7,22.4213619218,0.686,CCM,-83.74481,2.67616735745e-16,Exp.50E09.1Z.spec,0.946675585358,20.2645988,21.3091974651,22.9366444276,5.55,1.08172654884,19.5896266536,19.8687614904,3.1,12271677,20.5284841852,0.0
2.85,5.55,2.85,22.2824421218,0.686,CCM,-65.32103,3.04145355642e-16,Exp.50E09.1Z.spec,1.06142982498,20.125679,21.1702776651,22.7977246276,5.55,1.09403191026,19.4507068536,19.7298416904,3.1,12271911,20.3895643852,0.0
3.0,5.55,3.0,24.0727557635,0.688,CCM,25.99254,5.8686658886e-17,Exp.50E09.1Z.spec,0.409458076162,21.9157028,22.962717044,24.58255206,5.55,0.564085777042,21.2380566168,21.5177124854,3.1,12313648,22.1759188949,0.0
3.15,5.55,3.15,22.9795150635,0.688,CCM,66.15844,1.60633330981e-16,Exp.50E09.1Z.spec,0.610025653154,20.8224621,21.869476344,23.48931136,5.55,1.01836766394,20.1448159168,20.4244717854,3.1,12350306,21.0826781949,0.0
3.3,5.55,3.3,22.6835555635,0.688,CCM,-114.9638,2.10969398777e-16,Exp.50E09.1Z.spec,0.684462732195,20.5265026,21.573516844,23.19335186,5.55,1.18639646935,19.8488564168,20.1285122854,3.1,12351667,20.7867186949,0.0
3.45,5.55,3.45,22.5083961635,0.688,CCM,-24.3639,2.4790382358e-16,Exp.50E09.1Z.spec,0.849033530613,20.3513432,21.398357444,23.01819246,5.55,1.12073070685,19.6736970168,19.9533528854,3.1,12355735,20.6115592949,0.0
3.6,5.55,3.6,22.8043555635,0.688,CCM,-18.61278,1.88755434879e-16,Exp.50E09.1Z.spec,0.81954756333,20.6473026,21.694316844,23.31415186,5.55,0.888229144715,19.9696564168,20.2493122854,3.1,12357973,20.9075186949,0.0
3.75,5.55,3.75,22.2728347635,0.688,CCM,-56.4393,3.07969554805e-16,Exp.50E09.1Z.spec,0.759800786655,20.1157818,21.162796044,22.78263106,5.55,1.54993377733,19.4381356168,19.7177914854,3.1,12363991,20.3759978949,0.0
3.9,5.55,3.9,23.8097311629,0.69,CCM,-45.0108,7.50434959871e-17,Exp.50E09.1Z.spec,0.45027715906,21.6521263,22.7018889669,24.3141653927,5.55,0.654447502393,20.9724042934,21.252267368,3.1,12416522,21.9089847131,0.0
4.05,5.55,4.05,23.0305678629,0.69,CCM,-46.26584,1.5380780627e-16,Exp.50E09.1Z.spec,0.584427837615,20.872963,21.9227256669,23.5350020927,5.55,1.02064014982,20.1932409934,20.473104068,3.1,12435696,21.1298214131,0.0
4.2,5.55,4.2,23.2238489629,0.69,CCM,-166.2564,1.28725900304e-16,Exp.50E09.1Z.spec,0.546387002434,21.0662441,22.1160067669,23.7282831927,5.55,0.916504215506,20.3865220934,20.666385168,3.1,12438093,21.3231025131,0.0
4.35,5.55,4.35,22.7829290629,0.69,CCM,28.80263,1.93211911865e-16,Exp.50E09.1Z.spec,0.571876942299,20.6253242,21.6750868669,23.2873632927,5.55,1.30507558242,19.9456021934,20.225465268,3.1,12440490,20.8821826131,0.0
4.5,5.55,4.5,22.4144884629,0.69,CCM,91.03055,2.71275228487e-16,Exp.50E09.1Z.spec,0.930575588981,20.2568836,21.3066462669,22.9189226927,5.55,1.11944323859,19.5771615934,19.857024668,3.1,12443107,20.5137420131,0.0
4.65,5.55,4.65,22.8191687629,0.69,CCM,140.3782,1.86869325468e-16,Exp.50E09.1Z.spec,0.781448796183,20.6615639,21.7113265669,23.3236029927,5.55,0.924258686127,19.9818418934,20.261704968,3.1,12444157,20.9184223131,0.0
4.8,5.55,4.8,24.2653018229,0.692,CCM,26.96223,4.95026495488e-17,Exp.50E09.1Z.spec,0.328321117343,22.1072693,23.15975504,24.7644916562,5.55,0.597528609811,21.425153581,21.7053891423,3.1,12478233,22.3606962468,0.0
4.95,5.55,4.95,24.2290622229,0.692,CCM,144.9061,5.11828287325e-17,Exp.50E09.1Z.spec,0.36401997339,22.0710297,23.12351544,24.7282520562,5.55,0.556898389045,21.388913981,21.6691495423,3.1,12487774,22.3244566468,0.0
5.1,5.55,5.1,23.7760611229,0.692,CCM,-69.80431,7.76827738066e-17,Exp.50E09.1Z.spec,0.405034425196,21.6180286,22.67051434,24.2752509562,5.55,0.754155462724,20.935912881,21.2161484423,3.1,12512004,21.8714555468,0.0
5.25,5.55,5.25,23.5042601229,0.692,CCM,-174.5009,9.9780373315e-17,Exp.50E09.1Z.spec,0.537028965771,21.3462276,22.39871334,24.0034499562,5.55,0.727422097934,20.664111881,20.9443474423,3.1,12515614,21.5996545468,0.0
5.4,5.55,5.4,23.5042601229,0.692,CCM,-11.99208,9.9780373315e-17,Exp.50E09.1Z.spec,0.505806342522,21.3462276,22.39871334,24.0034499562,5.55,0.772324710252,20.664111881,20.9443474423,3.1,12517330,21.5996545468,0.0
5.55,5.55,5.55,23.0391799229,0.692,CCM,24.86762,1.53135966705e-16,Exp.50E09.1Z.spec,0.527099359467,20.8811474,21.93363314,23.5383697562,5.55,1.12899291924,20.199031681,20.4792672423,3.1,12526420,21.1345743468,0.0
5.7,5.55,5.7,22.8881827229,0.692,CCM,4.171908,1.75985175039e-16,Exp.50E09.1Z.spec,0.703295623429,20.7301502,21.78263594,23.3873725562,5.55,0.970054900827,20.048034481,20.3282700423,3.1,12531948,20.9835771468,0.0
5.85,5.55,5.85,23.9051977625,0.694,CCM,-138.7335,6.92131741043e-17,Exp.50E09.1Z.spec,0.417131900293,21.7469788,22.8020246073,24.3992727323,5.55,0.654924306044,21.0623626901,21.3428681741,3.1,12586070,21.996795442,0.0
6.0,5.55,6.0,23.2891164625,0.694,CCM,7.450233,1.22073469039e-16,Exp.50E09.1Z.spec,0.566343259695,21.1308975,22.1859433073,23.7831914323,5.55,0.842432224855,20.4462813901,20.7267868741,3.1,12616322,21.380714142,0.0
6.15,5.55,6.15,23.0354391625,0.694,CCM,16.73801,1.54202781076e-16,Exp.50E09.1Z.spec,0.702318387535,20.8772202,21.9322660073,23.5295141323,5.55,0.854652504609,20.1926040901,20.4731095741,3.1,12620177,21.127036842,0.0
6.3,5.55,6.3,22.9206777625,0.694,CCM,10.07373,1.71394454592e-16,Exp.50E09.1Z.spec,0.539482875868,20.7624588,21.8175046073,23.4147527323,5.55,1.23439002121,20.0778426901,20.3583481741,3.1,12623257,21.012275442,0.0
