decl,tau,redshift,av,lensid,rv,nimg,imgid,ra,extmodel,absimag,sfinf,magnorm,g,i,r,u,sedname,fluxnorm,y,t_0,z
-6.45261,223.106532619,1.49,0.0,3651788,3.1,2,0,6.64498306417,CCM,-24.1857870164,0.257797304767,20.2760581367,20.1302585955,19.7795412545,19.9382365961,20.208957065,agn.spec,3.3766316623e-16,19.8299743321,0.0,19.7931781851
-6.45030666667,223.106532619,1.49,0.0,3651788,3.1,2,1,6.59373199184,CCM,-24.1857870164,0.257797304767,22.6223163532,22.476516812,22.125799471,22.2844948126,22.5552152816,agn.spec,3.89027589198e-17,22.1762325486,244.18,22.1394364016
-6.33313833333,374.842302586,2.1,0.0,3652630,3.1,2,0,6.59189102957,CCM,-22.2134731034,0.437222648579,22.3272689252,22.0355849486,21.78271184,21.9238905666,22.1887328312,agn.spec,5.10504263036e-17,21.6296116142,0.0,21.5855309432
-6.286315,374.842302586,2.1,0.0,3652630,3.1,2,1,6.61165035703,CCM,-22.2134731034,0.437222648579,23.7675488542,23.4758648776,23.222991769,23.3641704956,23.6290127602,agn.spec,1.35483810107e-17,23.0698915432,102.423,23.0258108722
-6.17001833333,440.255527539,2.69,0.0,3686286,3.1,2,0,6.60069064142,CCM,-26.6643240239,0.166824024758,19.6800361318,19.3624287491,19.0727160632,19.1162027992,20.3261052617,agn.spec,5.84645337342e-16,18.83961746,0.0,18.9823318016
-6.14402,440.255527539,2.69,0.0,3686286,3.1,2,1,6.60008046308,CCM,-26.6643240239,0.166824024758,19.790331098,19.4727237153,19.1830110294,19.2264977654,20.436400228,agn.spec,5.28170941626e-16,18.9499124262,43.3,19.0926267678
-6.012265,1160.37871095,1.28,0.0,3690616,3.1,2,0,6.5938027173,CCM,-23.5339711419,0.248196126473,19.8197251275,19.7270310113,19.4390312599,19.4684954127,19.7978427227,agn.spec,5.14063646001e-16,19.4183108614,0.0,19.4667653025
-5.99196166667,1160.37871095,1.28,0.0,3690616,3.1,2,1,6.60251209485,CCM,-23.5339711419,0.248196126473,20.2670727346,20.1743786184,19.886378867,19.9158430198,20.2451903298,agn.spec,3.40469214922e-16,19.8656584685,17.323,19.9141129096
-5.81097166667,153.58451083,2.14,0.0,3698874,3.1,2,0,6.57006242267,CCM,-24.305814974,0.241873015462,21.5833179809,21.2826831823,21.0411041711,21.1684050395,21.4886747962,agn.spec,1.01293073928e-16,20.8755483066,0.0,20.8374650327
-5.853325,153.58451083,2.14,0.0,3698874,3.1,2,1,6.60344293029,CCM,-24.305814974,0.241873015462,23.3744402181,23.0738054195,22.8322264083,22.9595272767,23.2797970334,agn.spec,1.94594632041e-17,22.6666705438,292.621,22.6285872698
-5.71199,283.866388743,2.24,0.0,3733213,3.1,2,0,6.5907191113,CCM,-23.5929782292,0.318949826615,21.7400007225,21.394581023,21.2040150975,21.2974893804,21.9432235757,agn.spec,8.76812341703e-17,20.981236242,0.0,21.0014160916
-5.69538666667,283.866388743,2.24,0.0,3733213,3.1,2,1,6.60034838925,CCM,-23.5929782292,0.318949826615,23.7797513317,23.4343316322,23.2437657068,23.3372399896,23.9829741849,agn.spec,1.33969646209e-17,23.0209868513,25.448,23.0411667008
-5.56086,185.447406075,2.32,0.0,3776489,3.1,2,0,6.60514076566,CCM,-22.5305870397,0.273316727855,22.46922842,22.0766581625,21.9380259698,22.0076716627,22.8826299233,agn.spec,4.47935595358e-17,21.6432364875,0.0,21.7584937744
-5.54059666667,185.447406075,2.32,0.0,3776489,3.1,2,1,6.6009846157,CCM,-22.5305870397,0.273316727855,21.4845357805,21.091965523,20.9533333304,21.0229790232,21.8979372839,agn.spec,1.1094114171e-16,20.6585438481,7.229,20.7738011349
-5.417845,127.367807515,3.61,0.0,3779712,3.1,4,0,6.5902801965,CCM,-23.144983589,0.373746157656,24.0357171885,24.3287452513,23.2218780942,23.3445016443,25.814733738,agn.spec,1.05832746735e-17,23.2220665296,0.0,23.1710837497
-5.39907333333,127.367807515,3.61,0.0,3779712,3.1,4,1,6.61156465769,CCM,-23.144983589,0.373746157656,22.4420989192,22.7351269819,21.6282598249,21.750883375,24.2211154687,agn.spec,4.59269257333e-17,21.6284482603,27.454,21.5774654803
-5.392605,127.367807515,3.61,0.0,3779712,3.1,4,2,6.59529411512,CCM,-23.144983589,0.373746157656,24.6033435138,24.8963715765,23.7895044195,23.9121279696,26.3823600633,agn.spec,6.27436150737e-18,23.7896928549,33.253,23.7387100749
-5.39575333333,127.367807515,3.61,0.0,3779712,3.1,4,3,6.61104568782,CCM,-23.144983589,0.373746157656,22.2266506657,22.5196787285,21.4128115714,21.5354351215,24.0056672152,agn.spec,5.60075631045e-17,21.4130000068,27.406,21.3620172269
-5.24474666667,78.9302767936,1.49,0.0,3782138,3.1,2,0,6.62230356507,CCM,-23.1857870164,0.294570407576,21.6903352398,21.5445356987,21.1938183576,21.3525136992,21.6232341682,agn.spec,9.17852398674e-17,21.2442514353,0.0,21.2074552882
-5.25067666667,78.9302767936,1.49,0.0,3782138,3.1,2,1,6.59782755309,CCM,-23.1857870164,0.294570407576,23.5637309588,23.4179314176,23.0672140766,23.2259094182,23.4966298871,agn.spec,1.63461153636e-17,23.1176471542,71.164,23.0808510072
-5.11593666667,219.495779866,2.26,0.0,3785519,3.1,2,0,6.60962309721,CCM,-22.3985979206,0.328978343126,23.2056487457,22.8477888304,22.6716475873,22.758356979,23.4767766667,agn.spec,2.27325128314e-17,22.4287128412,0.0,22.4732957844
-5.09602833333,219.495779866,2.26,0.0,3785519,3.1,2,1,6.59330014237,CCM,-22.3985979206,0.328978343126,23.7099245141,23.3520645988,23.1759233558,23.2626327474,23.9810524352,agn.spec,1.42868714643e-17,22.9329886097,32.777,22.9775715529
-4.95245666667,352.958208846,2.8,0.0,3789243,3.1,2,0,6.58993579765,CCM,-23.0345955647,0.405428803263,23.9318303441,23.6233512677,23.2896510919,23.3638111196,24.7520985807,agn.spec,1.16459468979e-17,23.0887999177,80.509,23.256769803
-4.94244,352.958208846,2.8,0.0,3789243,3.1,2,1,6.62795425886,CCM,-23.0345955647,0.405428803263,22.9380659575,22.6295868811,22.2958867053,22.370046733,23.7583341941,agn.spec,2.90857696388e-17,22.0950355311,0.0,22.2630054164
-4.80378666667,44.5186049941,2.28,0.0,3789751,3.1,2,0,6.60915377023,CCM,-25.2432947176,0.187578247806,21.6868608555,21.3162714652,21.1542829275,21.2349151035,22.0157578474,agn.spec,9.20794254962e-17,20.8910745448,79.922,20.9611218115
-4.79347666667,44.5186049941,2.28,0.0,3789751,3.1,2,1,6.57278455159,CCM,-25.2432947176,0.187578247806,19.4897837721,19.1191943818,18.9572058441,19.0378380201,19.818680764,agn.spec,6.9661598259e-16,18.6939974614,0.0,18.7640447281
-4.67650166667,78.3969901198,1.18,0.0,3793356,3.1,4,0,6.58929309167,CCM,-22.5762268484,0.293754477435,21.0614880113,20.9782341007,20.7216024093,20.747368152,21.085376842,agn.spec,1.63799185786e-16,20.6202374583,3.109,20.7723874306
-4.661745,78.3969901198,1.18,0.0,3793356,3.1,4,1,6.61901592402,CCM,-22.5762268484,0.293754477435,21.4029766036,21.319722693,21.0630910016,21.0888567443,21.4268654342,agn.spec,1.1959590285e-16,20.9617260505,31.256,21.1138760229
-4.64029666667,78.3969901198,1.18,0.0,3793356,3.1,4,2,6.58293717124,CCM,-22.5762268484,0.293754477435,21.8006608682,21.7174069576,21.4607752662,21.4865410089,21.8245496988,agn.spec,8.29168119938e-17,21.3594103152,49.915,21.5115602875
-4.62716166667,78.3969901198,1.18,0.0,3793356,3.1,4,3,6.61778186212,CCM,-22.5762268484,0.293754477435,21.0910695985,21.0078156879,20.7511839965,20.7769497392,21.1149584291,agn.spec,1.59396618461e-16,20.6498190454,0.0,20.8019690178
-4.49968,488.280301372,3.21,0.0,3804154,3.1,2,0,6.60287051551,CCM,-24.1746825173,0.338470427977,23.0407166811,22.8231513659,22.3216395103,22.4213996913,24.6283456913,agn.spec,2.64618541083e-17,22.235945695,10.075,22.3253177153
-4.49992166667,488.280301372,3.21,0.0,3804154,3.1,2,1,6.589885487,CCM,-24.1746825173,0.338470427977,22.5725464593,22.3549811441,21.8534692885,21.9532294694,24.1601754695,agn.spec,4.07275569326e-17,21.7677754732,0.0,21.8571474935
-4.35132166667,132.896185024,2.56,0.0,3813405,3.1,2,0,6.59735404452,CCM,-22.9172510702,0.325257081688,23.7041674227,23.3344341601,23.1599758014,23.1508538369,24.256561569,agn.spec,1.4362828477e-17,22.8511195713,18.248,22.9879310969
-4.34359,132.896185024,2.56,0.0,3813405,3.1,2,1,6.61139783348,CCM,-22.9172510702,0.325257081688,23.4383110231,23.0685777606,22.8941194019,22.8849974373,23.9907051695,agn.spec,1.83477381693e-17,22.5852631717,0.0,22.7220746973
-4.2073,175.993313993,1.58,0.0,3819801,3.1,2,0,6.61097112989,CCM,-22.8360950233,0.327056696965,21.9741398226,21.7797552239,21.4507854761,21.6498374633,21.9840378044,agn.spec,7.06725910668e-17,21.4817143065,0.0,21.4428653792
-4.19810666667,175.993313993,1.58,0.0,3819801,3.1,2,1,6.59626998295,CCM,-22.8360950233,0.327056696965,22.3743226646,22.179938066,21.8509683182,22.0500203054,22.3842206465,agn.spec,4.88852541424e-17,21.8818971485,21.171,21.8430482212
-4.024835,335.172724962,2.8,0.0,3835629,3.1,2,0,6.55103438957,CCM,-24.2345955647,0.258019942568,21.8303972394,21.521918163,21.1882179872,21.2623780149,22.650665476,agn.spec,8.0676685489e-17,20.987366813,0.0,21.1553366982
-4.05645166667,335.172724962,2.8,0.0,3835629,3.1,2,1,6.60809354456,CCM,-24.2345955647,0.258019942568,23.9132902747,23.6048111984,23.2711110225,23.3452710503,24.7335585113,agn.spec,1.18465211265e-17,23.0702598483,331.206,23.2382297336
-3.91785333333,126.688372997,1.77,0.0,3838154,3.1,2,0,6.57027282682,CCM,-23.6067438088,0.265506010481,21.5674174035,21.3018049595,20.9910919602,21.2373668455,21.4474984629,agn.spec,1.02787423904e-16,20.97065952,0.0,20.9910641388
-3.899085,126.688372997,1.77,0.0,3838154,3.1,2,1,6.604086129,CCM,-23.6067438088,0.265506010481,23.7248397887,23.4592273447,23.1485143454,23.3947892307,23.6049208481,agn.spec,1.40919478613e-17,23.1280819052,142.98,23.148486524
-3.75536833333,154.165837739,1.64,0.0,3878964,3.1,2,0,6.58130998324,CCM,-23.1005921988,0.318719378122,21.691971781,21.4652657822,21.1533582174,21.3629380542,21.6803733353,agn.spec,9.16469952664e-17,21.1646116509,0.0,21.1397584873
-3.74714333333,154.165837739,1.64,0.0,3878964,3.1,2,1,6.60721210834,CCM,-23.1005921988,0.318719378122,21.7805814094,21.5538754107,21.2419678459,21.4515476827,21.7689829637,agn.spec,8.44645318686e-17,21.2532212793,40.793,21.2283681157
-3.60515333333,108.49438982,1.66,0.0,3883741,3.1,2,0,6.59225972634,CCM,-23.2873381726,0.241649688323,21.9530001862,21.7177881306,21.4087622439,21.622731962,21.9205162354,agn.spec,7.20620924843e-17,21.4142186017,88.774,21.3973293861
-3.575475,108.49438982,1.66,0.0,3883741,3.1,2,1,6.61409113898,CCM,-23.2873381726,0.241649688323,21.8056632402,21.5704511846,21.261425298,21.475395016,21.7731792894,agn.spec,8.25356635304e-17,21.2668816557,0.0,21.2499924401
-3.46155333333,144.083675296,3.11,0.0,3883920,3.1,2,0,6.57463068969,CCM,-22.8517229078,0.377537609006,23.665498955,23.4173348432,22.9658692501,23.0510500151,25.0586614791,agn.spec,1.48835784585e-17,22.843928475,0.0,22.9830106608
-3.441945,144.083675296,3.11,0.0,3883920,3.1,2,1,6.60913989763,CCM,-22.8517229078,0.377537609006,23.3947434739,23.1465793621,22.695113769,22.7802945341,24.787905998,agn.spec,1.90989527192e-17,22.5731729939,68.228,22.7122551798
-3.328205,412.799916769,2.25,0.0,3885870,3.1,4,0,6.61072444977,CCM,-24.1058136854,0.232865712027,21.2569295217,20.9053670739,20.7219235327,20.8120041754,21.4953030298,agn.spec,1.36815447247e-16,20.4891845639,5.548,20.5213841077
-3.31151,412.799916769,2.25,0.0,3885870,3.1,4,1,6.62224188112,CCM,-24.1058136854,0.232865712027,21.1668145506,20.8152521028,20.6318085617,20.7218892044,21.4051880588,agn.spec,1.48655548236e-16,20.3990695929,11.285,20.4312691367
-3.297405,412.799916769,2.25,0.0,3885870,3.1,4,2,6.59290657113,CCM,-24.1058136854,0.232865712027,23.6963783367,23.3448158889,23.1613723477,23.2514529904,23.9347518449,agn.spec,1.44662380869e-17,22.9286333789,88.67,22.9608329227
-3.28229,412.799916769,2.25,0.0,3885870,3.1,4,3,6.62174772839,CCM,-24.1058136854,0.232865712027,21.3398838502,20.9883214024,20.8048778613,20.894958504,21.5782573584,agn.spec,1.26751586246e-16,20.5721388925,0.0,20.6043384363
-3.15827166667,191.191095939,3.4,0.0,3898102,3.1,2,0,6.60058254684,CCM,-24.6534629316,0.244501985488,22.0466511975,21.9428617758,21.3167609425,21.4105775893,23.8309481715,agn.spec,6.61068501038e-17,21.2531199436,0.0,21.2245388307
-3.14768833333,191.191095939,3.4,0.0,3898102,3.1,2,1,6.59813384709,CCM,-24.6534629316,0.244501985488,23.167564898,23.0637754762,22.4376746429,22.5314912897,24.9518618719,agn.spec,2.35440398395e-17,22.374033644,6.791,22.3454525312
-3.02610166667,115.764927431,1.46,0.0,3928001,3.1,2,0,6.60325946699,CCM,-24.4747847926,0.201241106361,20.3035853497,20.1704671908,19.8305527833,19.950109697,20.2251216567,agn.spec,3.2920983665e-16,19.8730526202,0.0,19.8357195283
-2.99734833333,115.764927431,1.46,0.0,3928001,3.1,2,1,6.59917720572,CCM,-24.4747847926,0.201241106361,22.2560355194,22.1229173605,21.783002953,21.9025598667,22.1775718264,agn.spec,5.45120777185e-17,21.8255027899,90.57,21.7881696979
-2.87866333333,335.408990828,1.71,0.0,3930448,3.1,2,0,6.60000500619,CCM,-23.4371272433,0.313976503222,21.3595714874,21.1087354481,20.805781147,21.0283451272,21.2739812671,agn.spec,1.24473914669e-16,20.792320062,0.0,20.7967619123
-2.840265,335.408990828,1.71,0.0,3930448,3.1,2,1,6.59215696583,CCM,-23.4371272433,0.313976503222,22.1538122566,21.9029762173,21.6000219161,21.8225858964,22.0682220363,agn.spec,5.98938237879e-17,21.5865608311,81.514,21.5910026814
-2.727165,278.17034006,1.76,0.0,3931197,3.1,2,0,6.60699943692,CCM,-25.0545211548,0.207301551464,19.3723509067,19.1091170562,18.7989196441,19.0421794199,19.2558185991,agn.spec,7.76187385725e-16,18.7805646626,0.0,18.7988085026
-2.69395833333,278.17034006,1.76,0.0,3931197,3.1,2,1,6.59866518485,CCM,-25.0545211548,0.207301551464,21.8068601972,21.5436263467,21.2334289347,21.4766887104,21.6903278896,agn.spec,8.24447232045e-17,21.2150739532,91.31,21.2333177931
-2.56341,256.370723878,1.63,0.0,3961608,3.1,2,0,6.59985318796,CCM,-21.2468578886,0.371065562902,23.6203458324,23.3984113682,23.0843569244,23.2921118352,23.6172470243,agn.spec,1.55156012675e-17,23.0989270292,0.0,23.0704886468
-2.54463666667,256.370723878,1.63,0.0,3961608,3.1,2,1,6.59951285095,CCM,-21.2468578886,0.371065562902,23.3380969344,23.1161624702,22.8021080264,23.0098629373,23.3349981264,agn.spec,2.01218621486e-17,22.8166781312,20.401,22.7882397489
-2.40577166667,278.377742956,1.33,0.0,3964161,3.1,4,0,6.60061053554,CCM,-22.5576094129,0.295779477927,22.191566662,22.0919959919,21.791632806,21.8264314436,22.1435568696,agn.spec,5.78469250665e-17,21.7957684887,7.378,21.8047461602
-2.393065,278.377742956,1.33,0.0,3964161,3.1,4,1,6.60641229134,CCM,-22.5576094129,0.295779477927,20.9201902668,20.8206195968,20.5202564109,20.5550550485,20.8721804744,agn.spec,1.86565285231e-16,20.5243920936,0.0,20.5333697651
-2.39386166667,278.377742956,1.33,0.0,3964161,3.1,4,2,6.59385627758,CCM,-22.5576094129,0.295779477927,19.3322347261,19.2326640561,18.9323008702,18.9670995078,19.2842249337,agn.spec,8.05402647198e-16,18.9364365529,1.029,18.9454142244
-2.39248,278.377742956,1.33,0.0,3964161,3.1,4,3,6.59568621608,CCM,-22.5576094129,0.295779477927,19.293756244,19.194185574,18.8938223881,18.9286210257,19.2457464516,agn.spec,8.34457928791e-16,18.8979580708,1.041,18.9069357422
-2.25324833333,384.768763945,1.66,0.0,3967985,3.1,2,0,6.6042365996,CCM,-22.6873381726,0.302892833118,23.1518637398,22.9166516842,22.6076257975,22.8215955156,23.119379789,agn.spec,2.38869910721e-17,22.6130821553,26.063,22.5961929397
-2.24024666667,384.768763945,1.66,0.0,3967985,3.1,2,1,6.58857452471,CCM,-22.6873381726,0.302892833118,21.6083605268,21.3731484712,21.0641225846,21.2780923026,21.575876576,agn.spec,9.89834831976e-17,21.0695789423,0.0,21.0526897267
-2.09893166667,239.583407086,1.79,0.0,3973033,3.1,2,0,6.60687461704,CCM,-23.6317086349,0.235582663911,21.8000301719,21.5298818092,21.2187319681,21.4697913111,21.6757034594,agn.spec,8.29649917632e-17,21.1935507217,42.57,21.2175986287
-2.099905,239.583407086,1.79,0.0,3973033,3.1,2,1,6.58009830056,CCM,-23.6317086349,0.235582663911,21.4490097674,21.1788614048,20.8677115636,21.1187709066,21.3246830549,agn.spec,1.14631252106e-16,20.8425303172,0.0,20.8665782242
-1.944665,84.8861207997,1.64,0.0,3973574,3.1,2,0,6.58633875547,CCM,-20.1405921988,0.415993975215,23.5907276052,23.3640216064,23.0521140416,23.2616938784,23.5791291595,agn.spec,1.59446834309e-17,23.0633674751,0.0,23.0385143115
-1.950095,84.8861207997,1.64,0.0,3973574,3.1,2,1,6.61140660554,CCM,-20.1405921988,0.415993975215,23.068274002,22.8415680033,22.5296604385,22.7392402753,23.0566755563,agn.spec,2.57986714856e-17,22.540913872,10.326,22.5160607084
-1.81624,39.5450471235,1.5,0.0,3976520,3.1,2,0,6.59511759083,CCM,-21.9770067189,0.308428532967,22.4620975002,22.3116790833,21.9588316173,22.1291826818,22.4016577185,agn.spec,4.50887237935e-17,22.0119321272,0.0,21.9740986707
-1.79149833333,39.5450471235,1.5,0.0,3976520,3.1,2,1,6.59493916945,CCM,-21.9770067189,0.308428532967,22.5832425018,22.4328240848,22.0799766189,22.2503276833,22.52280272,agn.spec,4.03283025354e-17,22.1330771288,28.042,22.0952436723
-1.66163,168.502693158,2.41,0.0,3976745,3.1,4,0,6.59689704675,CCM,-24.4733072721,0.257581800514,21.9756616307,21.5615067046,21.4466750052,21.4871428851,22.4697521317,agn.spec,7.05736031312e-17,21.121529226,13.825,21.2713639412
-1.653535,168.502693158,2.41,0.0,3976745,3.1,4,1,6.6141508674,CCM,-24.4733072721,0.257581800514,21.0323488874,20.6181939613,20.5033622619,20.5438301418,21.5264393884,agn.spec,1.68254771134e-16,20.1782164828,4.142,20.3280511979
-1.64429,168.502693158,2.41,0.0,3976745,3.1,4,2,6.58539227651,CCM,-24.4733072721,0.257581800514,21.1858393016,20.7716843755,20.656852676,20.697320556,21.6799298026,agn.spec,1.46073428428e-16,20.3317068969,0.0,20.4815416121
-1.63823666667,168.502693158,2.41,0.0,3976745,3.1,4,3,6.60477698069,CCM,-24.4733072721,0.257581800514,21.8369504239,21.4227954978,21.3079637983,21.3484316783,22.3310409249,agn.spec,8.0191211302e-17,20.9828180192,11.979,21.1326527344
-1.52039333333,107.113647034,2.11,0.0,3979280,3.1,2,0,6.6089797438,CCM,-22.0864812085,0.348843227628,22.9512277128,22.6575550045,22.4071034642,22.5450515785,22.8201434003,agn.spec,2.87353081029e-17,22.2511658707,0.0,22.2083095511
-1.49336833333,107.113647034,2.11,0.0,3979280,3.1,2,1,6.58673045286,CCM,-22.0864812085,0.348843227628,22.7843913238,22.4907186155,22.2402670752,22.3782151895,22.6533070113,agn.spec,3.35081471255e-17,22.0843294817,31.206,22.0414731621
-1.35846833333,62.6245631687,0.74,0.0,3980595,3.1,2,0,6.58624451523,CCM,-20.1133313922,0.385323470464,22.4409888347,22.4023406319,22.3084403315,22.3566725723,22.6663333944,agn.spec,4.59739066088e-17,22.0398114253,0.0,22.0595995498
-1.348015,62.6245631687,0.74,0.0,3980595,3.1,2,1,6.60500972388,CCM,-20.1133313922,0.385323470464,23.3456329586,23.3069847558,23.2130844554,23.2613166962,23.5709775182,agn.spec,1.99826811974e-17,22.9444555492,57.167,22.9642436737
-1.20796166667,323.32002899,1.11,0.0,4017901,3.1,2,0,6.60993217829,CCM,-24.0155829339,0.214940047331,19.7279259768,19.662367685,19.4317556545,19.4318834388,19.7881508353,agn.spec,5.59418149651e-16,19.2622630405,0.0,19.457005886
-1.19711333333,323.32002899,1.11,0.0,4017901,3.1,2,1,6.59984830006,CCM,-24.0155829339,0.214940047331,21.9780822659,21.912523974,21.6819119435,21.6820397278,22.0383071244,agn.spec,7.04164354407e-17,21.5124193296,25.631,21.707162175
-1.06644166667,606.699177236,2.21,0.0,4021216,3.1,4,0,6.60046841199,CCM,-22.974716272,0.359358202071,22.2219516067,21.8938742439,21.6833803662,21.7870928571,22.3154646822,agn.spec,5.6250488771e-17,21.4857903873,2.246,21.4768187835
-1.06199666667,606.699177236,2.21,0.0,4021216,3.1,4,1,6.59022835919,CCM,-22.974716272,0.359358202071,22.2959573359,21.9678799731,21.7573860953,21.8610985863,22.3894704114,agn.spec,5.25441061898e-17,21.5597961164,3.973,21.5508245126
-1.04812166667,606.699177236,2.21,0.0,4021216,3.1,4,2,6.58342388328,CCM,-22.974716272,0.359358202071,22.415237161,22.0871597981,21.8766659204,21.9803784114,22.5087502364,agn.spec,4.70773576421e-17,21.6790759415,0.0,21.6701043377
-1.045835,606.699177236,2.21,0.0,4021216,3.1,4,3,6.60423904514,CCM,-22.974716272,0.359358202071,24.5137025486,24.1856251858,23.975131308,24.078843799,24.6072156241,agn.spec,6.81437334131e-18,23.7775413291,29.868,23.7685697253
-0.880981666667,386.669615831,1.52,0.0,4021386,3.1,2,0,6.60540400001,CCM,-23.4832684509,0.246535597204,21.2848943003,21.1246860773,20.7723340052,20.9581428156,21.2413776688,agn.spec,1.33336552827e-16,20.8242733635,0.0,20.785723418
-0.903635,386.669615831,1.52,0.0,4021386,3.1,2,1,6.59679293769,CCM,-23.4832684509,0.246535597204,22.3977221333,22.2375139103,21.8851618382,22.0709706486,22.3542055018,agn.spec,4.7842965357e-17,21.9371011965,52.246,21.898551251
-0.759003333333,445.991490729,1.18,0.0,4057176,3.1,2,0,6.60688892352,CCM,-23.2362268484,0.312039044958,20.6118265482,20.5285726376,20.2719409462,20.2977066889,20.6357153788,agn.spec,2.47842809704e-16,20.1705759951,0.0,20.3227259675
-0.748635,445.991490729,1.18,0.0,4057176,3.1,2,1,6.59865321795,CCM,-23.2362268484,0.312039044958,22.6389261811,22.5556722704,22.2990405791,22.3248063218,22.6628150117,agn.spec,3.83121452666e-17,22.197675628,19.64,22.3498256003
-0.61098,390.214463986,2.21,0.0,4074420,3.1,2,0,6.59422968361,CCM,-23.754716272,0.280379294764,22.4376017878,22.1095244249,21.8990305472,22.0027430382,22.5311148633,agn.spec,4.61175500798e-17,21.7014405683,151.235,21.6924689645
-0.57967,390.214463986,2.21,0.0,4074420,3.1,2,1,6.63166673631,CCM,-23.754716272,0.280379294764,22.0424829564,21.7144055935,21.5039117158,21.6076242068,22.1359960319,agn.spec,6.6361128167e-17,21.3063217369,0.0,21.2973501331
-0.463056666667,130.410205596,2.21,0.0,4078532,3.1,2,0,6.61248538508,CCM,-22.974716272,0.281350926342,22.9296813732,22.6016040104,22.3911101327,22.4948226236,23.0231944487,agn.spec,2.93112536595e-17,22.1935201538,228.943,22.18454855
-0.435273333333,130.410205596,2.21,0.0,4078532,3.1,2,1,6.55474860434,CCM,-22.974716272,0.281350926342,22.7667001882,22.4386228254,22.2281289477,22.3318414386,22.8602132637,agn.spec,3.4058605946e-17,22.0305389687,0.0,22.021567365
-0.284546666667,79.6461541283,2.18,0.0,4109125,3.1,2,0,6.59772496881,CCM,-23.5965927912,0.240380725034,22.1051024344,21.7910375982,21.5645416522,21.6786255792,22.1038963933,agn.spec,6.26420510876e-17,21.384395243,0.0,21.3569921123
-0.302445,79.6461541283,2.18,0.0,4109125,3.1,2,1,6.601605022,CCM,-23.5965927912,0.240380725034,23.7558418871,23.4417770508,23.2152811048,23.3293650319,23.7546358459,agn.spec,1.3695257058e-17,23.0351346957,26.137,23.0077315649
-0.158646666667,154.014551436,1.62,0.0,4111026,3.1,2,0,6.60982670034,CCM,-22.1130257425,0.364140463961,22.8962121105,22.6793446944,22.3628742,22.5688226097,22.8999023985,agn.spec,3.02288829504e-17,22.3809223207,0.0,22.34920896
-0.144696666667,154.014551436,1.62,0.0,4111026,3.1,2,1,6.60099500341,CCM,-22.1130257425,0.364140463961,23.7776923519,23.5608249358,23.2443544414,23.4503028511,23.7813826399,agn.spec,1.34223946016e-17,23.2624025621,17.87,23.2306892015
-0.00338166666667,183.979586029,2.35,0.0,4112237,3.1,2,0,6.59371,CCM,-22.5252486238,0.334707873813,23.4380395439,23.033650593,22.9074777212,22.9683427283,23.8904452109,agn.spec,1.83523264411e-17,22.5983712843,37.202,22.7342507143
0.00364333333333,183.979586029,2.35,0.0,4112237,3.1,2,1,6.61924166667,CCM,-22.5252486238,0.334707873813,23.3562551368,22.951866186,22.8256933141,22.8865583213,23.8086608039,agn.spec,1.97881360866e-17,22.5165868773,0.0,22.6524663073
0.148961666667,106.492488349,1.63,0.0,4118107,3.1,2,0,6.61526338564,CCM,-20.7668578886,0.441905932199,23.5079904201,23.2860559559,22.9720015121,23.1797564229,23.504891612,agn.spec,1.72072225275e-17,22.9865716169,0.0,22.9581332345
0.154355,106.492488349,1.63,0.0,4118107,3.1,2,1,6.59111330288,CCM,-20.7668578886,0.441905932199,23.032637254,22.8107027898,22.496648346,22.7044032568,23.0295384459,agn.spec,2.66595025548e-17,22.5112184508,17.021,22.4827800685
0.301348333333,544.209567744,1.71,0.0,4123051,3.1,2,0,6.61078348115,CCM,-24.4971272433,0.203469769963,21.7504506704,21.4996146311,21.19666033,21.4192243102,21.6648604501,agn.spec,8.68413717568e-17,21.183199245,104.364,21.1876410952
0.318115,544.209567744,1.71,0.0,4123051,3.1,2,1,6.5764146767,CCM,-24.4971272433,0.203469769963,20.3672031375,20.1163670983,19.8134127971,20.0359767774,20.2816129173,agn.spec,3.10474322556e-16,19.7999517121,0.0,19.8043935624
0.442111666667,110.201226557,2.77,0.0,4126169,3.1,2,0,6.56275551796,CCM,-22.753708596,0.337658340099,23.620068465,23.3100759644,22.9851612341,23.0544804045,24.3842261224,agn.spec,1.5519565464e-17,22.778099597,0.0,22.9398498849
0.460736666667,110.201226557,2.77,0.0,4126169,3.1,2,1,6.61086366839,CCM,-22.753708596,0.337658340099,23.6100545864,23.3000620858,22.9751473555,23.0444665259,24.3742122438,agn.spec,1.56633664533e-17,22.7680857184,134.962,22.9298360064
0.59371,3159.44808057,2.05,0.0,4157986,3.1,2,0,6.61319905705,CCM,-23.7481043511,0.318149702249,21.498717433,21.2157622268,20.9527976339,21.1080734216,21.3455136825,agn.spec,1.09501475187e-16,20.8129038181,0.0,20.7659704819
0.599391666667,3159.44808057,2.05,0.0,4157986,3.1,2,1,6.59243958546,CCM,-23.7481043511,0.318149702249,21.5589308674,21.2759756613,21.0130110683,21.1682868561,21.4057271169,agn.spec,1.03593998495e-16,20.8731172526,19.26,20.8261839163
0.750003333333,192.757806374,1.81,0.0,4160133,3.1,2,0,6.60511043782,CCM,-24.8771746253,0.199533169089,21.3934647611,21.1194764804,20.8080073314,21.0620198594,21.2677047741,agn.spec,1.20648253296e-16,20.7767030763,21.623,20.8047599515
