decl:ra_bulge:av_bulge:point:a_bulge:b_bulge:magnorm_bulge:rad_vel:redshift:sedname_bulge:id:ra:ext_model_bulge:dec_bulge:g:i:pa_bulge:r:u:y:z:rv_bulge:fluxnorm_bulge
-5.55:7.5:0.0:(7.500000d,-5.550000d):3.70503973314:2.8613829197:16.4844139417:0.0:0.1:Exp.50E09.1Z.spec:58449:7.5:CCM:-5.55:16.8294392684:15.732646:20.99487:16.0694434544:18.1850645495:15.3557836381:15.4885532661:3.1:1.10953591973e-14
-5.4:7.5:0.0:(7.500000d,-5.400000d):5.69082057293:2.83787620911:16.0193336417:0.0:0.1:Exp.50E09.1Z.spec:58731:7.5:CCM:-5.4:16.3643589684:15.2675657:-122.3492:15.6043631544:17.7199842495:14.8907033381:15.0234729661:3.1:1.70283860108e-14
-5.25:7.5:0.0:(7.500000d,-5.250000d):2.86337100481:1.95947836723:17.1938605999:0.0:0.102:Exp.50E09.1Z.spec:61535:7.5:CCM:-5.25:17.5443207262:16.4434528:64.17694:16.7804624945:18.8986806442:16.0654748519:16.1981574732:3.1:5.77248354015e-15
-5.1:7.5:0.0:(7.500000d,-5.100000d):4.10594756825:2.23494198965:16.6502643999:0.0:0.102:Exp.50E09.1Z.spec:62278:7.5:CCM:-5.1:17.0007245262:15.8998566:-131.3652:16.2368662945:18.3550844442:15.5218786519:15.6545612732:3.1:9.52360080881e-15
-4.95:7.5:0.0:(7.500000d,-4.950000d):4.17631610334:2.85238004726:16.3683494353:0.0:0.104:Exp.50E09.1Z.spec:65315:7.5:CCM:-4.95:16.7242423447:15.6192617:-162.1393:15.9565105563:18.0774972246:15.2396258708:15.3729534941:3.1:1.23471626468e-14
-4.8:7.5:0.0:(7.500000d,-4.800000d):1.3246075995:1.15701917324:18.6404971886:0.0:0.106:Exp.50E09.1Z.spec:66172:7.5:CCM:-4.8:19.0018546728:17.8927803:-46.7279:18.2302796634:20.3541020822:17.5124591023:17.6455016478:3.1:1.5230286315e-15
-4.65:7.5:0.0:(7.500000d,-4.650000d):3.022033697:1.74444658854:17.2754573886:0.0:0.106:Exp.50E09.1Z.spec:68572:7.5:CCM:-4.65:17.6368148728:16.5277405:88.3687:16.8652398634:18.9890622822:16.1474193023:16.2804618478:3.1:5.35456244571e-15
-4.5:7.5:0.0:(7.500000d,-4.500000d):1.79960816304:1.15662076364:18.308634889:0.0:0.108:Exp.50E09.1Z.spec:70722:7.5:CCM:-4.5:18.675474054:17.5622673:-12.8837:17.9000396603:20.0266037595:17.1806957157:17.3141082:3.1:2.06753555893e-15
-4.35:7.5:0.0:(7.500000d,-4.350000d):3.46680627184:2.84134415171:16.6036297338:0.0:0.112:Exp.50E09.1Z.spec:81366:7.5:CCM:-4.35:16.981405894:15.8601427:-162.0791:16.1982367262:18.3299714875:15.476181795:15.6102545356:3.1:9.9415717134e-15
-4.2:7.5:0.0:(7.500000d,-4.200000d):2.09211543763:1.35656133282:17.9849947954:0.0:0.114:Exp.50E09.1Z.spec:83414:7.5:CCM:-4.2:18.3684112243:17.242815:44.12341:17.58122039:19.7156134557:16.8578378016:16.9923373092:3.1:2.78553759954e-15
-4.05:7.5:0.0:(7.500000d,-4.050000d):1.84597440957:1.33407869109:18.1547938515:0.0:0.118:Exp.50E09.1Z.spec:92447:7.5:CCM:-4.05:18.5496413432:17.4150009:-168.732:17.7543891367:19.8939947951:17.0276706722:17.1638919742:3.1:2.38226133805e-15
-3.9:7.5:0.0:(7.500000d,-3.900000d):1.32637195197:1.10667886426:18.746986747:0.0:0.124:Exp.50E09.1Z.spec:105293:7.5:CCM:-3.9:19.1597407362:18.0098362:-39.72445:18.3520642583:20.4992168088:17.6201750595:17.7591400419:3.1:1.38074107407e-15
-3.75:7.5:0.0:(7.500000d,-3.750000d):1.96756977548:1.42197349838:18.034265847:0.0:0.124:Exp.50E09.1Z.spec:107416:7.5:CCM:-3.75:18.4470198362:17.2971153:-124.8703:17.6393433583:19.7864959088:16.9074541595:17.0464191419:3.1:2.66195435555e-15
-3.6:7.5:0.0:(7.500000d,-3.600000d):2.46112965549:1.07633420008:18.094665847:0.0:0.124:Exp.50E09.1Z.spec:107563:7.5:CCM:-3.6:18.5074198362:17.3575153:88.15498:17.6997433583:19.8468959088:16.9678541595:17.1068191419:3.1:2.517912329e-15
-3.45:7.5:0.0:(7.500000d,-3.450000d):3.09324732218:2.55547173696:16.886667647:0.0:0.124:Exp.50E09.1Z.spec:109746:7.5:CCM:-3.45:17.2994216362:16.1495171:-65.27211:16.4917451583:18.6388977088:15.7598559595:15.8988209419:3.1:7.66019604202e-15
-3.3:7.5:0.0:(7.500000d,-3.300000d):1.42983784085:0.977163477044:18.8086285789:0.0:0.126:Exp.50E09.1Z.spec:110757:7.5:CCM:-3.3:19.2273497879:18.0720596:113.516:18.4156554672:20.5654347386:17.6821747819:17.821991198:3.1:1.30453432754e-15
-3.15:7.5:0.0:(7.500000d,-3.150000d):2.43017797533:2.04429827723:17.4140515208:0.0:0.128:Exp.50E09.1Z.spec:120127:7.5:CCM:-3.15:17.8387850826:16.678072:55.19733:17.0230398631:19.1755696408:16.2881989898:16.4286269806:3.1:4.71287949007e-15
-3.0:7.5:0.0:(7.500000d,-3.000000d):2.72196098272:1.85533651234:17.3959317208:0.0:0.128:Exp.50E09.1Z.spec:120154:7.5:CCM:-3.0:17.8206652826:16.6599522:-0.7436478:17.0049200631:19.1574498408:16.2700791898:16.4105071806:3.1:4.79219249689e-15
-2.85:7.5:0.0:(7.500000d,-2.850000d):3.02538794193:2.79049785075:16.8281712208:0.0:0.128:Exp.50E09.1Z.spec:120777:7.5:CCM:-2.85:17.2529047826:16.0921917:-49.32367:16.4371595631:18.5896893408:15.7023186898:15.8427466806:3.1:8.08422616448e-15
-2.7:7.5:0.0:(7.500000d,-2.700000d):2.095056501:1.6275739736:17.8370677134:0.0:0.13:Exp.50E09.1Z.spec:124312:7.5:CCM:-2.7:18.2677468849:17.1015949:174.2249:17.4480550435:19.6033057083:16.7116426687:16.8528234456:3.1:3.19212476706e-15
-2.55:7.5:0.0:(7.500000d,-2.550000d):2.9254188437:2.37230931783:17.0518695134:0.0:0.13:Exp.50E09.1Z.spec:125027:7.5:CCM:-2.55:17.4825486849:16.3163967:-145.5595:16.6628568435:18.8181075083:15.9264444687:16.0676252456:3.1:6.57898865973e-15
-2.4:7.5:0.0:(7.500000d,-2.400000d):1.24113628422:0.710374901929:19.3460467902:0.0:0.134:Exp.50E09.1Z.spec:131577:7.5:CCM:-2.4:19.7888987176:18.6114941:-167.888:18.9609818114:21.1218147125:18.2212109837:18.3641233202:3.1:7.95221708281e-16
-2.25:7.5:0.0:(7.500000d,-2.250000d):2.4417067977:1.76229773034:17.5944483902:0.0:0.134:Exp.50E09.1Z.spec:136906:7.5:CCM:-2.25:18.0373003176:16.8598957:-146.8506:17.2093834114:19.3702163125:16.4696125837:16.6125249202:3.1:3.99142145177e-15
-2.1:7.5:0.0:(7.500000d,-2.100000d):2.3726297403:1.71186493257:17.6799756853:0.0:0.14:Exp.50E09.1Z.spec:154028:7.5:CCM:-2.1:18.1418732871:16.946682:175.23:17.3008036627:19.4699210134:16.5552746199:16.7020544287:3.1:3.6890680719e-15
-1.95:7.5:0.0:(7.500000d,-1.950000d):1.913572036:1.38293123884:18.1606118517:0.0:0.142:Exp.50E09.1Z.spec:160065:7.5:CCM:-1.95:18.6288135448:17.4276943:87.62923:17.7833769337:19.9554928129:17.036276633:17.1840537465:3.1:2.36952995045e-15
-1.8:7.5:0.0:(7.500000d,-1.800000d):1.5973575315:1.3437610498:18.3992874836:0.0:0.144:Exp.50E09.1Z.spec:165851:7.5:CCM:-1.8:18.8737475921:17.666666:-123.6533:18.024111299:20.1992131925:17.2751873511:17.4241128648:3.1:1.90191870536e-15
-1.65:7.5:0.0:(7.500000d,-1.650000d):1.88568288415:1.40109764519:18.1697685836:0.0:0.144:Exp.50E09.1Z.spec:166828:7.5:CCM:-1.65:18.6442286921:17.4371471:-171.2415:17.794592399:19.9696942925:17.0456684511:17.1945939648:3.1:2.34963016842e-15
-1.5:7.5:0.0:(7.500000d,-1.500000d):2.09822858909:1.46742742739:18.0006478836:0.0:0.144:Exp.50E09.1Z.spec:168380:7.5:CCM:-1.5:18.4751079921:17.2680264:148.0544:17.625471699:19.8005735925:16.8765477511:17.0254732648:3.1:2.74566653057e-15
-1.35:7.5:0.0:(7.500000d,-1.350000d):3.04391873165:1.9492114088:17.2758476836:0.0:0.144:Exp.50E09.1Z.spec:168456:7.5:CCM:-1.35:17.7503077921:16.5432262:111.7025:16.900671499:19.0757733925:16.1517475511:16.3006730648:3.1:5.35263796038e-15
-1.2:7.5:0.0:(7.500000d,-1.200000d):2.91374837018:2.2936217148:17.1516881913:0.0:0.146:Exp.50E09.1Z.spec:175397:7.5:CCM:-1.2:17.6323278496:16.4193802:68.82922:16.7786065464:18.9568802089:16.027670983:16.177842806:3.1:6.00111109489e-15
-1.05:7.5:0.0:(7.500000d,-1.050000d):2.5204670842:2.15416961923:17.3812070913:0.0:0.146:Exp.50E09.1Z.spec:176275:7.5:CCM:-1.05:17.8618467496:16.6488991:75.59628:17.0081254464:19.1863991089:16.257189883:16.407361706:3.1:4.85762636084e-15
-0.9:7.5:0.0:(7.500000d,-0.900000d):2.98086373683:1.96632348505:17.2966466913:0.0:0.146:Exp.50E09.1Z.spec:176372:7.5:CCM:-0.9:17.7772863496:16.5643387:-56.74059:16.9235650464:19.1018387089:16.172629483:16.322801306:3.1:5.25107554893e-15
-0.75:7.5:0.0:(7.500000d,-0.750000d):3.07284781956:1.58144666146:17.5255565257:0.0:0.152:Exp.50E09.1Z.spec:197969:7.5:CCM:-0.75:18.025600325:16.7943325:-79.18303:17.1587851906:19.3477041749:16.4023728373:16.5557137457:3.1:4.25289179183e-15
-0.6:7.5:0.0:(7.500000d,-0.600000d):1.92044004036:1.31337242782:18.2573820599:0.0:0.154:Exp.50E09.1Z.spec:202206:7.5:CCM:-0.6:18.7641141851:17.5265541:73.319:17.8926755928:20.0852692151:17.134497705:17.2889063272:3.1:2.16747511103e-15
-0.45:7.5:0.0:(7.500000d,-0.450000d):1.93228024603:1.15168694719:18.4033165828:0.0:0.156:Exp.50E09.1Z.spec:210055:7.5:CCM:-0.45:18.9166150146:17.6725292:174.762:18.0406255991:20.2370781543:17.2807633688:17.4361131375:3.1:1.89487388341e-15
-0.3:7.5:0.0:(7.500000d,-0.300000d):1.76865049314:1.65372491058:18.1013184828:0.0:0.156:Exp.50E09.1Z.spec:210529:7.5:CCM:-0.3:18.6146169146:17.3705311:-143.0684:17.7386274991:19.9350800543:16.9787652688:17.1341150375:3.1:2.50253148438e-15
-0.15:7.5:0.0:(7.500000d,-0.150000d):3.30550495973:1.65912846838:17.4067192828:0.0:0.156:Exp.50E09.1Z.spec:213258:7.5:CCM:-0.15:17.9200177146:16.6759319:-143.4207:17.0440282991:19.2404808543:16.2841660688:16.4395158375:3.1:4.74481441076e-15
0.0:7.5:0.0:(7.500000d,0.000000d):1.9510969475:0.89747903648:18.6760551823:0.0:0.158:Exp.50E09.1Z.spec:217824:7.5:CCM:0.0:19.1959560833:17.9449921:9.721012:18.3153390596:20.5157090982:17.5538896511:17.7101319743:3.1:1.47395719101e-15
0.15:7.5:0.0:(7.500000d,0.150000d):2.3951225565:1.52087767459:17.8666946823:0.0:0.158:Exp.50E09.1Z.spec:219975:7.5:CCM:0.15:18.3865955833:17.1356316:-10.90805:17.5059785596:19.7063485982:16.7445291511:16.9007714743:3.1:3.10619753156e-15
0.3:7.5:0.0:(7.500000d,0.300000d):2.08575526498:1.75603198112:17.8606559823:0.0:0.158:Exp.50E09.1Z.spec:220198:7.5:CCM:0.3:18.3805568833:17.1295929:12.52047:17.4999398596:19.7003098982:16.7384904511:16.8947327743:3.1:3.12352186383e-15
0.45:7.5:0.0:(7.500000d,0.450000d):1.98788464144:1.53173608371:18.0716236714:0.0:0.16:Exp.50E09.1Z.spec:227162:7.5:CCM:0.45:18.5982446294:17.3412819:63.73075:17.7128307982:19.9168347434:16.9500928283:17.1069315689:3.1:2.5719201122e-15
0.6:7.5:0.0:(7.500000d,0.600000d):2.11192511885:1.05731651462:18.4210499608:0.0:0.162:Exp.50E09.1Z.spec:235625:7.5:CCM:0.6:18.9543920773:17.6915588:-98.9861:18.0642760309:20.2718299125:17.2998617286:17.4574625947:3.1:1.86417619924e-15
0.75:7.5:0.0:(7.500000d,0.750000d):2.50003193134:1.69316162569:17.7143696608:0.0:0.162:Exp.50E09.1Z.spec:237091:7.5:CCM:0.75:18.2477117773:16.9848785:-70.61805:17.3575957309:19.5651496125:16.5931814286:16.7507822947:3.1:3.57403728511e-15
0.9:7.5:0.0:(7.500000d,0.900000d):2.11896587622:1.26433481178:18.226562702:0.0:0.164:Exp.50E09.1Z.spec:243722:7.5:CCM:0.9:18.7665154101:17.4978848:96.57446:17.8717768996:20.0831604047:17.1056529484:17.2639421447:3.1:2.22988190006e-15
1.05:7.5:0.0:(7.500000d,1.050000d):2.78631115636:1.89380247443:17.477604102:0.0:0.164:Exp.50E09.1Z.spec:245598:7.5:CCM:1.05:18.0175568101:16.7489262:98.15248:17.1228182996:19.3342018047:16.3566943484:16.5149835447:3.1:4.44493385241e-15
1.2:7.5:0.0:(7.500000d,1.200000d):2.78267475805:1.88594056469:17.483644602:0.0:0.164:Exp.50E09.1Z.spec:245676:7.5:CCM:1.2:18.0235973101:16.7549667:-72.34307:17.1288587996:19.3402423047:16.3627348484:16.5210240447:3.1:4.42027309953e-15
1.35:7.5:0.0:(7.500000d,1.350000d):2.88036383017:2.02138633732:17.368883302:0.0:0.164:Exp.50E09.1Z.spec:246041:7.5:CCM:1.35:17.9088360101:16.6402054:-22.93623:17.0140974996:19.2254810047:16.2479735484:16.4062627447:3.1:4.91307758509e-15
1.5:7.5:0.0:(7.500000d,1.500000d):2.42668464637:1.92806865604:17.610483302:0.0:0.164:Exp.50E09.1Z.spec:246771:7.5:CCM:1.5:18.1504360101:16.8818054:-68.62962:17.2556974996:19.4670810047:16.4895735484:16.6478627447:3.1:3.93290650592e-15
1.65:7.5:0.0:(7.500000d,1.650000d):1.34610013087:1.13571975674:18.8530820763:0.0:0.166:Exp.50E09.1Z.spec:250560:7.5:CCM:1.65:19.399819076:18.1253242:-12.06737:18.5000891976:20.7154664131:17.7322197377:17.8914322453:3.1:1.25220119142e-15
1.8:7.5:0.0:(7.500000d,1.800000d):2.33093640514:1.41760372877:18.0014433763:0.0:0.166:Exp.50E09.1Z.spec:253118:7.5:CCM:1.8:18.548180376:17.2736855:-8.018603:17.6484504976:19.8638277131:16.8805810377:17.0397935453:3.1:2.74365558383e-15
1.95:7.5:0.0:(7.500000d,1.950000d):2.40439099702:1.38940306461:17.9893659763:0.0:0.166:Exp.50E09.1Z.spec:254175:7.5:CCM:1.95:18.536102976:17.2616081:5.206704:17.6363730976:19.8517503131:16.8685036377:17.0277161453:3.1:2.77434555228e-15
2.1:7.5:0.0:(7.500000d,2.100000d):1.41785584278:1.38973013417:18.5793552768:0.0:0.168:Exp.50E09.1Z.spec:260510:7.5:CCM:2.1:19.1328054709:17.8524857:48.5889:18.2284394143:20.4477618346:17.4586845663:17.6186882108:3.1:1.61125705683e-15
2.25:7.5:0.0:(7.500000d,2.250000d):2.22444334346:1.58986882777:17.9330749768:0.0:0.168:Exp.50E09.1Z.spec:262167:7.5:CCM:2.25:18.4865251709:17.2062054:-123.1227:17.5821591143:19.8014815346:16.8124042663:16.9724079108:3.1:2.921978072e-15
2.4:7.5:0.0:(7.500000d,2.400000d):2.3240031026:1.56392533828:17.9028758768:0.0:0.168:Exp.50E09.1Z.spec:262725:7.5:CCM:2.4:18.4563260709:17.1760063:-130.7291:17.5519600143:19.7712824346:16.7822051663:16.9422088108:3.1:3.0043919693e-15
2.55:7.5:0.0:(7.500000d,2.550000d):2.54477295052:1.8365748533:17.6250362768:0.0:0.168:Exp.50E09.1Z.spec:263231:7.5:CCM:2.55:18.1784864709:16.8981667:-97.51201:17.2741204143:19.4934428346:16.5043655663:16.6643692108:3.1:3.88054239475e-15
2.7:7.5:0.0:(7.500000d,2.700000d):2.66172258398:1.71299601968:17.6593613732:0.0:0.17:Exp.50E09.1Z.spec:272799:7.5:CCM:2.7:18.2194471323:16.9330463:-101.5806:17.310584461:19.5341366036:16.538919003:16.6996270414:3.1:3.7597796585e-15
2.85:7.5:0.0:(7.500000d,2.850000d):1.60693140147:1.48132413009:18.3908192964:0.0:0.174:Exp.50E09.1Z.spec:290143:7.5:CCM:2.85:18.9643544962:17.6663017:-85.92757:18.0463473746:20.2788877018:17.2706422348:17.4329101833:3.1:1.91681069811e-15
3.0:7.5:0.0:(7.500000d,3.000000d):1.78813300306:1.55138794853:18.2216984964:0.0:0.174:Exp.50E09.1Z.spec:290389:7.5:CCM:3.0:18.7952336962:17.4971809:57.77347:17.8772265746:20.1097669018:17.1015214348:17.2637893833:3.1:2.23989440326e-15
3.15:7.5:0.0:(7.500000d,3.150000d):1.66848418252:1.52859951981:18.3212944175:0.0:0.176:Exp.50E09.1Z.spec:299506:7.5:CCM:3.15:18.9016216527:17.5975952:163.8975:17.9789645422:20.2162030147:17.2012782415:17.3643058734:3.1:2.0435683891e-15
3.3:7.5:0.0:(7.500000d,3.300000d):3.27094685168:1.54416886961:17.5662953175:0.0:0.176:Exp.50E09.1Z.spec:301454:7.5:CCM:3.3:18.1466225527:16.8425961:-25.07975:17.2239654422:19.4612039147:16.4462791415:16.6093067734:3.1:4.09627227643e-15
3.45:7.5:0.0:(7.500000d,3.450000d):2.33717158201:1.7335063387:17.8165679315:0.0:0.178:Exp.50E09.1Z.spec:311278:7.5:CCM:3.45:18.4036415016:17.0937405:-148.7013:17.4764077305:19.7182708327:16.6968134321:16.8604969185:3.1:3.25296784658e-15
3.6:7.5:0.0:(7.500000d,3.600000d):1.58123802138:1.15799989948:18.7006776086:0.0:0.18:Exp.50E09.1Z.spec:317729:7.5:CCM:3.6:19.2944854346:17.9787865:170.7771:18.36273557:20.6091015422:17.581206344:17.7455346559:3.1:1.4409068293e-15
3.75:7.5:0.0:(7.500000d,3.750000d):2.6414175328:1.94786449334:17.5591142086:0.0:0.18:Exp.50E09.1Z.spec:322536:7.5:CCM:3.75:18.1529220346:16.8372231:19.73619:17.22117217:19.4675381422:16.439642944:16.6039712559:3.1:4.1234550033e-15
3.9:7.5:0.0:(7.500000d,3.900000d):1.06462912765:0.603978902461:19.8702418091:0.0:0.184:Exp.50E09.1Z.spec:332249:7.5:CCM:3.9:20.477559375:19.1501102:129.0688:19.5365672991:21.7916621532:18.7515196338:18.9170927367:3.1:4.90693403311e-16
4.05:7.5:0.0:(7.500000d,4.050000d):2.29862764198:1.96914258564:17.7139613091:0.0:0.184:Exp.50E09.1Z.spec:341500:7.5:CCM:4.05:18.321278875:16.9938297:79.22883:17.3802867991:19.6353816532:16.5952391338:16.7608122367:3.1:3.57538175423e-15
4.2:7.5:0.0:(7.500000d,4.200000d):2.42135074213:1.73161639221:17.7985217091:0.0:0.184:Exp.50E09.1Z.spec:342959:7.5:CCM:4.2:18.405839275:17.0783901:-56.84685:17.4648471991:19.7199420532:16.6797995338:16.8453726367:3.1:3.30748786559e-15
4.35:7.5:0.0:(7.500000d,4.350000d):1.23316418562:1.11993086967:19.0322414122:0.0:0.186:Exp.50E09.1Z.spec:347938:7.5:CCM:4.35:19.6464429825:18.3129559:-150.9841:18.700684453:20.96007494:17.9138281238:18.0801770161:3.1:1.06172092877e-15
4.5:7.5:0.0:(7.500000d,4.500000d):1.44714102104:1.11217678803:18.8631206122:0.0:0.186:Exp.50E09.1Z.spec:347980:7.5:CCM:4.5:19.4773221825:18.1438351:177.3823:18.531563653:20.79095414:17.7447073238:17.9110562161:3.1:1.24067690592e-15
4.65:7.5:0.0:(7.500000d,4.650000d):2.01688000925:1.37849977066:18.2591224122:0.0:0.186:Exp.50E09.1Z.spec:351557:7.5:CCM:4.65:18.8733239825:17.5398369:-164.4315:17.927565453:20.18695594:17.1407091238:17.3070580161:3.1:2.16400359694e-15
4.8:7.5:0.0:(7.500000d,4.800000d):2.48268248337:1.35512779353:18.055123998:0.0:0.188:Exp.50E09.1Z.spec:364733:7.5:CCM:4.8:18.6762717312:17.3366241:-133.024:17.725642301:19.9893661349:16.9369294447:17.1042495636:3.1:2.61130345861e-15
4.95:7.5:0.0:(7.500000d,4.950000d):2.21757194143:1.97231757676:17.765203198:0.0:0.188:Exp.50E09.1Z.spec:364922:7.5:CCM:4.95:18.3863509312:17.0467033:-36.06338:17.435721501:19.6994453349:16.6470086447:16.8143287636:3.1:3.4105597623e-15
5.1:7.5:0.0:(7.500000d,5.100000d):1.91183230797:1.55971294532:18.1950633402:0.0:0.19:Exp.50E09.1Z.spec:374157:7.5:CCM:5.1:18.8231214195:17.4774456:-129.909:17.867781296:20.135716943:17.0770368145:17.2453477895:3.1:2.29552278093e-15
5.25:7.5:0.0:(7.500000d,5.250000d):1.25857785186:1.1449797225:19.0123876224:0.0:0.194:Exp.50E09.1Z.spec:394666:7.5:CCM:5.25:19.6543526161:18.295887:-131.7099:18.6896298294:20.96605574:17.8945180173:18.0651483945:3.1:1.08131416998e-15
5.4:7.5:0.0:(7.500000d,5.400000d):2.19713753965:0.895653450635:18.6681074224:0.0:0.194:Exp.50E09.1Z.spec:395413:7.5:CCM:5.4:19.3100724161:17.9516068:-100.7856:18.3453496294:20.62177554:17.5502378173:17.7208681945:3.1:1.48478637694e-15
5.55:7.5:0.0:(7.500000d,5.550000d):1.99302242163:1.13197136435:18.5171064224:0.0:0.194:Exp.50E09.1Z.spec:396459:7.5:CCM:5.55:19.1590714161:17.8006058:109.927:18.1943486294:20.47077454:17.3992368173:17.5698671945:3.1:1.70633529535e-15
5.7:7.5:0.0:(7.500000d,5.700000d):2.41529099379:1.70419961714:17.8527082224:0.0:0.194:Exp.50E09.1Z.spec:397515:7.5:CCM:5.7:18.4946732161:17.1362076:-72.75453:17.5299504294:19.80637634:16.7348386173:16.9054689945:3.1:3.14647042655e-15
5.85:7.5:0.0:(7.500000d,5.850000d):1.1559828351:0.622770609036:19.7860765784:0.0:0.196:Exp.50E09.1Z.spec:400908:7.5:CCM:5.85:20.4350725522:19.0701637:102.6872:19.4657024883:21.7462840166:18.6682167432:18.8400949225:3.1:5.3024467015e-16
6.0:7.5:0.0:(7.500000d,6.000000d):1.28349140801:0.878125289825:19.2907972784:0.0:0.196:Exp.50E09.1Z.spec:403435:7.5:CCM:6.0:19.9397932522:18.5748844:81.58555:18.9704231883:21.2510047166:18.1729374432:18.3448156225:3.1:8.36735185425e-16
6.15:7.5:0.0:(7.500000d,6.150000d):1.249957586:1.09778937442:19.0733557784:0.0:0.196:Exp.50E09.1Z.spec:405612:7.5:CCM:6.15:19.7223517522:18.3574429:167.6564:18.7529816883:21.0335632166:17.9554959432:18.1273741225:3.1:1.02226768343e-15
6.3:7.5:0.0:(7.500000d,6.300000d):2.13770288787:1.07894375304:18.4995565784:0.0:0.196:Exp.50E09.1Z.spec:408575:7.5:CCM:6.3:19.1485525522:17.7836437:30.30602:18.1791824883:20.4597640166:17.3816967432:17.5535749225:3.1:1.73414062272e-15
6.45:7.5:0.0:(7.500000d,6.450000d):2.90049611096:1.48290097055:17.8109960784:0.0:0.196:Exp.50E09.1Z.spec:409363:7.5:CCM:6.45:18.4599920522:17.0950832:-132.5527:17.4906219883:19.7712035166:16.6931362432:16.8650144225:3.1:3.26970455129e-15
