#SourceID Photons AvgX AvgY
246815524 43 2285.023256 242.697674
246814543 40 2194.200000 414.075000
249026261 4946479 1120.782160 1048.163321
246815606 22 2288.954545 266.363636
246816897 15 2398.733333 82.400000
246813094 60672 2057.042590 689.763021
246813560 540 2095.527778 633.488889
246806738 165 1505.333333 1630.503030
246814201 4486 2147.633081 562.142220
246817760 58 2462.465517 44.155172
246817027 10 2388.200000 190.500000
246814321 1729 2144.219202 611.082707
246811627 53 1911.075472 1008.075472
246808065 9 1599.444444 1539.555556
246819076 516 2554.660853 -22.532946
248743603 10547 1882.057836 1107.913245
246810790 208 1823.774038 1213.735577
246811474 6465 1877.445321 1144.666357
246806970 73 1489.821918 1787.767123
246810450 22 1788.318182 1299.136364
246822033 3 2794.333333 -368.333333
249026393 13551 1826.996827 1212.555826
246817060 10724 2360.278814 367.874114
246816839 544 2336.580882 421.450368
246810738 691 1802.956585 1311.943560
246819387 1426 2558.343619 66.516830
246813187 58 2010.655172 984.948276
246816249 7003 2274.225046 559.134371
246811726 79 1879.734177 1230.696203
248744317 17 2441.647059 297.705882
249026423 4257 1912.437632 1181.917078
246819731 59 2573.474576 98.796610
246815839 104 2229.384615 676.750000
246815007 41 2157.439024 800.024390
246815101 37 2163.378378 796.486486
246817252 7 2349.285714 498.285714
246816311 22 2260.727273 658.454545
246808446 14 1578.714286 1795.928571
246812009 1790 1885.193855 1283.045810
246807759 267 1520.033708 1896.805243
246810803 16 1781.062500 1464.562500
246808294 5 1564.400000 1830.400000
249026285 9216 1518.900174 1907.332465
246810246 16 1723.250000 1584.937500
249026446 75709 1933.606559 1224.370365
248744517 13967 2560.451278 210.400516
246809813 2704 1684.096893 1679.474112
246808115 128 1534.742188 1927.687500
246812439 1414 1905.465347 1326.985856
246813867 11 2026.272727 1140.181818
246807857 28 1502.285714 2031.142857
248744694 11415 2676.803066 67.208936
246825032 634 2983.364353 -402.017350
246821567 497 2674.845070 135.639839
248743511 3072 1717.883789 1732.461263
248745011 616 2936.516234 -287.230519
246817970 334 2363.625749 677.332335
246809819 172 1651.680233 1865.046512
246811235 17 1769.176471 1677.235294
246816331 154 2210.415584 949.389610
246822547 137 2749.927007 58.102190
246809471 44 1615.363636 1943.363636
246821704 30 2673.866667 198.733333
246811931 137 1823.854015 1616.072993
246824417 1051 2904.654615 -161.705994
246823634 13 2832.692308 -35.230769
246815713 93 2143.397849 1128.655914
246812429 4324 1851.892229 1618.048104
246825784 40356 3011.435028 -283.367281
248744725 1338681 2642.301764 335.810761
246815544 7 2113.000000 1242.142857
246824918 9 2924.333333 -97.111111
246808897 15 1529.400000 2232.866667
246824896 76 2918.789474 -75.578947
246823778 250 2812.948000 111.884000
246814607 242 2017.169421 1448.462810
246825165 2045 2936.457213 -80.394132
246813481 11 1920.636364 1614.000000
246814447 1144 2002.838287 1478.451049
246809152 2635 1545.943833 2242.576850
246825655 173 2978.271676 -140.167630
246823963 105 2826.095238 121.933333
246818859 1366 2386.934114 854.461201
246810307 15864 1620.890759 2207.195852
246817905 214 2284.537383 1102.065421
246811814 49 1748.020408 2021.959184
246819885 1695 2448.029499 867.353392
246810688 80 1644.887500 2206.487500
246816653 630 2165.060317 1344.919048
246815853 19 2091.421053 1474.473684
246815114 23 2027.130435 1582.391304
246815556 17083 2065.154715 1523.829597
246824160 300 2807.056667 295.496667
248745229 3919 3004.200817 -35.198775
246809648 49 1548.285714 2400.918367
249026697 32355 2351.974131 1056.794004
248743447 651 1577.428571 2350.362519
246824311 285 2815.494737 300.561404
246813621 15 1884.000000 1860.933333
246814947 16 2001.687500 1668.812500
246812074 30 1751.633333 2086.833333
246823794 3152 2762.468591 421.559962
246828165 1171 3152.982921 -225.735269
246816185 999 2099.029029 1541.125125
246820195 9 2449.111111 964.777778
246815604 53 2044.660377 1646.056604
246824990 100 2851.190000 345.270000
246816151 63 2081.349206 1630.444444
246823164 450 2686.571111 625.882222
246814639 16 1943.312500 1880.812500
248743794 1515 1837.612541 2062.344554
246821951 109 2570.770642 863.577982
246827129 33 3027.212121 107.878788
246825411 42 2873.428571 369.428571
246812805 24 1776.083333 2218.458333
246822538 15 2616.200000 815.200000
246830703 292 3339.174658 -384.780822
246826413 446 2958.665919 250.011211
246815480 28 2000.178571 1852.678571
246820360 145 2424.931034 1151.468966
246823005 190 2649.431579 781.889474
246828602 27 3147.777778 -41.148148
246819128 15 2316.000000 1355.266667
246828801 125 3163.936000 -51.976000
246812533 504 1738.932540 2321.103175
249026552 6649804 1106.876758 1045.546354
246823217 31 2655.580645 815.258065
246814660 100 1917.580000 2053.860000
246825814 2230 2882.527803 459.242601
246820671 40 2434.525000 1205.800000
246820058 18 2383.277778 1294.000000
246819283 111 2311.450450 1427.990991
246822232 224 2556.696429 1018.352679
246823374 77 2658.337662 858.792208
246826833 516 2965.385659 362.910853
246815811 6 1994.000000 1979.000000
246812780 28 1735.107143 2425.142857
246830690 12 3300.000000 -167.583333
246813086 60 1757.533333 2401.483333
249027077 28497 3080.819314 192.196056
246819349 32 2301.218750 1521.593750
246815371 67 1952.014925 2106.253731
249026472 4599 1773.353773 2383.570124
246832208 2602 3417.458109 -317.617602
246827182 63 2977.539683 418.190476
246830567 6771 3273.926746 -71.707576
246828405 15940 3085.647491 248.685508
246829305 8 3159.625000 128.000000
246831543 29 3352.758621 -189.103448
246825721 341 2838.891496 668.231672
246814116 6103 1827.874652 2362.008848
246829122 6 3137.000000 196.666667
246811697 236 1613.750000 2743.296610
246824358 49 2705.122449 950.816327
246824146 12 2681.416667 1001.250000
246821475 371 2450.962264 1389.630728
246818575 13 2201.076923 1815.153846
246831648 32 3341.250000 -73.906250
246831843 208 3354.778846 -94.562500
246824281 329 2688.085106 1024.006079
246825638 61 2807.114754 827.819672
246814664 14 1849.000000 2430.785714
246827861 80 3007.550000 503.525000
246831496 15 3320.000000 -14.666667
248745801 680 1578.944118 -0.804412
248745460 46001 3040.332362 457.826069
246832538 152 3405.565789 -146.289474
246831801 31 3340.290323 -27.870968
246832668 8990 3417.677976 -146.605228
246815907 44 1950.909091 2295.522727
246828390 17 3042.764706 481.352941
246833825 320 3512.537500 -292.140625
246822915 16 2549.250000 1329.375000
246812891 1166 1675.040309 2806.806175
246825300 26078 2750.976800 1021.074469
246832481 56 3382.446429 -29.357143
246822556 22 2507.136364 1435.090909
246818118 21 2123.714286 2094.952381
246813799 21 1739.190476 2750.476190
246814571 21 1807.761905 2643.000000
246829443 32 3108.156250 474.687500
246816366 23 1962.304348 2388.391304
246826479 1005 2848.128358 919.481592
246826730 148 2865.033784 894.060811
248744103 22551 1965.291517 2393.670835
246827717 44 2954.181818 754.750000
246815598 118 1892.000000 2521.322034
246835690 1417 3651.887791 -398.585745
246823073 3957 2531.830427 1472.837503
246820440 27052 2306.550052 1856.014491
246834673 24 3552.875000 -218.708333
249026536 1263 1844.443389 2633.189232
246823852 64 2588.953125 1426.687500
246815803 16 1891.875000 2590.562500
246832541 6 3351.166667 174.666667
246827920 5174 2949.765365 848.062234
246814692 59 1781.067797 2829.932203
246828079 431 2952.477958 886.345708
246817470 18302 2023.690635 2440.522839
248744630 329 2220.115502 1918.231003
246817021 3386 1981.575015 2524.428825
246818323 21 2096.428571 2333.952381
246835892 20 3633.400000 -223.100000
246825058 14782 2672.064335 1381.511027
246834672 271 3516.110701 -3.261993
246818158 4869 2073.956665 2398.592319
248746337 682 3638.470674 -192.115836
246816827 1598 1949.590738 2624.382353
246833551 463 3409.125270 202.786177
246831127 353 3193.186969 578.379603
246825180 334 2665.284431 1462.901198
246830082 102 3096.892157 755.029412
246826472 31 2778.870968 1291.419355
246825907 8496 2725.677966 1382.780367
246832103 5278 3267.080902 492.983138
248745471 171463 2948.114993 1025.682013
246820672 941 2266.502657 2169.199787
246816895 126 1935.230159 2730.984127
246833882 81 3416.987654 263.876543
248746491 9 3749.666667 -302.333333
246836638 262 3666.240458 -145.488550
246833133 83 3349.566265 383.807229
246824554 36 2598.277778 1641.166667
246832496 650 3293.089231 482.316923
246828415 406 2942.756158 1066.990148
249027174 3643 3191.152347 669.500412
248744385 254 2075.641732 2572.854331
246838747 12 3837.166667 -361.416667
246829922 15492 3054.077137 951.093855
246816724 40 1900.200000 2883.125000
246823080 6856 2438.923279 1994.005834
246827847 768 2864.688802 1305.242188
246821109 18 2268.888889 2304.111111
246822009 28 2343.321429 2186.285714
246827677 2 2846.000000 1346.000000
248746275 27 3537.296296 201.851852
246833702 948 3365.369198 498.408228
246839429 223 3877.206278 -348.632287
246831942 211 3201.402844 802.042654
246815176 74 1741.513514 3242.945946
246835792 20407 3544.801686 240.963542
246824257 18 2521.500000 1963.555556
246838424 12 3774.000000 -106.833333
248743978 60946 1737.927181 3281.235979
246833458 14 3321.928571 667.357143
249026997 1727 2702.808338 1691.887087
246825809 95 2642.778947 1818.410526
246836101 574 3548.668990 320.796167
246834770 191 3425.403141 541.089005
246839847 122 3874.549180 -199.040984
246817309 6 1898.000000 3095.000000
246838629 10 3769.900000 -22.100000
246840103 1046 3893.918738 -222.896750
246829394 8 2951.125000 1349.375000
246821516 18 2257.722222 2509.222222
246825524 15996 2606.860528 1929.747062
246835058 48 3444.062500 543.479167
246833784 646 3326.486068 752.459752
246823713 22 2438.727273 2236.636364
246826188 31 2658.225806 1873.096774
246819494 221 2076.823529 2851.868778
246819275 29 2056.793103 2883.482759
246841400 43 3992.465116 -323.627907
246818810 4 2012.000000 2980.500000
246840224 671 3883.764531 -116.697466
246823791 36 2431.472222 2302.944444
246832594 19 3206.947368 1020.315789
246824849 4830 2524.605383 2157.458592
246833564 11 3287.363636 897.363636
246828238 132 2823.037879 1681.128788
248746309 3766 3486.898566 581.098513
246821110 63 2194.285714 2748.698413
246832075 8170 3147.524969 1158.926561
246836142 3800 3506.688158 580.483158
246825056 45 2525.533333 2214.822222
249027406 1016 3613.394685 415.179134
246842698 160 4080.412500 -359.012500
246826550 25 2654.840000 2016.040000
246821372 81 2200.913580 2782.876543
246821236 26 2188.230769 2805.692308
246830385 1227 2990.186634 1477.179299
246827702 84 2757.130952 1865.678571
246832217 101 3140.693069 1247.267327
246821141 5287 2173.596179 2860.195007
246830507 693 2989.219336 1523.897547
246826270 8 2613.750000 2153.625000
246824577 337 2465.614243 2400.379822
246824731 19 2475.789474 2381.789474
248745362 184 2725.777174 1965.114130
246826600 7505 2641.453298 2114.322585
246843722 2 4147.500000 -392.500000
246836125 73 3481.178082 719.383562
246830511 12 2981.750000 1552.750000
246840726 26 3879.576923 74.192308
246828491 33 2807.121212 1863.000000
246819711 9 2040.111111 3142.555556
246834786 21 3351.047619 964.142857
246840449 10 3849.700000 144.300000
246838348 95 3669.515789 455.136842
246842815 19 4058.631579 -191.105263
246823454 42 2347.095238 2661.666667
246829563 19 2887.105263 1764.157895
246817948 10 1875.900000 3458.800000
246821626 37 2191.189189 2933.189189
246822095 24 2227.791667 2878.666667
246825046 27 2477.888889 2495.481481
246827114 19 2654.842105 2230.947368
246831307 883 3019.588901 1625.338618
246835282 9423 3368.689802 1041.253847
246830025 46 2905.413043 1827.021739
246831204 6 3002.666667 1664.333333
246843075 2404 4052.885191 -71.510399
246820329 24 2054.291667 3259.916667
246819065 514 1947.457198 3439.815175
246842166 49 3971.163265 66.244898
246844679 29 4195.448276 -296.344828
246836333 263 3456.060837 932.247148
246839022 414 3696.396135 535.519324
246841814 104 3936.355769 135.173077
246838427 3607 3644.068478 624.225672
246831625 1043 3033.674976 1639.688399
246831563 255 3025.066667 1678.062745
246832984 6 3145.666667 1484.166667
246837754 74 3570.891892 792.743243
246834379 379 3263.604222 1314.638522
246845490 68 4240.000000 -293.382353
246821907 40 2164.875000 3167.100000
246830940 133 2958.022556 1851.458647
248744998 2349 2379.031928 2834.373776
246841294 15899 3863.999371 364.115856
246846219 20 4296.950000 -354.050000
246845411 170 4226.005882 -229.329412
246843034 129 4013.806202 133.116279
246840797 38 3814.894737 466.000000
246831655 252 3005.194444 1819.686508
246833371 39 3163.564103 1588.307692
246844383 9 4132.777778 -49.555556
246832297 884 3059.510181 1739.435520
246838564 18 3621.944444 805.555556
246837302 34 3505.852941 996.970588
249027283 1531 3215.821685 1593.022861
246821078 4887 2076.861674 3394.962144
248747454 2220 4269.066667 -259.917117
246842005 28 3910.964286 350.714286
248747271 263 4101.756654 37.536122
246837414 76 3506.157895 1035.684211
246827125 1041 2598.763689 2547.452450
246820715 306 2039.101307 3483.607843
246833729 16 3174.437500 1592.187500
246842276 370 3930.389189 338.810811
246837384 49 3497.061224 1086.102041
246840204 10 3742.000000 681.400000
246829010 910 2756.035165 2324.190110
246844026 36 4073.555556 147.000000
248746599 105283 3588.684564 952.989751
246837461 1289 3497.036462 1109.101629
246832770 42 3077.571429 1809.690476
246844127 13 4072.076923 182.076923
246829811 15 2810.666667 2297.066667
246829192 99 2754.000000 2397.595960
246832923 31 3078.129032 1864.741935
246842026 16 3880.937500 533.437500
246831311 165 2934.218182 2110.096970
246820716 527 2006.719165 3664.056926
246845104 70 4148.928571 96.528571
246830183 92 2831.510870 2302.326087
249026974 13413 2447.567136 2922.514799
246846929 193 4303.025907 -139.595855
246839589 2388 3655.472362 945.889866
246831414 6 2933.166667 2155.666667
249026917 9001 2330.048772 3143.392401
246826782 14 2524.500000 2840.928571
249027304 89820 3213.962892 1673.994856
246836960 568 3421.056338 1350.302817
246826696 13 2512.846154 2879.153846
246824102 2216 2278.472924 3287.247292
246829809 6853 2781.797753 2462.087845
246844370 18 4064.333333 335.444444
246832406 318 3001.405660 2109.481132
246836299 842 3344.723278 1550.028504
248745844 1578 2943.300380 2210.225602
246846767 41 4263.658537 20.146341
246841988 159 3844.113208 721.132075
246835019 79 3224.354430 1762.860759
246843089 17 3937.000000 579.941176
246829347 25 2726.360000 2605.040000
246835787 536 3294.005597 1660.093284
246832340 369 2983.233062 2180.222222
246829164 10684 2711.105859 2634.810277
248746576 764 3516.743455 1295.222513
248744833 1274 2146.698587 3578.818681
246844153 9 4027.333333 448.333333
248745244 95 2474.852632 3033.368421
246847078 24 4277.541667 44.125000
246845138 241 4109.390041 327.244813
246844476 18 4049.277778 428.277778
246835573 4297 3264.278566 1741.379334
246837385 2699 3426.068173 1475.712116
246843104 569 3927.660808 641.015817
246847406 121 4294.099174 52.933884
246838468 127 3517.000000 1355.803150
246846632 36 4228.222222 174.722222
246823922 158 2228.107595 3507.493671
246848177 2139 4357.619916 -36.079009
248747364 9873 4070.397751 400.911172
246836005 153 3295.313725 1733.359477
246821884 62 2049.887097 3808.258065
246846528 480 4217.970833 205.189583
248745115 12890 2356.995966 3296.826610
246830505 11940 2806.064154 2557.256281
246837730 225 3444.542222 1496.360000
246847272 27868 4274.979546 118.452741
246832722 168 2995.797619 2256.767857
246823114 5531 2149.019707 3669.472067
246845555 474 4116.232068 424.867089
246846486 69 4199.739130 288.637681
246834970 1387 3180.935112 1995.426099
246824347 17 2245.705882 3562.529412
248745881 366 2919.898907 2448.797814
246848123 85 4328.294118 105.235294
246843539 54 3926.166667 793.425926
246837933 14 3440.000000 1609.857143
246837744 14 3420.214286 1643.428571
246824839 38 2280.105263 3544.421053
246841759 25 3768.240000 1062.520000
246843954 461 3960.225597 749.800434
246848322 41 4337.609756 121.341463
248747519 132 4189.833333 368.977273
246839203 1853 3544.880194 1449.501349
246837579 720 3395.458333 1721.604167
246837968 226 3428.358407 1665.048673
246839659 550 3577.727273 1420.423636
246845909 152 4121.335526 521.335526
246841654 84 3743.571429 1175.500000
246826375 15 2399.133333 3419.866667
246845757 57 4100.052632 592.157895
246839332 168 3534.166667 1544.386905
246823369 16 2123.875000 3900.437500
248745989 7283 2983.275985 2474.498421
246846863 22 4186.909091 482.681818
246842946 62 3843.451613 1068.338710
246835911 956 3222.548117 2108.505230
246834755 15 3114.200000 2300.666667
246823591 79 2130.594937 3943.189873
246833234 17 2977.058824 2541.411765
246834230 13 3059.000000 2411.615385
249026875 21888 2118.338542 3966.310216
246848936 36 4350.138889 266.916667
246841583 3419 3688.785025 1340.502194
246846636 143 4151.160839 613.510490
246824201 103 2173.728155 3917.427184
246825177 5 2257.800000 3777.400000
246838416 25 3428.200000 1830.120000
249026891 360104 2126.288875 3973.737565
246824193 19 2170.105263 3935.210526
246829880 42 2673.238095 3099.476190
246835039 187 3118.497326 2374.502674
246843120 27674 3829.597022 1196.507697
246837798 93 3359.967742 1991.817204
246841484 21 3679.809524 1470.238095
248745052 2421 2218.503098 3894.489467
246841239 19 3654.736842 1522.052632
246841958 15 3720.000000 1419.000000
246844642 61 3956.590164 1029.803279
246834967 58 3096.913793 2473.017241
248746043 58983 2969.736212 2693.350101
246829422 51 2610.176471 3301.745098
246840844 175 3609.051429 1641.445714
248746380 52 3228.519231 2275.019231
246827732 192 2460.947917 3558.343750
246827244 203 2414.807882 3636.039409
246839042 638 3451.481191 1920.625392
246846231 266 4076.954887 876.875940
246847435 27 4180.666667 708.814815
248745837 137715 2800.543383 3008.566053
246833080 578 2916.695502 2817.669550
246843457 41 3829.780488 1307.756098
246835168 54 3098.685185 2532.111111
249027047 8382 2443.991529 3620.220830
246842327 45 3728.533333 1488.355556
248745358 994 2427.391348 3653.227364
246833584 25 2954.560000 2786.880000
246827676 55 2443.745455 3647.836364
249027279 2755 2995.549183 2722.180762
249027519 5580 3545.828136 1806.619713
246847660 14 4185.357143 755.642857
246843422 5 3814.600000 1376.400000
249027826 7881 4274.256440 610.169395
246827153 10 2389.700000 3767.500000
246850001 30 4384.333333 445.533333
246849886 17 4373.294118 459.294118
246845784 15 4011.800000 1095.333333
248745668 907 2626.368247 3421.851158
246827826 41 2432.219512 3748.634146
246826758 17 2334.470588 3917.823529
246835943 742 3141.580863 2570.985175
246838477 29 3369.965517 2193.551724
246827745 110 2424.327273 3771.390909
246828488 3538 2488.723007 3669.741662
246836849 443 3218.318284 2460.259594
246847267 16671 4127.425709 945.549637
246845093 129 3940.449612 1263.782946
246835520 11 3100.000000 2669.181818
246829718 28 2587.714286 3530.428571
246840736 341 3550.879765 1932.510264
248746032 51571 2910.608132 2996.376549
246834824 22325 3027.905398 2806.580246
