SourceID Photons AvgX AvgY
818807475.400000 1844 -4.162690 1293.927332
1099052373.400000 212 126.254717 3040.490566
1099051263.400000 170 -69.388235 3105.111765
1099051839.400000 185 44.443243 3113.421622
1099053650.400000 956 139.942469 2127.457113
1099054281.400000 1066 289.506567 2316.103189
1167411700.400000 1341 269.618195 2229.592095
990066405.400000 23961 -47.186428 1963.048412
1167411336.400000 486 158.018519 2611.973251
1167411525.400000 113 224.115044 2439.557522
1099053934.400000 13002 286.001923 2558.107676
1099052770.400000 2084 51.119002 2409.881478
990066464.400000 1153 160.627060 2460.951431
1167411377.400000 367 140.378747 2456.858311
1099052761.400000 1313 -5.056359 495.950495
1167411122.400000 261 24.145594 2498.708812
1167411085.400000 269 2.605948 2095.159851
1099052392.400000 5927 42.535009 2652.817952
818809934.400000 4503 1475.080835 3773.125916
1099057849.400000 153 1266.052288 3929.712418
1099057456.400000 7948 1162.553850 3759.549824
1167412763.400000 145 1172.082759 3804.289655
1099057177.400000 780 1152.321795 3911.811538
1099052534.400000 14417 315.718596 3776.325241
588514368.400000 130462 449.395357 3857.726541
1099053124.400000 690 388.175362 3630.007246
818808007.400000 178591 469.029380 3815.321209
1167411694.400000 19057 671.316577 4052.997324
1099055500.400000 345 864.950725 3943.742029
818808685.400000 12070 792.290307 3726.914664
1099054338.400000 187 613.315508 3730.791444
1099053979.400000 351 611.116809 3990.207977
990066609.400000 2469 704.431754 3902.837991
1099056570.400000 426 977.248826 3622.307512
1099057101.400000 423 1184.229314 4123.170213
1099055828.400000 132 964.090909 4132.810606
1099053845.400000 226848 493.852791 3582.310181
1108248081.400000 3307 199.645298 3344.478379
1167411191.400000 692 236.303468 3312.778902
1099052941.400000 118 321.567797 3489.915254
818807824.400000 150503 234.171997 3155.900939
818808261.400000 16016 441.334041 3106.508741
1099054081.400000 229 525.541485 3534.135371
1167411556.400000 598 466.451505 3466.076923
1167411642.400000 807 525.543990 3524.510533
1099059374.400000 260 1438.111538 3495.296154
1108249707.400000 7932 1044.458649 3204.014246
1158269579.400000 50309 1014.044883 3543.772903
1167411882.400000 1310 398.692366 2358.417557
1167411660.400000 269 361.420074 2742.427509
818808508.400000 126664 479.971270 2684.851149
1099056110.400000 84 720.107143 2789.309524
1099056705.400000 143 830.412587 2811.636364
1099057589.400000 269 996.115242 2904.613383
1099056614.400000 80 838.700000 2915.075000
1167412464.400000 1695 825.955752 2956.562242
588514542.400000 24721 965.854213 3076.564095
1099054400.400000 399 439.786967 2891.882206
818808624.400000 5242 569.743228 2872.441244
1108249256.400000 174 844.678161 3455.522989
1167412220.400000 802 726.335411 3073.750623
818815655.400000 571 3783.868651 570.437828
1099074896.400000 1139 3467.561896 482.141352
1099075289.400000 1931 3566.518384 633.093734
1108255347.400000 1307 3596.591431 621.614384
1099077523.400000 625 3848.280000 170.096000
818815913.400000 109241 3823.703994 149.300034
1167418446.400000 515 3436.883495 390.965049
1108255562.400000 199 3692.889447 487.693467
1099076166.400000 2056 3685.663424 486.568580
818816084.400000 3570 3871.358824 -68.527451
1099077136.400000 9642 3748.624144 19.653391
1167418032.400000 50 3131.900000 4.720000
1108255141.400000 179 3347.620112 41.843575
818815724.400000 10639 3932.722906 1124.723094
1108255631.400000 688 3821.438953 916.986919
1099077643.400000 13914 4035.856260 947.925614
1099077731.400000 208 3106.971154 253.149038
1099078033.400000 12303 3949.960741 294.930098
1099078389.400000 87 4051.850575 434.931034
1099077177.400000 917 3875.705562 578.625954
1167419632.400000 176 3992.528409 132.960227
1158271926.400000 8510 3712.870505 26.221152
818816287.400000 8967 3403.289729 -26.438720
1108256073.400000 1201 3898.193172 183.691091
1167419555.400000 1253 3962.069433 152.994413
1099078248.400000 113895 3987.364994 251.387515
1099078636.400000 278 4038.784173 191.503597
1099078597.400000 959 4074.601668 391.798749
1108250159.400000 3479 603.722334 72.107215
1099058630.400000 278876 573.452534 131.513027
1099063216.400000 8503 1703.880866 1829.751264
1158270373.400000 42920 1904.735158 1988.613234
1158270517.400000 21850 2039.978215 1534.604485
1099061587.400000 245 1334.612245 1382.281633
1099062773.400000 123510 1618.464772 1773.507878
1099062313.400000 14180 1506.106417 1606.780113
1167414335.400000 46 1477.782609 1432.565217
1099064045.400000 76629 1855.494212 1825.939396
1099066564.400000 3576 2052.897931 696.080257
818811985.400000 235250 1941.532582 788.357433
818812285.400000 29281 2098.105051 803.378676
1108252541.400000 131 2023.083969 772.305344
818811467.400000 1225 1603.257959 740.249796
1167415234.400000 1237 1907.639450 1185.470493
1108252354.400000 1416 1967.880650 981.232345
1099058834.400000 3595 685.949930 484.703477
1099059756.400000 11147 906.742173 798.836638
1099059826.400000 70014 908.345088 748.443526
588514625.400000 232325 857.968617 512.243431
1099061665.400000 460 1297.984783 1153.136957
1099061562.400000 2101 1288.435031 1184.477868
990067395.400000 32820 1348.907770 969.155911
1099061946.400000 2041 1300.358648 969.240568
1167414195.400000 422 1318.547393 1045.007109
1099061827.400000 724 1298.214088 1043.270718
1108250680.400000 187 1074.064171 938.625668
1167414371.400000 213 1324.004695 666.816901
1099061925.400000 1101 1217.851045 617.799273
1167414184.400000 115 1288.713043 940.121739
818810680.400000 280040042 23.983441 15.980928
1099060943.400000 1709 1051.770626 596.666472
426055719.400000 13686 1009.353938 649.007161
1167414541.400000 194 1406.371134 622.345361
1108251285.400000 267 1363.651685 873.700375
1158270236.400000 683 1467.112738 957.414348
426056120.400000 21650195 301.647763 167.293427
1099063472.400000 180 1555.494444 951.555556
818810830.400000 14201501 379.952496 343.441392
1099063111.400000 1231 1581.232331 1339.125102
1099062767.400000 101 1475.861386 1127.653465
818810832.400000 3605 1394.087379 1105.694591
588514839.400000 138886 2004.724357 1405.868482
1167415222.400000 1253 1923.390263 1285.648843
1099065062.400000 2728 1931.428519 1347.296554
990067723.400000 207325 1961.157598 1372.192041
1099064234.400000 87 1761.218391 1253.816092
1167415071.400000 188 1865.303191 1406.771277
1099062857.400000 30179 1456.547566 979.796680
1099063773.400000 75235 1671.271363 1183.810992
990067955.400000 4435999 1674.937626 480.066300
426056495.400000 3807 2001.785658 -54.391647
818811827.400000 1314 1670.470320 -26.854642
1108252568.400000 1573 1850.787031 -102.073744
818812374.400000 639630 1987.209853 49.533685
1099066930.400000 540 1979.072222 79.788889
1099065484.400000 259 1840.965251 621.749035
1099065519.400000 57 1831.508772 549.438596
1167415459.400000 68 1873.455882 539.941176
1099064019.400000 365 1497.915068 222.515068
1108251738.400000 89 1538.179775 463.089888
1099064654.400000 206 1629.883495 328.422330
1108251917.400000 27 1571.407407 191.814815
1099065069.400000 2207 1741.732669 479.000906
1099065044.400000 465 1709.658065 357.574194
990067093.400000 8772 689.710556 330.555404
1099060647.400000 225 983.035556 488.755556
1099059337.400000 5114 732.501173 313.733281
1167413520.400000 7348 804.205498 342.691889
1099060628.400000 3673 856.754969 -65.918051
818810352.400000 678 869.196165 -40.435103
1099061584.400000 653 1058.280245 123.791730
1158270278.400000 536 1419.160448 383.052239
1099063386.400000 286 1365.045455 180.202797
1167414406.400000 46 1235.065217 186.391304
1158270349.400000 25815 1441.663916 33.978191
1099062016.400000 108433 1110.968700 27.818616
1099070839.400000 315 3540.768254 4136.593651
426057266.400000 15432 3730.515098 2650.468313
990068673.400000 5352 3732.676756 2609.422272
1167418458.400000 583 4039.461407 3152.895369
1167418527.400000 80 4067.425000 3106.225000
818815191.400000 1451 4105.377671 3144.470021
1099075314.400000 5619 3975.095391 2580.310198
990068901.400000 7900 4079.514304 2633.464430
1158271603.400000 378848 892.733405 625.562080
1099075579.400000 825 4105.229091 2905.693333
990068761.400000 4677 3931.675433 2818.257430
1099074451.400000 262 3895.935115 2801.614504
1158271535.400000 320252 3925.582594 2757.130004
1099066083.400000 724 2321.535912 2348.352210
1158270580.400000 33975 2302.254364 2337.376306
1108252107.400000 1664 2164.424279 2460.060096
818812271.400000 1862 2593.097207 3095.542427
818812279.400000 98381 2596.772395 3096.169189
1167415838.400000 410 2606.729268 2976.148780
426056443.400000 6522 2550.353266 2788.857712
1167415537.400000 128 2398.953125 2792.210938
1108252570.400000 369 2498.718157 2869.192412
1099066467.400000 1065 2463.499531 2686.238498
1099069426.400000 5116 3265.229672 3953.291439
1099069335.400000 8016 3229.340818 3847.899576
818813183.400000 712 3256.394663 3889.200843
1099070620.400000 68 3341.470588 3381.794118
1108253785.400000 1109 3336.981966 3569.525699
1099069984.400000 2379 3266.367381 3496.718789
1167416945.400000 2586 3316.563032 3501.900619
1099067284.400000 1196 2729.618729 3215.631271
426056553.400000 65185 2835.388878 3407.731211
1099068361.400000 1728 2944.907407 3350.587963
426056679.400000 1142198 3107.372192 3862.121771
1099072183.400000 256 3432.464844 2546.957031
1099071851.400000 955 3375.959162 2548.304712
1099070059.400000 79 3091.151899 2643.797468
1108253553.400000 480 2956.356250 2394.627083
818813137.400000 5917 2927.444313 2580.473044
1099071759.400000 61 3440.590164 2921.836066
818813477.400000 10351 3162.971211 2850.892667
426056937.400000 237492 3249.857810 2841.888219
1099071490.400000 16150 3418.602848 3042.349783
1167416947.400000 1103 3151.601088 2726.564823
1099071799.400000 1301 3429.429669 2841.648732
588515060.400000 68551430 215.544474 181.911457
1158271152.400000 105 3274.600000 2711.485714
1099070505.400000 14464 3266.878526 3125.926369
1108253551.400000 4999 3073.146229 2937.395079
1099069441.400000 12566 3086.195926 3113.973500
1099070135.400000 395 3201.149367 3098.225316
1099068548.400000 573 2798.509599 2520.614311
1099068389.400000 136 2765.727941 2497.654412
1108253155.400000 254 2768.468504 2644.133858
1158270883.400000 197 2852.939086 2676.472081
818812945.400000 18290131 608.795616 552.796742
1167416270.400000 2363833 2754.574198 2572.322248
1167416309.400000 2038 2905.104024 3165.145731
1099067967.400000 480 2752.960417 2780.395833
990068045.400000 388674 2789.333483 2811.629113
1099068773.400000 2173 2965.159227 3105.252646
1158270969.400000 226 3037.008850 2836.106195
1108253446.400000 204 2998.720588 2922.186275
1099068555.400000 72 2877.305556 2859.458333
1099068869.400000 1313 2937.971820 2900.268088
1099072923.400000 952 3610.970588 2731.891807
1099073740.400000 1495 3836.119064 3111.895652
1158271494.400000 219 3973.872146 3318.981735
1108255018.400000 557 3655.436266 2950.369838
1099073331.400000 5709 3783.389911 3199.789105
1158271315.400000 82 3572.463415 2887.500000
1158271401.400000 516 3444.532946 2782.614341
1108253862.400000 260 3427.819231 3794.176923
1099070623.400000 4023 3409.434253 3819.185931
426057126.400000 130965 3773.442149 3847.110762
1108254018.400000 118 3403.194915 3271.466102
1108254351.400000 153 3680.045752 3686.660131
1108253961.400000 114 3487.394737 3827.114035
818813935.400000 812757 3599.245815 3768.817309
1167418291.400000 3793 4090.838914 3816.589507
1108254881.400000 112 4023.241071 3825.732143
1158271516.400000 12490 4081.180384 3669.415773
1099074272.400000 754 4044.966844 3640.123342
818814900.400000 417930 286.726461 251.000041
1099073384.400000 3694 3899.188955 3698.438008
1108254945.400000 98 4016.204082 3652.948980
1099073281.400000 809 3854.260816 3563.846724
1167418040.400000 52 3920.884615 3607.923077
1099065657.400000 77 2198.610390 2125.337662
1099067909.400000 2841 2623.403379 2223.351637
1099067678.400000 19836 2600.434311 2308.376689
1167416079.400000 11258 2597.058980 2313.181915
1108252682.400000 3974 2388.099144 2070.761953
1099066901.400000 143 2411.741259 2093.503497
1099066904.400000 284484 2441.201551 2219.286916
818812117.400000 12710 2240.060897 1872.154839
1167415762.400000 2693 2310.680282 1829.468994
818812250.400000 13740 2309.072198 1835.293304
426056436.400000 2603 2350.623127 1929.274299
1099066731.400000 611 2351.649755 1923.176759
1167415811.400000 26 2375.769231 1980.230769
818814016.400000 1583 3324.099810 2286.641188
1099069927.400000 62 2908.870968 1900.516129
1167417198.400000 4418 3125.300589 2010.580579
990068326.400000 17555 3069.730276 1990.151410
818813400.400000 4713 2907.416083 1856.397624
1167416865.400000 17653 2907.146944 1793.529032
1108253492.400000 26716 2914.596646 2377.802328
1099068812.400000 77 2794.000000 2283.415584
1099070331.400000 2514 3071.815831 2350.847653
1099069711.400000 400 2903.872500 2043.610000
1099067811.400000 520 2307.000000 853.636538
1167416390.400000 72 2496.902778 1093.402778
1099068528.400000 131 2484.801527 1086.557252
1099068240.400000 186 2433.919355 1092.000000
1099067453.400000 92 2253.652174 901.250000
1167415694.400000 424 2178.957547 1416.764151
1108252495.400000 64419 2102.156056 1256.117729
1099066485.400000 231 2147.943723 1226.991342
1099067117.400000 20362 2276.410765 1286.734456
1099069582.400000 200 2772.175000 1542.030000
818813209.400000 1442 2735.574202 1531.128294
1099068360.400000 427 2543.482436 1502.941452
1099069019.400000 189 2632.100529 1360.947090
1167415988.400000 302 2321.483444 1300.791391
1108253286.400000 311 2515.070740 1145.971061
1099068433.400000 72 2484.513889 1163.736111
1099069654.400000 553 2806.660036 1641.359855
1108253484.400000 860 2757.816279 1692.998837
818812097.400000 44493 2133.689389 1469.726204
1099066847.400000 48 2322.708333 1707.250000
1099068382.400000 1644 2723.886861 2309.252433
1099067591.400000 159 2528.446541 2030.358491
1108253229.400000 412 2698.388350 2149.405340
426056631.400000 16476 2658.116108 2123.107126
1099068121.400000 44 2624.227273 2060.931818
1099068057.400000 234 2541.782051 1731.405983
1167418799.400000 5489 3831.397158 1280.865185
1167418709.400000 387 3737.501292 1107.235142
818815361.400000 26620 3867.829977 1648.253494
1099077185.400000 3123 4077.017931 1513.620877
1099076633.400000 84 3947.226190 1376.392857
1099077007.400000 127 4020.551181 1402.622047
1108255590.400000 363 3909.597796 1422.424242
588515163.400000 42437680 365.374935 218.502338
1108254699.400000 23966 3575.356922 2209.451765
1099075095.400000 58 3938.758621 2523.413793
1108255470.400000 894 4052.824385 2393.866890
1099075136.400000 101 3857.782178 2119.673267
990068846.400000 31051 3878.401436 2050.569064
1108255150.400000 2417 3783.726107 2021.016549
818815029.400000 1908 3761.305031 1942.918239
818815124.400000 47218 3875.144500 2236.540154
818814780.400000 395 3706.746835 2248.372152
1099074927.400000 111 3906.981982 2498.378378
1158271575.400000 250 2451.840000 1499.296000
426057437.400000 76977850 228.535148 140.102756
818815241.400000 225 3156.253333 1651.720000
1167418700.400000 170 3930.741176 2036.076471
1099075983.400000 629 3972.038156 1968.648649
1158271616.400000 13671 3886.529734 1903.490747
426057520.400000 5352243 2683.171003 1279.506064
1099076385.400000 1382 4080.192475 2164.616498
1099076251.400000 4671 2302.229715 1099.459645
1099076628.400000 162 4109.827160 2109.166667
818815575.400000 236159 903.620603 452.727891
1099072257.400000 1777 2877.795723 -78.025324
818812567.400000 4673 2216.730366 602.558956
818812740.400000 1077 2318.826370 666.544104
818813092.400000 126986 2519.051360 629.972666
1099068304.400000 19869 2340.556495 616.151442
1099070691.400000 37866 2780.471399 746.430201
1108253698.400000 152 2629.730263 518.197368
1167417138.400000 12872 2765.656075 520.673089
1099070669.400000 101 2717.455446 470.475248
1099069345.400000 65 2410.507692 73.492308
1099069035.400000 433 2343.618938 23.517321
1099069647.400000 645 2514.085271 295.455814
1099068761.400000 246 2315.569106 127.780488
818812815.400000 868 2283.250000 325.089862
426056649.400000 8497 2291.719077 304.923855
818813245.400000 25209 2558.437463 634.108414
990068190.400000 51970 2535.593323 538.240523
1099069683.400000 591 2577.722504 563.668359
818814801.400000 7623 3290.689624 285.392234
818814381.400000 14264 3178.431716 722.574453
426057142.400000 416535 3115.682077 729.268242
1099070967.400000 6796 2766.461154 467.153325
1099073162.400000 12871 3077.077383 71.715407
1108254499.400000 186 2979.897849 33.456989
1099072728.400000 347 3027.276657 205.550432
1167416781.400000 14399 1213.815543 -3.899646
818813520.400000 1154 428.456672 -3.179376
818813368.400000 9905 2491.201312 9.509743
990068389.400000 7694 2742.949831 46.156875
1158271123.400000 98 2677.193878 112.816327
1099070663.400000 209 2682.641148 313.990431
1099071072.400000 389 2751.082262 322.961440
1167417274.400000 124 2778.322581 240.919355
818814963.400000 1584 3511.362374 937.404040
1099075284.400000 5419 3677.874147 1156.876361
1108255319.400000 507 3685.262327 1116.723866
1099074885.400000 107 3617.065421 1179.373832
1108254613.400000 180 3224.700000 839.572222
1099073117.400000 689 3271.709724 1002.388970
990068571.400000 423 3212.900709 985.092199
1099074192.400000 3690 3601.060976 1638.650407
1099074568.400000 10479 3637.404905 1503.588797
1099073860.400000 852 3509.855634 1499.725352
1099075130.400000 716 3689.171788 1337.810056
1099073652.400000 795 3396.367296 1140.046541
1108254758.400000 70 3389.342857 1237.571429
818812696.400000 2175328 2311.989482 709.430065
1108253268.400000 136 2481.977941 1046.176471
1099069176.400000 5362 2542.456360 835.813502
1167416498.400000 4277 2518.678279 911.759878
1099068526.400000 108 2409.166667 744.712963
818813540.400000 41741 2855.904051 1277.385496
1167416970.400000 4976 2849.458400 1277.636053
1167416968.400000 11960 2790.738462 1001.095569
1099069405.400000 212 2573.547170 783.014151
1099069347.400000 75 2586.280000 878.733333
1108254525.400000 473 3500.295983 2360.600423
1167417911.400000 1270 3540.356693 2169.520472
990068657.400000 30814 3517.757253 1716.281268
990068699.400000 607 3596.049423 1807.187809
1099072928.400000 163 3379.447853 1657.116564
1108254733.400000 9661 3557.804265 2031.143463
1099070478.400000 291 2938.261168 1632.089347
1099071216.400000 423 3086.011820 1755.832151
1099072093.400000 10077 3302.255235 2023.097847
1108254209.400000 144 3130.694444 1524.298611
1167417168.400000 240 2976.083333 1384.887500
1158271146.400000 221 2958.538462 1317.841629
1108254713.400000 8812 3430.488879 1502.761008
1099071483.400000 424 2967.066038 967.169811
1099072006.400000 70 3054.771429 961.542857
1099072517.400000 138 3190.528986 1147.094203
1099072573.400000 2391 3242.382685 1347.149310
1099071721.400000 40836 3077.497502 1277.713072
1099072504.400000 296403 3260.887083 1486.263533
1158271295.400000 5389 3236.639265 1488.969939
1099071817.400000 54040 3120.974741 1401.300296
1099072079.400000 50428 3136.814329 1268.708575
990068436.400000 1215 3112.983539 1325.332510
97118608.500000 475 2342.170526 3716.054737
91513619.500000 141 2067.411348 3524.631206
91513689.500000 24 2682.791667 3544.500000
14610317.500000 454 2325.737885 3152.158590
84334387.500000 235 2243.936170 3412.651064
64040203.500000 269 2527.382900 3936.981413
91513485.500000 133 33.067669 331.616541
64040140.500000 58 1738.293103 2061.068966
94535355.500000 103 1697.330097 3619.553398
91513554.500000 78 1178.717949 2329.384615
103838324.500000 527 1975.041746 1958.779886
64040117.500000 419 1475.274463 1525.224344
84334365.500000 62 1034.548387 254.370968
91513785.500000 47 3327.085106 2453.212766
64040293.500000 40 2814.725000 2935.350000
64040340.500000 350 2897.728571 1909.594286
91513770.500000 71 3056.112676 1823.535211
2220794523.100000 0 nan nan
2232212593.100000 0 nan nan
2226472183.100000 36 381.333333 2873.777778
2224163978.100000 48 393.062500 2853.166667
2219958977.100000 17 345.470588 2834.764706
2229104606.100000 0 nan nan
2235105834.100000 0 nan nan
2225266225.100000 0 nan nan
2231332500.100000 0 nan nan
2219809872.100000 0 nan nan
2222961142.100000 2 282.000000 3100.500000
2220787919.100000 0 nan nan
2233562123.100000 0 nan nan
