#The following SEDs are for the blue horizontal branch stars in the catalog
#These are Kurucz models
#sedfilename,number
km50_5750.fits_g15_5930,147
km40_6250.fits_g30_6370,189
km50_6000.fits_g30_6080,62
km50_6250.fits_g25_6250,236
km30_5000.fits_g10_5220,136
km30_5250.fits_g00_5330,23
km45_5250.fits_g10_5490,47
km40_6250.fits_g35_6370,83
km50_5750.fits_g25_5870,22
km50_6500.fits_g40_6520,80
km45_4000.fits_g10_4140,41
km30_5250.fits_g10_5350,332
km40_6250.fits_g50_6470,2
km50_6250.fits_g30_6270,248
km30_5250.fits_g10_5430,234
km45_4000.fits_g15_4060,7
km30_5250.fits_g15_5250,7
km45_5250.fits_g15_5490,83
km50_6000.fits_g25_6180,254
km50_6500.fits_g40_6580,153
km30_5250.fits_g20_5430,48
km50_6250.fits_g35_6270,224
km40_6500.fits_g35_6500,151
km30_5250.fits_g25_5450,1
km30_5500.fits_g10_5680,49
km45_4250.fits_g00_4250,2664
km50_6500.fits_g45_6600,17
km45_5500.fits_g10_5720,26
km50_6500.fits_g50_6720,1
km50_6000.fits_g30_6140,25
km50_6000.fits_g45_6240,1
m0.0Full.dat,502
km45_3750.fits_g20_3950,225
m0.1Full.dat,20417
km45_5000.fits_g00_5040,62
km50_6250.fits_g40_6450,67
km50_6250.fits_g35_6330,156
km45_5750.fits_g15_5810,32
km45_4000.fits_g10_4060,854
m2.0Full.dat,37498
km50_6250.fits_g45_6390,7
km50_6250.fits_g50_6330,3
km45_4000.fits_g15_4040,38
km45_5750.fits_g20_5810,33
km50_6250.fits_g35_6390,219
km45_5000.fits_g00_5080,80
m4.6Full.dat,17565
km50_6500.fits_g35_6520,669
km45_4250.fits_g00_4290,1836
km45_6000.fits_g20_6100,30
km45_5000.fits_g00_5120,60
km50_6250.fits_g35_6470,388
L2_2Full.dat,269
km45_6000.fits_g30_6000,10
km30_5500.fits_g15_5620,184
km45_4250.fits_g00_4310,514
km45_5000.fits_g00_5160,56
km45_6000.fits_g35_6000,4
l4Full.dat,32
km45_5000.fits_g10_5160,1
km30_5500.fits_g20_5560,100
km50_6250.fits_g35_6490,260
km45_6000.fits_g40_6120,3
km45_6000.fits_g45_6080,1
m6.3Full.dat,7575
km30_6000.fits_g25_6040,600
km45_5250.fits_g00_5310,32
km45_5000.fits_g00_5140,85
m0.6Full.dat,28320
km30_6000.fits_g30_6060,676
km50_6250.fits_g40_6270,21
km45_6250.fits_g35_6490,87
km30_6000.fits_g40_6080,24
km45_6250.fits_g45_6450,1
km50_6250.fits_g45_6270,4
km50_6250.fits_g50_6290,1
km30_6000.fits_g45_6160,17
km45_5250.fits_g10_5430,117
km30_6000.fits_g50_6200,5
km50_6250.fits_g50_6410,3
m4.4Full.dat,18893
km45_5250.fits_g05_5270,91
km30_6250.fits_g35_6250,247
km50_4250.fits_g00_4270,2775
km45_5250.fits_g15_5390,27
m4.5Full.dat,18209
km50_5500.fits_g05_5680,33
km50_6500.fits_g40_6600,277
m5.4Full.dat,9637
km45_5250.fits_g05_5430,42
km45_5250.fits_g20_5470,4
L2_4Full.dat,200
km50_5750.fits_g15_5750,210
km45_5500.fits_g15_5600,71
km50_5750.fits_g30_5910,1
km45_5250.fits_g05_5450,47
km30_6250.fits_g35_6370,337
km30_6250.fits_g45_6250,16
km45_5500.fits_g15_5740,26
m0.9Full.dat,29176
km30_6250.fits_g45_6490,15
km45_5250.fits_g10_5250,21
m6.0Full.dat,8898
km50_6000.fits_g25_6080,124
km30_6500.fits_g45_6620,26
km45_5500.fits_g20_5700,15
km35_4000.fits_g05_4140,17
m3.1Full.dat,27501
km45_5250.fits_g10_5410,132
km45_5750.fits_g20_5770,22
km35_5250.fits_g05_5430,74
km45_5250.fits_g20_5390,1
km50_6000.fits_g25_6100,166
km35_5250.fits_g10_5290,167
km45_6000.fits_g20_6020,32
m4.2Full.dat,19558
km45_5500.fits_g05_5560,19
km35_5250.fits_g10_5450,239
km45_6000.fits_g35_6200,42
km50_6250.fits_g30_6350,293
km35_5500.fits_g15_5600,109
km45_6000.fits_g40_6240,7
km45_5500.fits_g20_5540,14
m4.9Full.dat,16226
km45_6000.fits_g45_6060,3
km45_5750.fits_g25_5770,1
km45_6000.fits_g45_6220,1
km50_6250.fits_g40_6350,55
m5.0Full.dat,15372
km45_6250.fits_g30_6250,124
km45_6000.fits_g20_6180,94
km50_6250.fits_g40_6470,55
km35_5500.fits_g20_5640,40
km45_6250.fits_g40_6290,16
km50_6250.fits_g45_6250,1
km50_6250.fits_g50_6430,2
km45_6000.fits_g25_6080,23
km35_5500.fits_g20_5660,47
km35_5500.fits_g25_5600,3
m5.7Full.dat,6403
km35_5750.fits_g10_5830,19
km50_3750.fits_g30_3850,594
km35_5750.fits_g10_5850,26
km50_6500.fits_g40_6560,95
km35_5750.fits_g10_5910,5
km45_6000.fits_g25_6240,94
km35_5750.fits_g15_5830,57
km45_6000.fits_g40_6200,9
km50_6500.fits_g45_6580,16
km50_6500.fits_g50_6600,1
km50_4000.fits_g00_4220,1279
km35_5750.fits_g20_5810,79
km35_5750.fits_g20_5850,96
km50_4000.fits_g05_4220,17
km45_6250.fits_g30_6370,314
m1.4Full.dat,32585
km35_5750.fits_g20_5890,77
m2.3Full.dat,36029
km50_4000.fits_g10_4080,6592
km45_6500.fits_g35_6500,55
km35_5750.fits_g25_5750,5
km35_5750.fits_g25_5930,42
km35_5750.fits_g30_5790,2
m4.3Full.dat,18922
km50_4250.fits_g00_4330,22
m5.2Full.dat,12490
km50_4000.fits_g00_4240,2963
km50_5250.fits_g05_5310,359
km50_5250.fits_g15_5350,8
km50_4000.fits_g05_4120,531
m6.8Full.dat,2663
km50_5500.fits_g05_5520,126
km50_5000.fits_g00_5160,234
km35_6000.fits_g15_6000,63
km50_5500.fits_g15_5680,210
km50_5250.fits_g00_5310,146
km50_5500.fits_g25_5520,1
km50_5250.fits_g15_5310,2
km35_6000.fits_g30_6120,385
km50_5750.fits_g10_5850,1
km35_6000.fits_g35_6220,199
km50_5250.fits_g15_5470,230
km50_5750.fits_g20_5910,150
km35_6250.fits_g25_6290,479
km50_5250.fits_g20_5490,17
km35_6250.fits_g50_6310,4
km35_6250.fits_g50_6470,2
km50_5750.fits_g30_5970,53
km35_6500.fits_g45_6520,10
km35_6500.fits_g50_6580,2
km50_5500.fits_g00_5500,21
km35_6500.fits_g50_6600,1
km50_6000.fits_g20_6080,223
km40_4000.fits_g05_4140,308
km40_4750.fits_g00_4970,1
km50_5500.fits_g05_5500,143
km50_6000.fits_g25_6000,57
km50_6000.fits_g45_6120,1
km40_5000.fits_g05_5200,143
km50_5500.fits_g05_5580,87
km40_5000.fits_g10_5220,20
km50_6250.fits_g25_6270,332
km40_5250.fits_g00_5330,21
km50_5500.fits_g10_5680,144
km50_6250.fits_g35_6250,198
km40_5250.fits_g10_5270,42
km50_5500.fits_g10_5740,92
km40_5250.fits_g10_5450,142
km50_6250.fits_g40_6430,50
km50_5500.fits_g15_5720,206
km40_5250.fits_g20_5450,8
km40_5500.fits_g20_5700,41
km50_5500.fits_g15_5740,160
km40_5500.fits_g25_5660,4
km50_6500.fits_g40_6500,56
km40_5750.fits_g15_5850,43
km50_5500.fits_g20_5700,64
km50_6500.fits_g40_6620,125
km40_5750.fits_g15_5950,43
km50_6500.fits_g45_6680,24
km40_5750.fits_g25_5870,22
km50_5750.fits_g10_5770,143
km40_5750.fits_g30_5870,14
km40_5750.fits_g30_5950,1
L1_7Full.dat,170
km50_5750.fits_g10_5810,31
km40_6000.fits_g25_6080,63
L2_1Full.dat,195
km50_5750.fits_g15_5910,123
km40_6000.fits_g25_6200,187
L4_2Full.dat,1009
km40_6000.fits_g30_6100,8
L6_8Full.dat,2
L7_3Full.dat,1
km50_5750.fits_g20_5970,190
km50_5750.fits_g25_5810,11
km40_6000.fits_g30_6160,163
m5.1Full.dat,13797
km40_6250.fits_g35_6410,130
km50_6000.fits_g25_6160,223
km50_6000.fits_g25_6220,284
m7.2Full.dat,1747
km40_6250.fits_g35_6470,126
km50_6000.fits_g35_6100,72
km45_4250.fits_g00_4330,79
km50_6000.fits_g35_6200,183
km50_6000.fits_g45_6140,1
km45_4250.fits_g00_4350,18
km45_5000.fits_g00_5060,77
km45_5000.fits_g10_5180,3
km50_6250.fits_g30_6390,354
km45_5250.fits_g00_5350,17
km45_5250.fits_g15_5370,17
km50_6250.fits_g35_6310,224
km45_5500.fits_g05_5740,1
km45_5500.fits_g10_5540,38
km50_6250.fits_g40_6370,69
km45_5500.fits_g20_5500,10
km45_5500.fits_g20_5520,8
km45_5500.fits_g20_5580,10
km50_6250.fits_g40_6390,47
km45_5500.fits_g20_5640,17
L4_0Full.dat,22
km45_5500.fits_g20_5720,26
L4_1Full.dat,89
km45_5750.fits_g20_5790,31
km45_5750.fits_g25_5870,1
m0.5Full.dat,27189
km45_6000.fits_g20_6160,69
m1.1Full.dat,30243
km45_6000.fits_g30_6220,132
m1.7Full.dat,35665
km45_6250.fits_g35_6290,51
km45_6250.fits_g40_6350,9
km45_6250.fits_g40_6490,3
km50_3750.fits_g15_3970,554
m2.6Full.dat,33274
m6.5Full.dat,5317
km50_3750.fits_g25_3850,2450
km50_4000.fits_g10_4120,178
km50_5000.fits_g00_5200,207
km50_5250.fits_g00_5350,98
km50_5250.fits_g00_5370,101
km50_5250.fits_g05_5350,310
km50_5250.fits_g05_5410,236
km50_5250.fits_g10_5330,203
km50_5250.fits_g10_5450,556
km50_5500.fits_g05_5620,72
km50_5500.fits_g15_5640,205
km50_5500.fits_g25_5620,2
km50_5500.fits_g25_5640,1
km50_5750.fits_g15_5970,138
km50_5750.fits_g15_5990,60
km50_5750.fits_g20_5930,179
km50_5750.fits_g20_5950,230
km50_5750.fits_g20_5990,145
km50_5750.fits_g25_5790,17
km50_6000.fits_g30_6200,60
km50_6000.fits_g35_6180,166
km50_6250.fits_g35_6450,307
km50_6250.fits_g40_6490,61
km50_6500.fits_g45_6500,3
km50_6500.fits_g50_6640,2
m2.1Full.dat,36924
m2.8Full.dat,30170
m3.3Full.dat,25487
m5.3Full.dat,11118
m5.9Full.dat,5820
m6.7Full.dat,2993
km30_4000.fits_g05_4220,1481
km30_4250.fits_g00_4290,4055
km30_5000.fits_g00_5080,86
km30_5000.fits_g05_5020,40
km30_5000.fits_g10_5180,90
km30_5250.fits_g05_5470,43
km30_5250.fits_g15_5310,72
km30_5250.fits_g20_5330,3
km30_5250.fits_g20_5490,75
km30_5250.fits_g25_5470,1
km30_5500.fits_g05_5580,6
km30_5500.fits_g05_5660,5
km30_5500.fits_g15_5580,186
km30_5500.fits_g25_5680,18
km30_5500.fits_g25_5700,24
km30_5750.fits_g05_5750,2
km30_5750.fits_g15_5790,91
km30_5750.fits_g20_5810,668
km30_5750.fits_g25_5770,32
km30_6000.fits_g20_6120,199
km30_6000.fits_g30_6160,620
km30_6000.fits_g30_6240,456
km30_6000.fits_g35_6060,231
km30_6000.fits_g35_6160,372
km30_6000.fits_g45_6200,20
km30_6250.fits_g25_6250,334
km30_6250.fits_g30_6290,515
km30_6250.fits_g30_6310,589
km30_6250.fits_g40_6310,105
km30_6500.fits_g45_6500,12
km30_6500.fits_g50_6500,2
km30_6750.fits_g50_6770,1
km35_5250.fits_g10_5430,263
km35_5250.fits_g15_5450,235
km35_5500.fits_g10_5640,57
km35_5500.fits_g20_5680,63
km35_5500.fits_g25_5620,5
km35_5750.fits_g30_5810,2
km35_5750.fits_g30_5910,1
km35_5750.fits_g35_5910,5
km35_6000.fits_g20_6100,75
km35_6000.fits_g20_6160,312
km35_6000.fits_g35_6060,11
km35_6000.fits_g35_6240,150
km35_6000.fits_g40_6000,3
km35_6000.fits_g45_6160,2
km35_6250.fits_g30_6370,512
km35_6250.fits_g40_6350,69
km35_6250.fits_g45_6330,7
km35_6250.fits_g50_6290,2
km35_6250.fits_g50_6410,3
km35_6500.fits_g45_6700,23
km40_4000.fits_g00_4220,557
km40_4250.fits_g00_4270,6987
km40_5000.fits_g05_5120,42
km40_5000.fits_g10_5160,3
km40_5250.fits_g00_5410,11
km40_5250.fits_g00_5430,5
km40_5250.fits_g05_5450,47
km40_5250.fits_g10_5390,154
km40_5250.fits_g10_5490,46
km40_5500.fits_g05_5640,7
km40_5500.fits_g05_5700,1
km40_5500.fits_g15_5740,47
km40_5500.fits_g20_5520,27
km40_5500.fits_g20_5680,50
km40_5750.fits_g10_5770,67
km40_5750.fits_g20_5830,68
km40_5750.fits_g20_5870,87
km40_5750.fits_g25_5750,2
km40_5750.fits_g25_5930,26
km40_6000.fits_g15_6000,39
km40_6000.fits_g15_6020,87
km40_6000.fits_g20_6020,85
km40_6000.fits_g20_6100,62
km40_6000.fits_g25_6040,37
km40_6000.fits_g40_6100,8
km40_6250.fits_g30_6330,136
km40_6250.fits_g35_6350,101
km40_6250.fits_g35_6430,143
km40_6250.fits_g40_6250,20
km40_6250.fits_g40_6270,25
km40_6250.fits_g45_6410,6
km40_6250.fits_g45_6470,5
km40_6500.fits_g35_6520,298
km45_3750.fits_g20_3890,10
km45_4000.fits_g00_4200,89
km45_5000.fits_g05_5140,33
km45_5000.fits_g10_5120,1
km45_5250.fits_g00_5410,9
km45_5250.fits_g05_5490,15
km45_5250.fits_g10_5450,114
km45_5500.fits_g05_5580,14
km45_5500.fits_g10_5560,40
km45_5500.fits_g10_5700,19
km45_5500.fits_g15_5560,85
km45_5500.fits_g15_5700,57
km45_5500.fits_g15_5720,37
km45_5500.fits_g20_5680,20
km45_5750.fits_g10_5870,53
km45_5750.fits_g10_5910,1
km45_5750.fits_g15_5790,35
km45_5750.fits_g25_5950,8
km45_5750.fits_g30_5990,5
km45_5750.fits_g35_5990,5
km45_6000.fits_g20_6060,49
km45_6000.fits_g25_6120,19
km45_6250.fits_g40_6250,7
km45_6250.fits_g40_6470,10
km45_6500.fits_g45_6600,3
km50_3750.fits_g15_3990,4108
km50_3750.fits_g20_3890,164
km50_4000.fits_g05_4200,193
km50_4000.fits_g10_4100,2321
km50_4000.fits_g15_4000,5545
km50_4000.fits_g15_4020,3256
km50_5250.fits_g00_5390,84
km50_5250.fits_g00_5470,43
km50_5250.fits_g05_5390,290
km50_5250.fits_g05_5490,163
km50_5250.fits_g15_5330,6
km50_5500.fits_g10_5560,213
km50_5500.fits_g10_5660,139
km50_5500.fits_g15_5520,177
km50_5500.fits_g20_5600,31
km50_5750.fits_g10_5790,116
km50_5750.fits_g15_5770,221
km50_5750.fits_g20_5830,129
km50_5750.fits_g25_5770,12
km50_5750.fits_g25_5910,32
km50_5750.fits_g30_5950,15
km50_6000.fits_g20_6000,209
km50_6000.fits_g20_6040,246
km50_6000.fits_g20_6160,46
km50_6000.fits_g30_6120,29
km50_6000.fits_g30_6240,107
km50_6000.fits_g40_6160,10
km50_6000.fits_g40_6220,26
km50_6250.fits_g45_6310,4
km50_6250.fits_g45_6370,3
km50_6500.fits_g45_6620,16
km50_6500.fits_g45_6660,19
km50_6500.fits_g50_6680,1
L1_9Full.dat,449
L3_8Full.dat,188
m0.3Full.dat,24921
m1.2Full.dat,31165
m3.6Full.dat,22869
m3.8Full.dat,21089
m4.7Full.dat,17508
m5.8Full.dat,6049
km30_5000.fits_g05_5100,152
km30_5250.fits_g00_5310,32
km30_5250.fits_g20_5450,67
km30_5500.fits_g00_5520,1
km30_5500.fits_g15_5660,122
km30_5500.fits_g30_5740,1
km30_5750.fits_g15_5910,112
km30_5750.fits_g30_5770,2
km30_6000.fits_g15_6000,123
km30_6000.fits_g25_6120,429
km30_6000.fits_g30_6120,665
km30_6000.fits_g35_6180,354
km30_6000.fits_g45_6000,2
km30_6000.fits_g50_6220,6
km30_6250.fits_g35_6310,390
km30_6250.fits_g50_6490,1
km30_6500.fits_g45_6560,28
km35_4250.fits_g00_4270,1061
km35_5000.fits_g00_5040,101
km35_5000.fits_g00_5220,62
km35_5000.fits_g00_5240,46
km35_5000.fits_g05_5120,110
km35_5000.fits_g05_5200,183
km35_5250.fits_g00_5310,31
km35_5250.fits_g05_5450,91
km35_5250.fits_g20_5470,35
km35_5500.fits_g05_5660,9
km35_5500.fits_g05_5700,4
km35_5500.fits_g15_5700,90
km35_5500.fits_g20_5580,43
km35_5500.fits_g20_5720,52
km35_5500.fits_g25_5500,1
km35_5500.fits_g25_5580,1
km35_5750.fits_g15_5750,48
km35_5750.fits_g30_5870,1
km35_5750.fits_g30_5970,5
km35_5750.fits_g35_5990,17
km35_6000.fits_g25_6140,429
km35_6000.fits_g30_6200,365
km35_6000.fits_g35_6180,204
km35_6000.fits_g35_6200,194
km35_6000.fits_g40_6180,58
km35_6250.fits_g30_6250,241
km35_6250.fits_g35_6330,205
km35_6250.fits_g40_6490,40
km35_6250.fits_g45_6290,8
km35_6250.fits_g45_6370,11
km35_6250.fits_g45_6410,7
km35_6500.fits_g40_6500,39
km35_6500.fits_g40_6600,180
km35_6500.fits_g45_6620,8
km40_4250.fits_g00_4310,2473
km40_5000.fits_g00_5000,17
km40_5000.fits_g10_5180,7
km40_5250.fits_g00_5350,21
km40_5250.fits_g05_5410,45
km40_5250.fits_g15_5270,1
km40_5250.fits_g15_5330,7
km40_5250.fits_g15_5450,99
km40_5250.fits_g15_5470,90
km40_5500.fits_g10_5540,50
km40_5500.fits_g10_5660,40
km40_5500.fits_g15_5540,61
km40_5500.fits_g15_5680,69
km40_5500.fits_g20_5640,27
km40_5750.fits_g10_5790,50
km40_5750.fits_g15_5930,42
km40_5750.fits_g30_5930,1
km40_6000.fits_g25_6220,223
km40_6000.fits_g30_6000,1
km40_6000.fits_g30_6200,223
km40_6000.fits_g30_6240,155
km40_6000.fits_g40_6180,21
km40_6000.fits_g45_6180,3
km40_6250.fits_g25_6250,198
km40_6250.fits_g25_6270,263
km40_6250.fits_g25_6290,359
km40_6250.fits_g30_6390,173
km40_6250.fits_g35_6450,100
km40_6250.fits_g40_6330,31
km40_6250.fits_g45_6330,6
km40_6250.fits_g50_6290,3
km40_6250.fits_g50_6370,1
km40_6250.fits_g50_6390,1
km40_6500.fits_g45_6540,1
km40_6500.fits_g45_6700,9
km45_3750.fits_g20_3910,951
km45_4000.fits_g05_4140,1293
km45_4000.fits_g05_4220,1
km45_5250.fits_g00_5270,35
km45_5250.fits_g00_5430,9
km45_5250.fits_g15_5330,2
km45_5250.fits_g20_5430,1
km45_5500.fits_g05_5720,3
km45_5500.fits_g10_5660,24
km45_5500.fits_g20_5620,9
km45_5750.fits_g15_5770,38
km45_5750.fits_g15_5830,37
km45_5750.fits_g20_5830,35
km45_6000.fits_g20_6140,60
km45_6000.fits_g25_6040,15
km45_6000.fits_g35_6180,51
km45_6250.fits_g40_6310,9
km50_3750.fits_g20_3930,1671
km50_4250.fits_g00_4250,4308
km50_5000.fits_g05_5220,223
km50_5250.fits_g05_5290,357
km50_5250.fits_g10_5370,329
km50_5250.fits_g20_5470,7
km50_5500.fits_g05_5560,95
km50_5500.fits_g05_5600,69
km50_5500.fits_g05_5640,51
km50_5500.fits_g05_5700,39
km50_5500.fits_g15_5560,207
km50_5500.fits_g20_5660,50
km50_5500.fits_g20_5680,45
km50_5500.fits_g25_5540,1
km50_5500.fits_g25_5720,7
km50_5750.fits_g10_5830,15
km50_5750.fits_g25_5990,38
km50_5750.fits_g30_5790,1
km50_5750.fits_g30_5830,1
km50_6000.fits_g25_6200,308
km50_6000.fits_g30_6000,47
km50_6000.fits_g40_6240,28
km50_6250.fits_g30_6310,316
km50_6250.fits_g30_6370,408
km50_6250.fits_g35_6430,290
km50_6250.fits_g45_6450,4
L3_2Full.dat,7
m0.8Full.dat,28934
m2.2Full.dat,37204
m2.4Full.dat,35424
m2.5Full.dat,33535
m3.9Full.dat,20574
km25_5750.fits_g15_5910,142
km25_5750.fits_g15_5990,114
km25_5750.fits_g25_5850,450
km25_5750.fits_g25_5870,466
km25_5750.fits_g35_5950,161
km25_5750.fits_g45_5930,1
km25_6000.fits_g30_6160,928
km25_6000.fits_g35_6040,407
km25_6000.fits_g40_6080,93
km25_6000.fits_g40_6160,212
km25_6000.fits_g50_6120,5
km25_6000.fits_g50_6220,1
km25_6250.fits_g35_6350,673
km25_6250.fits_g35_6490,1489
km25_6250.fits_g40_6330,258
km25_6250.fits_g45_6250,21
km25_6250.fits_g45_6490,38
km25_6500.fits_g45_6580,38
km25_6500.fits_g50_6580,5
km25_6750.fits_g50_6770,2
km30_4250.fits_g05_4250,2268
km30_4250.fits_g05_4270,961
km30_4750.fits_g00_4970,87
km30_5000.fits_g00_5220,93
km30_5000.fits_g05_5040,75
km30_5000.fits_g05_5140,186
km30_5250.fits_g05_5410,86
km30_5500.fits_g15_5600,168
km30_5500.fits_g20_5580,120
km30_5500.fits_g20_5700,155
km30_5500.fits_g20_5720,195
km30_5750.fits_g10_5830,38
km30_5750.fits_g15_5930,81
km30_5750.fits_g15_5950,82
km30_5750.fits_g20_5870,505
km30_5750.fits_g20_5910,325
km30_5750.fits_g30_5870,9
km30_5750.fits_g30_5970,432
km30_5750.fits_g35_5990,11
km30_5750.fits_g40_5930,1
km30_5750.fits_g40_5970,7
km30_5750.fits_g45_5950,2
km30_6000.fits_g25_6220,258
km30_6000.fits_g30_6040,660
km30_6000.fits_g45_6040,3
km30_6250.fits_g30_6410,148
km30_6250.fits_g35_6290,369
km30_6250.fits_g45_6450,20
km30_6500.fits_g35_6500,968
km30_6500.fits_g50_6560,3
km30_6500.fits_g50_6700,1
km35_3750.fits_g15_3990,6
km35_4000.fits_g00_4240,2876
km35_5000.fits_g00_5080,94
km35_5000.fits_g05_5220,179
km35_5250.fits_g05_5330,120
km35_5500.fits_g05_5600,6
km35_5500.fits_g05_5680,2
km35_5500.fits_g25_5660,4
km35_5750.fits_g10_5810,32
km35_5750.fits_g15_5970,51
km35_5750.fits_g30_5950,1
km35_6000.fits_g25_6040,279
km35_6000.fits_g25_6220,391
km35_6000.fits_g40_6080,29
km35_6000.fits_g45_6120,2
km35_6000.fits_g45_6200,11
km35_6000.fits_g50_6160,1
km35_6500.fits_g40_6520,87
km35_6500.fits_g40_6580,79
km35_6500.fits_g50_6620,2
km40_4250.fits_g00_4350,132
km40_5000.fits_g00_5160,53
km40_5000.fits_g05_5220,127
km40_5250.fits_g00_5370,13
km40_5250.fits_g05_5250,89
km40_5250.fits_g10_5330,109
km40_5500.fits_g15_5560,83
km40_5500.fits_g20_5660,30
km40_5500.fits_g25_5620,3
km40_5750.fits_g05_5750,1
km40_5750.fits_g15_5790,63
km40_5750.fits_g15_5890,43
km40_5750.fits_g25_5770,12
km40_5750.fits_g25_5850,18
km40_5750.fits_g25_5910,27
km40_6000.fits_g20_6080,73
km40_6000.fits_g30_6020,2
km40_6000.fits_g35_6040,32
km40_6000.fits_g40_6060,3
km40_6000.fits_g40_6120,14
km40_6250.fits_g30_6250,178
km40_6250.fits_g30_6350,130
km40_6250.fits_g35_6270,103
km40_6250.fits_g40_6370,17
km40_6250.fits_g40_6430,19
km40_6250.fits_g40_6450,33
km40_6250.fits_g40_6490,11
km40_6250.fits_g45_6390,4
km45_3750.fits_g20_3970,4
km45_4000.fits_g00_4240,1748
km45_4000.fits_g05_4120,70
km45_4000.fits_g10_4040,1
km45_5000.fits_g00_5180,59
km45_5000.fits_g10_5220,8
km45_5250.fits_g00_5250,36
km45_5250.fits_g00_5330,27
km45_5250.fits_g00_5450,4
km45_5250.fits_g05_5390,47
km45_5250.fits_g10_5350,109
km45_5250.fits_g15_5310,3
km45_5500.fits_g05_5520,26
km45_5500.fits_g10_5680,22
km45_5500.fits_g25_5560,2
km45_5750.fits_g15_5750,22
km45_5750.fits_g15_5990,27
km45_5750.fits_g20_5910,45
km45_6000.fits_g20_6080,35
km45_6000.fits_g25_6020,18
km45_6000.fits_g30_6120,4
km45_6000.fits_g35_6120,52
km45_6000.fits_g40_6160,10
km45_6000.fits_g45_6200,2
km45_6250.fits_g25_6270,130
km45_6250.fits_g30_6410,955
km50_3750.fits_g20_3950,80
km50_3750.fits_g30_3870,27
km50_4000.fits_g15_4040,257
km50_5000.fits_g05_5080,4
km50_5000.fits_g05_5100,7
km50_5000.fits_g05_5160,76
km50_5250.fits_g00_5290,126
km50_5250.fits_g00_5410,66
km50_5250.fits_g10_5390,431
km50_5500.fits_g10_5520,270
km50_5500.fits_g25_5740,4
km50_5750.fits_g15_5830,171
km50_5750.fits_g20_5810,120
km50_5750.fits_g30_5990,41
km50_6000.fits_g20_6180,13
km50_6000.fits_g35_6220,192
km50_6000.fits_g35_6240,176
km50_6250.fits_g25_6290,428
km50_6250.fits_g30_6290,281
km50_6250.fits_g35_6410,213
km50_6250.fits_g40_6290,36
km50_6250.fits_g45_6490,4
km50_6500.fits_g50_6740,2
km50_6750.fits_g50_6770,1
m0.2Full.dat,23708
km35_6250.fits_g50_6390,1
km35_6500.fits_g45_6560,4
km35_6500.fits_g50_6560,2
km40_4000.fits_g00_4200,12
km40_5000.fits_g00_5080,65
km40_5000.fits_g00_5220,34
km40_5250.fits_g05_5270,113
km40_5250.fits_g05_5350,61
km40_5250.fits_g10_5470,99
km40_5250.fits_g15_5370,23
km40_5250.fits_g20_5430,7
km40_5500.fits_g20_5500,10
km40_5500.fits_g25_5740,5
km40_5750.fits_g10_5850,25
km40_6000.fits_g25_6020,38
km40_6000.fits_g25_6140,149
km40_6000.fits_g30_6040,3
km40_6250.fits_g45_6310,5
km40_6250.fits_g45_6430,7
km40_6250.fits_g50_6490,2
km40_6500.fits_g45_6640,4
km40_6500.fits_g45_6660,4
km40_6500.fits_g50_6520,6
km45_4000.fits_g10_4080,2851
km45_4000.fits_g15_4020,458
km45_5000.fits_g05_5100,23
km45_5000.fits_g05_5180,112
km45_5000.fits_g05_5240,100
km45_5250.fits_g05_5350,58
km45_5500.fits_g05_5680,3
km45_5500.fits_g15_5660,68
km45_5500.fits_g20_5560,12
km45_5750.fits_g10_5750,13
km45_5750.fits_g20_5870,34
km45_6000.fits_g25_6220,78
km45_6250.fits_g25_6250,105
km45_6250.fits_g30_6350,399
km45_6250.fits_g40_6430,13
km45_6250.fits_g45_6350,1
km45_6500.fits_g40_6620,17
km50_3750.fits_g25_3890,114
km50_4250.fits_g00_4310,107
km50_5000.fits_g00_5020,10
km50_5000.fits_g00_5100,155
km50_5000.fits_g05_5140,52
km50_5250.fits_g05_5430,227
km50_5250.fits_g10_5350,257
km50_5250.fits_g10_5410,521
km50_5250.fits_g15_5390,41
km50_5500.fits_g00_5540,7
km50_5500.fits_g10_5620,163
km50_5500.fits_g15_5700,207
km50_5750.fits_g05_5750,16
km50_5750.fits_g15_5810,160
km50_5750.fits_g25_5930,42
km50_5750.fits_g25_5950,41
km50_5750.fits_g25_5970,62
km50_6000.fits_g20_6020,216
km50_6000.fits_g25_6240,191
km50_6000.fits_g35_6060,23
km50_6250.fits_g40_6250,26
km50_6500.fits_g35_6500,658
km50_6500.fits_g45_6700,37
m0.7Full.dat,28741
m1.5Full.dat,33610
m5.5Full.dat,8380
m6.9Full.dat,2395
km25_5750.fits_g35_5970,209
km25_5750.fits_g40_5930,9
km25_6000.fits_g20_6060,200
km25_6000.fits_g40_6000,18
km25_6000.fits_g40_6100,130
km25_6000.fits_g45_6140,23
km25_6000.fits_g45_6160,24
km25_6250.fits_g30_6350,1025
km25_6250.fits_g35_6290,702
km25_6250.fits_g45_6270,41
km25_6250.fits_g45_6330,38
km25_6250.fits_g45_6370,43
km30_5250.fits_g00_5470,2
km30_5250.fits_g05_5270,168
km30_5250.fits_g05_5430,61
km30_5250.fits_g10_5310,303
km30_5250.fits_g20_5410,19
km30_5500.fits_g05_5720,1
km30_5500.fits_g25_5620,14
km30_5750.fits_g10_5790,51
km30_5750.fits_g10_5850,29
km30_5750.fits_g10_5870,2
km30_5750.fits_g20_5750,318
